Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,inst18,inst19,inst20,inst21,inst22,inst23,inst24,inst25,inst26,inst27,num_academia,num_company
0,Multi-Class Imbalanced Graph Convolutional Network Learning,Florida Atlantic University,Florida Atlantic University,Florida Atlantic University,Florida Atlantic University,Hunan University of Science and Technology,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
1,EndCold: An End-to-End Framework for Cold Question Routing in Community Question Answering Services,The Ohio State University,The Ohio State University,The Ohio State University,The Ohio State University,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
2,A Quantum-inspired Entropic Kernel for Multiple Financial Time Series Analysis,Central University of Finance and Economics,Central University of Finance and Economics,Central University of Finance and Economics,Central University of Finance and Economics,Central University of Finance and Economics," State Key Laboratory of Cognitive Intelligence, iFLYTEK, Hefei, Chin",Central University of Finance and Economics,University of York,,,,,,,,,,,,,,,,,,,,4.0,1.0
3,Cross-Interaction Hierarchical Attention Networks for Urban Anomaly Prediction,Brandeis University,Brandeis University,Brandeis University,JD Finance America Corporatio,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
4,Model-Free Real-Time Autonomous Energy Management for a Residential Multi-Carrier Energy System: A Deep Reinforcement Learning Approach,Imperial College London," Fetch.ai, Cambridge, U.K",Imperial College London," Fetch.ai, Cambridge, U.K"," Fetch.ai, Cambridge, U.K",,,,,,,,,,,,,,,,,,,,,,,1.0,3.0
5,BANANA: when Behavior ANAlysis meets social Network Alignment,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Florida State University,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,,,,,,,,,,,,,,,,,,,,,7.0,0.0
6,Incorporating Failure Events in Agents' Decision Making to Improve User Satisfaction,Bar-Ilan University,Bar-Ilan University,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
7,Variable Elimination in Binary CSPs (Extended Abstract) *,University of Toulouse," H & H: Research and Training, Marseille, Franc",Aix-Marseille University,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
8,Language Independent Sequence Labelling for Opinion Target Extraction,University of the Basque Country,University of the Basque Country,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
9,Randomised Gaussian Process Upper Confidence Bound for Bayesian Optimisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
10,Knowledge Hypergraphs: Prediction Beyond Binary Relations *,University of British Columbia,Academy for Five Element Acupuncture,Academy for Five Element Acupuncture,Academy for Five Element Acupuncture,University of British Columbia,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
11,Explanation Perspectives from the Cognitive Sciences-A Survey,Fujitsu Laboratories of Americ,Fujitsu Laboratories of Americ,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
12,Deep Visuo-Tactile Learning: Estimation of Tactile Properties from Images (Extended Abstract) *,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
13,Generating Robust Audio Adversarial Examples with Temporal Dependency,Huazhong University of Science and Technology,Huazhong University of Science and Technology,Michigan State University,Columbia University,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
14,Adversarial Oracular Seq2seq Learning for Sequential Recommendation,Peking University,Peking University,Peking University,Peking University,Peking University,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
15,Stabilizing Adversarial Invariance Induction from Divergence Minimization Perspective,The University of Tokyo,The University of Tokyo,The University of Tokyo,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
16,Tight Approximation for Proportional Approval Voting,University of Wrocław," Google Research, U",University of Wrocław,University of Wrocław,Ben-Gurion University of the Negev,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0
17,Keep It Real: a Window to Real Reality in Virtual Reality,Columbia University,University of Washington,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
18,Lossless Semantic Round-Tripping in PENG ASP,Macquarie University,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
19,"Optimality, Accuracy, and Efficiency of an Exact Functional Test",New Mexico State University,Pennsylvania State University,New Mexico State University,Fred Hutchinson Cancer Center,New Mexico State University,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
20,Understanding the Power and Limitations of Teaching with Imperfect Knowledge,Max Planck Institute for Software Systems,Max Planck Institute for Software Systems,ETH Zurich,University of Chicago,Max Planck Institute for Software Systems,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
21,Unsupervised Vehicle Re-identification with Progressive Adaptation,Dalian Maritime University,Shenzhen University,Hefei University of Technology,Hefei University of Technology,Dalian Maritime University,Shenzhen University,Hefei University of Technology,Hefei University of Technology,Dalian Maritime University,Shenzhen University,Hefei University of Technology,Hefei University of Technology,,,,,,,,,,,,,,,,12.0,0.0
22,Polar Relative Positional Encoding for Video-Language Segmentation,Zhejiang University, Huawei Noah's Ark La,Zhejiang University, Huawei Noah's Ark La,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
23,CoSDA-ML: Multi-Lingual Code-Switching Data Augmentation for Zero-Shot Cross-Lingual NLP,Harbin Institute of Technology,Harbin Institute of Technology,Westlake University,EarthTech International (United States),Harbin Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
24,Text Style Transfer via Learning Style Instance Supported Latent Space,Tsinghua University,Tsinghua University,University of Washington,Tsinghua University,Tsinghua University,University of Washington,Tsinghua University,Tsinghua University,Tsinghua University,Shanghai Normal University,,,,,,,,,,,,,,,,,,9.0,0.0
25,Positive Unlabeled Learning with Class-prior Approximation,Wuhan University of Technology,Wuhan University of Technology,Wuhan University of Technology,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
26,Synthesis of Deceptive Strategies in Reachability Games with Action Misperception,Worcester Polytechnic Institute,Worcester Polytechnic Institute,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
27,"Ethics, Prosperity and Society: Moral Evaluation Using Virtue Ethics And Utilitarianism",International Institute of Information Technology Bangalore,International Institute of Information Technology Bangalore,International Institute of Information Technology Bangalore,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
28,BaKer-Nets: Bayesian Random Kernel Mapping Networks,Southeast University,Southeast University,Southeast University,Southeast University,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
29,MULTIPOLAR: Multi-Source Policy Aggregation for Transfer Reinforcement Learning between Diverse Environmental Dynamics,Technical University of Munich,Technical University of Munich,Technical University of Munich,Technical University of Munich,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
30,A Similarity Inference Metric for RGB-Infrared Cross-Modality Person Re-identification,Peking University,Peking University,Nanyang Technological University,Peking University,Peng Cheng Laboratory,Peking University,Peng Cheng Laboratory,,,,,,,,,,,,,,,,,,,,,7.0,0.0
31,Diversity of Solutions: An Exploration Through the Lens of Fixed-Parameter Tractability Theory,University of Ulm,University of Bergen,University of Bergen,University of Warsaw,Charles University,University of Bergen,Chennai Mathematical Institute,Universitas Muslim Indonesia,University of Bergen,,,,,,,,,,,,,,,,,,,9.0,0.0
32,Gated POS-Level Language Model for Authorship Verification,Institute of Information Engineering,University of Chinese Academy of Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
33,Better AMR-To-Text Generation with Graph Structure Reconstruction,King University,King University,King University,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
34,MARTHE: Scheduling the Learning Rate Via Online Hypergradients,University College London,Italian Institute of Technology,University College London,Italian Institute of Technology,University of Florence,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
35,Flow-based Intrinsic Curiosity Module,National Tsing Hua University,National Tsing Hua University,National Tsing Hua University,National Tsing Hua University,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
36,The Knowledge Acquisition Bottleneck Problem in Multilingual Word Sense Disambiguation,Sapienza University of Rome,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
37,Beyond Intra-modality: A Survey of Heterogeneous Person Re-identification,National Institute of Informatics,National Taiwan University,National Institute of Informatics,Kyoto University,Microsoft Research Asia (China),National Institute of Informatics,,,,,,,,,,,,,,,,,,,,,,5.0,1.0
38,PEERNOMINATION: Relaxing Exactness for Increased Accuracy in Peer Selection,Tulane University," Department of Computer Science, University of Warwic"," Department of Computer Science, University of Warwic",,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
39,Partial Adversarial Behavior Deception in Security Games,University of Oregon,Singapore Management University,University of Oregon,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
40,Intelligent Virtual Machine Provisioning in Cloud Computing,Microsoft Research (India),Microsoft Research (India),Microsoft Research (India),Microsoft Research (India)," Microsoft Azure, United State",University of Newcastle Australia,University of Technology Sydney," Microsoft Office, Chin",Microsoft Research (India),,,,,,,,,,,,,,,,,,,2.0,5.0
41,One-Shot Neural Architecture Search via Novelty Driven Sampling,Beijing Institute of Technology,Information Technology University,Beijing Institute of Technology,Monash University,Information Technology University,Information Technology University,,,,,,,,,,,,,,,,,,,,,,6.0,0.0
42,Smart Contract Vulnerability Detection Using Graph Neural Networks,Zhejiang Gongshang University,Zhejiang Gongshang University,Zhejiang Gongshang University,University of Oxford,National University of Singapore,Zhejiang University,,,,,,,,,,,,,,,,,,,,,,6.0,0.0
43,"Real-Time Dispatching of Large-Scale Ride-Sharing Systems: Integrating Optimization, Machine Learning, and Model Predictive Control",Georgia Institute of Technology,Georgia Institute of Technology,Georgia Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
44,"Measuring the Discrepancy between Conditional Distributions: Methods, Properties and Applications"," NEC Labs Europe, 69115 Heidelberg, German"," NEC Labs Europe, 69115 Heidelberg, German"," NEC Labs Europe, 69115 Heidelberg, German",University of Florida,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0
45,Reward Prediction Error as an Exploration Objective in Deep RL,Princeton University,Samsung Medical Center,Samsung Medical Center,Samsung Medical Center,Samsung Medical Center,Samsung Medical Center,Stanford University,Samsung Medical Center,Samsung Medical Center,,,,,,,,,,,,,,,,,,,9.0,0.0
46,Solving Hard AI Planning Instances Using Curriculum-Driven Deep Reinforcement Learning,Cornell University,Cornell University,Cornell University,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
47,Online Positive and Unlabeled Learning,Nanjing University of Science and Technology,Nanjing University of Science and Technology,Hong Kong Polytechnic University,University of Antwerp,University of Antwerp,University of Antwerp,Nanjing University of Science and Technology, Jiangsu Key Lab of Image and Video Understanding for Social Securit,,,,,,,,,,,,,,,,,,,,3.0,3.0
48,Extended Conjunctive Normal Form and An Efficient Algorithm for Cardinality Constraints,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Microsoft Research (India),,,,,,,,,,,,,,,,,,,,,,,4.0,1.0
49,Proving Semantic Properties as First-Order Satisfiability (Extended Abstract) *,Universitat Politècnica de València,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
50,Variational Bayes in Private Settings (VIPS) (Extended Abstract) *,"University of Maryland, Baltimore",Max Planck Institute for Intelligent Systems,University of Tübingen,"University of California, San Diego",University of Amsterdam,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
51,Modeling Dense Cross-Modal Interactions for Joint Entity-Relation Extraction,National University of Defense Technology,PLA Academy of Military Science,National University of Defense Technology,Hunan University,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
52,SI-VDNAS: Semi-Implicit Variational Dropout for Hierarchical One-shot Neural Architecture Search,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
53,From Statistical Relational to Neural-Symbolic Artificial Intelligence,KU Leuven,Örebro University,KU Leuven,KU Leuven,KU Leuven,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
54,Learning to Complement Humans,Harvard University,Microsoft Research (United Kingdom),Microsoft Research (United Kingdom),,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0
55,Exploration Based Language Learning for Text-Based Games,Hong Kong University of Science and Technology,Uber AI (United States),Uber AI (United States),Uber AI (United States),Uber AI (United States), Google Brain,"University of California, Davis",Uber AI (United States),Uber AI (United States),,,,,,,,,,,,,,,,,,,2.0,6.0
56,Who Am I?: Towards Social Self-Awareness for Intelligent Agents, Joint NTU-UBC Research Centre of Excellenc,Nanyang Technological University,Nanyang Technological University,Singapore Management University,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
57,Deep Semantic Compliance Advisor for Unstructured Document Compliance Checking,IBM Research - China,IBM Research - China,IBM Research - China,IBM Research - China,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
58,Recurrent Relational Memory Network for Unsupervised Image Captioning,Hefei University of Technology,Hefei University of Technology,Hefei University of Technology,Hefei University of Technology,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
59,Sinkhorn Regression," JD Finance America Corporation, Mountain View, CA, US",University of Pittsburgh,Simon Fraser University," JD Finance America Corporation, Mountain View, CA, US",University of Pittsburgh,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
60,Diffusion Variational Autoencoders,Eindhoven University of Technology,Eindhoven University of Technology,Eindhoven University of Technology,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
61,Answer Generation through Unified Memories over Multiple Passages,"NTT Resonant Inc. Granparktower, 3-4-1 Shibaura, Minato-ku, Tokyo 108-0023, Japa","NTT Resonant Inc. Granparktower, 3-4-1 Shibaura, Minato-ku, Tokyo 108-0023, Japa",,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
62,A Testbed for Studying COVID-19 Spreading in Ride-Sharing Systems,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Alibaba Group (China),Nanyang Technological University,University of British Columbia,Nanyang Technological University,Nanyang Technological University,,,,,,,,,,,,,,,,,,,8.0,1.0
63,AutoSurvey: Automatic Survey Generation based on a Research Draft,National Chengchi University,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
64,Reinforcement Learning with Dynamic Boltzmann Softmax Updates," IIIS, Tsinghua Universit",Alibaba Group (China),Microsoft Research (United Kingdom),Microsoft Research (United Kingdom)," IIIS, Tsinghua Universit",,,,,,,,,,,,,,,,,,,,,,,0.0,3.0
65,Threshold Treewidth and Hypertree Width,TU Wien,TU Wien,University of Warsaw,TU Wien,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
66,Learning Optimal Decision Trees using Constraint Programming (Extended Abstract * ),Université Catholique de Louvain,Université Catholique de Louvain,Polytechnique Montréal,Université Laval,Université Catholique de Louvain,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
67,Heterogeneous Network Representation Learning,"University of California, Los Angeles","University of California, Los Angeles",Tsinghua University,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
68,Semi-supervised Clustering via Pairwise Constrained Optimal Graph,Northwestern Polytechnical University,Northwestern Polytechnical University,Northwestern Polytechnical University,Northwestern Polytechnical University,Northwestern Polytechnical University,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
69,Analysis of Q-learning with Adaptation and Momentum Restart for Gradient Descent,The Ohio State University,The Ohio State University,The Ohio State University,Southern University of Science and Technology,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
70,Maximizing Welfare with Incentive-Aware Evaluation Mechanisms,Cornell University,Microsoft Research (United Kingdom),Microsoft Research (United Kingdom),Cornell University,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0
71,A Penny for Your Thoughts: The Value of Communication in Ad Hoc Teamwork,The University of Texas at Austin,The University of Texas at Austin,The University of Texas at Austin,The University of Texas at Austin,The University of Texas at Austin,Sony (Germany),,,,,,,,,,,,,,,,,,,,,,5.0,1.0
72,TopicKA: Generating Commonsense Knowledge-Aware Dialogue Responses Towards the Recommended Topic Fact,Peking University,Peking University,Peking University,Auburn University,Peking University,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
73,Task-Level Curriculum Learning for Non-Autoregressive Neural Machine Translation,Zhejiang University,Zhejiang University,Microsoft Research Asia (China),Zhejiang University,Microsoft Research Asia (China),Zhejiang University,Microsoft Research Asia (China),,,,,,,,,,,,,,,,,,,,,4.0,3.0
74,A Multi-player Game for Studying Federated Learning Incentive Schemes,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Urban Planning & Design Institute of Shenzhen (China),Urban Planning & Design Institute of Shenzhen (China),Hong Kong University of Science and Technology,,,,,,,,,,,,,,,,,,,,6.0,0.0
75,DIDFuse: Deep Image Decomposition for Infrared and Visible Image Fusion,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,Visio,,,,,,,,,,,,,,,,,,,,,,6.0,0.0
76,Weakly Supervised Few-shot Object Segmentation using Co-Attention with Visual and Semantic Embeddings,University of Alberta,Shanghai Institute for Science of Science,University of Alberta,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
77,Self-Attentional Credit Assignment for Transfer in Reinforcement Learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
78,Adaptively Multi-Objective Adversarial Training for Dialogue Generation,Peking University,Peking University,"Changchun Institute of Optics, Fine Mechanics and Physics", SenseTime Researc,Peking University,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
79,Inference-Masked Loss for Deep Structured Output Learning,Michigan State University,Michigan State University,Michigan State University,Florida Institute for Human and Machine Cognition,Michigan State University,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
80,Tight Convergence Rate of Gradient Descent for Eigenvalue Computation,Chinese University of Hong Kong,Chinese University of Hong Kong,Chinese University of Hong Kong,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
81,Label Enhancement for Label Distribution Learning via Prior Knowledge,Southeast University,Southeast University,Southeast University,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
82,Efficient Algorithms for Learning Revenue-Maximizing Two-Part Tariffs,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University," Optimized Markets, Inc"," Strategy Robot, Inc"," Strategic Machine, Inc",,,,,,,,,,,,,,,,,,,,,,2.0,1.0
83,When to Follow the Tip: Security Games with Strategic Informants,Carnegie Mellon University,Shanghai Jiao Tong University,University of Southern California,World Wide Fund for Nature,Carnegie Mellon University,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
84,A Survey on Representation Learning for User Modeling,University of Georgia," Adobe Research, San Jose, C",,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
85,Collective Decision Making under Incomplete Knowledge: Possible and Necessary Solutions,Paris Dauphine University,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
86,Switching Poisson Gamma Dynamical Systems,Xidian University,Xidian University,Xidian University,Xidian University,The University of Texas at Austin,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
87,Coloring Graph Neural Networks for Node Disambiguation,École Polytechnique,École Polytechnique,École Polytechnique,École Polytechnique,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
88,Context Vectors Are Reflections of Word Vectors in Half the Dimensions (Extended Abstract) *,Nazarbayev University,Research Institute for Artificial Intelligence,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
89,Enhancing Dialog Coherence with Event Graph Grounded Content Planning,Harbin Institute of Technology,Ministry of Education of the People's Republic of China,Ministry of Education of the People's Republic of China,Ministry of Education of the People's Republic of China,Ministry of Education of the People's Republic of China,Harbin Institute of Technology,,,,,,,,,,,,,,,,,,,,,,6.0,0.0
90,Leveraging Document-Level Label Consistency for Named Entity Recognition,Fudan University,Fudan University,Fudan University,Fudan University,Microsoft Research Asia (China),Fudan University,,,,,,,,,,,,,,,,,,,,,,5.0,1.0
91,DeepView: Visualizing Classification Boundaries of Deep Neural Networks as Scatter Plots Using Discriminative Dimensionality Reduction,Bielefeld University,Bielefeld University,Bielefeld University,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
92,Overcoming Language Priors with Self-supervised Learning for Visual Question Answering,Institute of Information Engineering,University of Chinese Academy of Sciences,System Simulation (United Kingdom),University of Science and Technology of China,Institute of Information Engineering,University of Chinese Academy of Sciences,System Simulation (United Kingdom),Institute of Information Engineering,System Simulation (United Kingdom)," Xiaomi AI Lab, Xiaomi Inc., Beijing, Chin",University of Science and Technology of China,,,,,,,,,,,,,,,,,7.0,3.0
93,CP-NAS: Child-Parent Neural Architecture Search for 1-bit CNNs,Beihang University,Beihang University,Beihang University,University of Bonn,University of North Carolina at Charlotte,"University at Buffalo, State University of New York","University at Buffalo, State University of New York",,,,,,,,,,,,,,,,,,,,,7.0,0.0
94,Overflow Aware Quantization: Accelerating Neural Network Inference by Low-bit Multiply-Accumulate Operations,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
95,Self-supervised Monocular Depth and Visual Odometry Learning with Scale-consistent Geometric Constraints,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,,,,,,,,,,,,,,,,,,,,,,6.0,0.0
96,Textual Membership Queries,Technion – Israel Institute of Technology,Technion – Israel Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
97,End-to-End Transition-Based Online Dialogue Disentanglement," Ingenuity Labs Research Institute & ECE, Queen's University, Canad"," Ingenuity Labs Research Institute & ECE, Queen's University, Canad",University of Science and Technology of China," State Key Laboratory of Cognitive Intelligence, iFLYTEK Research, Hefei, Chin"," State Key Laboratory of Cognitive Intelligence, iFLYTEK Research, Hefei, Chin"," Ingenuity Labs Research Institute & ECE, Queen's University, Canad",,,,,,,,,,,,,,,,,,,,,,4.0,2.0
98,Towards Fully 8-bit Integer Inference for the Transformer Model,Northeastern University,Northeastern University,Northeastern University,Liaoning University of Traditional Chinese Medicine,Northeastern University,Chinese Academy of Sciences,Northeastern University,Liaoning University of Traditional Chinese Medicine,,,,,,,,,,,,,,,,,,,,6.0,0.0
99,Putting Accountability of AI Systems into Practice,"Fujitsu Laboratories of Europe, United Kingdo","Fujitsu Laboratories of Europe, United Kingdo","Fujitsu Laboratories of Europe, United Kingdo",,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
100,Convexity of b-matching Games,The University of Tokyo,Leibniz Institute for Astrophysics Potsdam,Leibniz Institute for Astrophysics Potsdam,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
101,Mechanism Design for School Choice with Soft Diversity Constraints,UNSW Sydney,Data61,UNSW Sydney,UNSW Sydney,Data61,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
102,Discovering Latent Class Labels for Multi-Label Learning,The University of Tokyo,Anhui University,The University of Tokyo,University of Greenwich,Nanyang Technological University,The University of Tokyo,,,,,,,,,,,,,,,,,,,,,,6.0,0.0
103,Exploring Parameter Space with Structured Noise for Meta-Reinforcement Learning,University of Electronic Science and Technology of China, Tencent Robotics ,Institute of Automation,University of Chinese Academy of Sciences,University of Electronic Science and Technology of China, Tencent Robotics ,University of Electronic Science and Technology of China,Research Institute for Artificial Intelligence,,,,,,,,,,,,,,,,,,,,6.0,0.0
104,Soft Threshold Ternary Networks,Institute of Automation,Institute of Automation,Institute of Automation,Institute of Automation,Center for Excellence in Brain Science and Intelligence Technology,Institute of Automation,Center for Excellence in Brain Science and Intelligence Technology,Institute of Automation,Center for Excellence in Brain Science and Intelligence Technology,,,,,,,,,,,,,,,,,,,9.0,0.0
105,Weakly Supervised Local-Global Relation Network for Facial Expression Recognition,University of Science and Technology of China,Norwegian University of Science and Technology,University of Science and Technology of China,University of Science and Technology of China,Institute of Intelligent Machines,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
106,Unsupervised Scene Adaptation with Memory Regularization in vivo,University of Technology Sydney,Baidu (China),University of Technology Sydney,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0
107,Knowing-How under Uncertainty (Extended Abstract) *,Tulane University,Lafayette College,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
108,Towards Making the Most of Context in Neural Machine Translation,Nanjing University of Science and Technology,Nanjing University of Science and Technology,Nanjing University of Science and Technology,Nanjing University of Science and Technology,Nanjing University of Science and Technology,University of Edinburgh,Nanjing University of Science and Technology,University of Edinburgh,,,,,,,,,,,,,,,,,,,,8.0,0.0
109,Efficient Context-Aware Neural Machine Translation with Layer-Wise Weighting and Input-Aware Gating,Saarland University,German Research Centre for Artificial Intelligence,Tianjin University,Saarland University,German Research Centre for Artificial Intelligence," China Mobile Online Services, Chin",,,,,,,,,,,,,,,,,,,,,,5.0,0.0
110,Self-paced Consensus Clustering with Bipartite Graph,Anhui University of Science and Technology,Institute of Software,Shanxi University,Anhui University of Science and Technology,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
111,IR-VIC: Unsupervised Discovery of Sub-goals for Transfer in RL,Georgia Institute of Technology,Georgia Institute of Technology,Georgia Institute of Technology,Georgia Institute of Technology,Georgia Institute of Technology,Meta (United States),Georgia Institute of Technology,Meta (United States),Meta (United States),,,,,,,,,,,,,,,,,,,6.0,3.0
112,Planning Algorithms for Zero-Sum Games with Exponential Action Spaces: A Unifying Perspective,University of Alberta,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
113,Learning for Graph Matching and Related Combinatorial Optimization Problems,Shanghai Jiao Tong University,University of Antwerp,University of York,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
114,Competition Among Contests: a Safety Level Analysis,Technion – Israel Institute of Technology,Technion – Israel Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
115,Verifying Fault-Tolerance in Probabilistic Swarm Systems,Imperial College London,Imperial College London,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
116,CDIMC-net: Cognitive Deep Incomplete Multi-view Clustering Network,Harbin Institute of Technology," Shenzhen Key Laboratory of Visual Object Detection and Recognition, Shenzhen, Chin",Harbin Institute of Technology," Shenzhen Key Laboratory of Visual Object Detection and Recognition, Shenzhen, Chin",Urban Planning & Design Institute of Shenzhen (China),Harbin Institute of Technology," Shenzhen Key Laboratory of Visual Object Detection and Recognition, Shenzhen, Chin",Urban Planning & Design Institute of Shenzhen (China),University of Macau,Guangdong University of Technology,Inception Institute of Artificial Intelligence,,,,,,,,,,,,,,,,,5.0,1.0
117,Closing the Generalization Gap of Adaptive Gradient Methods in Training Deep Neural Networks,"University of California, Los Angeles","University of California, Los Angeles",The Ohio State University,University of Virginia,"University of California, Los Angeles","University of California, Los Angeles",,,,,,,,,,,,,,,,,,,,,,6.0,0.0
118,Deep Latent Low-Rank Fusion Network for Progressive Subspace Discovery,Hefei University of Technology,Soochow University,Soochow University,Harbin Institute of Technology,Nanjing University of Information Science and Technology,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
119,Constrained Policy Improvement for Efficient Reinforcement Learning *,Bar-Ilan University,Guangdong Technion-Israel Institute of Technology,Bar-Ilan University,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
120,Topological Data Analysis for Ransomware Prediction on the Bitcoin Blockchain,University of Manitoba,Purdue University West Lafayette,University of North Texas at Dallas,University of North Texas at Dallas,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
