Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,inst18,inst19,inst20,inst21,inst22,inst23,inst24,inst25,inst26,inst27,num_academia,num_company
382,On the Splitting Property for Epistemic Logic Programs (Extended Abstract) *," University of Corunna, Spai",University of Potsdam,Université de Toulouse,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
383,A Spatial Missing Value Imputation Method for Multi-view Urban Statistical Data,University of Technology Sydney,University of Technology Sydney,University of Technology Sydney,University of Technology Sydney,Microsoft Research Asia (China),Shandong Academy of Sciences,,,,,,,,,,,,,,,,,,,,,,5.0,1.0
384,Rumor Detection on Social Media with Graph Structured Adversarial Learning,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,,,,,,,,,,,,,,,,,,,,,,6.0,0.0
385,Fighting Wildfires under Uncertainty: A Sequential Resource Allocation Approach *,University of Nebraska–Lincoln,University of Southampton,Indian Institute of Technology Kharagpur,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
386,Crowd-Steer: Realtime Smooth and Collision-Free Robot Navigation in Densely Crowded Scenarios Trained using High-Fidelity Simulation,"University of Maryland, College Park","University of Maryland, College Park","University of Maryland, College Park","University of Maryland, College Park",,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
387,Set and Rebase: Determining the Semantic Graph Connectivity for Unsupervised Cross-Modal Hashing,Nanjing University of Science and Technology,Inception Institute of Artificial Intelligence,Nanjing University of Science and Technology,Nanjing University of Science and Technology,Inception Institute of Artificial Intelligence,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
388,Contextualized Point-of-Interest Recommendation,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,Nanyang Technological University, Tencent AI La,Inception Institute of Artificial Intelligence,Inception Institute of Artificial Intelligence,University of Electronic Science and Technology of China,,,,,,,,,,,,,,,,,,,,,6.0,0.0
389,Argot: Generating Adversarial Readable Chinese Texts,Tsinghua University,Tsinghua University,Beijing Information Science & Technology University,Tsinghua University,Tsinghua University,"University of California, Irvine",Tsinghua University,Beijing Information Science & Technology University,Tsinghua University,Beijing Information Science & Technology University,Tsinghua University,Beijing Information Science & Technology University,,,,,,,,,,,,,,,,12.0,0.0
390,Robust Front-End for Multi-Channel ASR using Flow-Based Density Estimation,Seoul National University,Seoul National University,Seoul National University,Seoul National University,Seoul National University,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
391,PyDL8.5: a Library for Learning Optimal Decision Trees,University of Virginia,University of Virginia,University of Virginia,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
392,Predictive Uncertainty Estimation for Tractable Deep Probabilistic Models,Universidade de São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
393,Channel Pruning via Automatic Structure Search,Xiamen University,Xiamen University,Xiamen University,Beihang University," Tencent Youtu Lab, Tencent Technology (Shanghai) Co., Ltd, Chin",Peking University,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
394,Multi-graph Fusion for Functional Neuroimaging Biomarker Detection,University of Electronic Science and Technology of China,Massey University,University of Electronic Science and Technology of China,Massey University,Research Institute for Artificial Intelligence,Massey University,Massey University,University of North Carolina at Chapel Hill,Shenzhen University,University of North Carolina at Chapel Hill,,,,,,,,,,,,,,,,,,10.0,0.0
395,A Game Theoretic Approach For Core Resilience,Northwestern University,"University of California, Davis","University of California, Santa Barbara","University of California, Santa Barbara",,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
396,How Far are We from Effective Context Modeling? An Exploratory Study on Semantic Parsing in Context,Beihang University,Microsoft Research Asia (China),Xi'an Jiaotong University,Microsoft Research Asia (China),Beihang University,Microsoft Research Asia (China),Microsoft Research (India),,,,,,,,,,,,,,,,,,,,,3.0,4.0
397,Automatic Synthesis of Generalized Winning Strategies of Impartial Combinatorial Games Using SMT Solvers,Jinan University,Jinan University,Guilin University of Electronic Technology,South China Normal University,Jinan University,Jinan University,Jinan University,Jinan University,,,,,,,,,,,,,,,,,,,,8.0,0.0
398,Answering Counting Queries over DL-Lite Ontologies,University of Bordeaux,University of Bordeaux,Département d'Informatique,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
399,FinBERT: A Pre-trained Financial Language Representation Model for Financial Text Mining,Dalian University of Technology,Dalian University of Technology," Union Mobile Financial Technology Co., Ltd., Beijing, Chin",Dalian University of Technology," Union Mobile Financial Technology Co., Ltd., Beijing, Chin",,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
400,Financial Thought Experiment: A GAN-based Approach to Vast Robust Portfolio Selection,Nanyang Technological University,Nanyang Technological University,Chinese University of Hong Kong,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
401,Complete Bottom-Up Predicate Invention in Meta-Interpretive Learning,Imperial College London,Imperial College London,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
402,Towards a Hierarchical Bayesian Model of Multi-View Anomaly Detection,University of Wyoming,University of Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
403,Inductive Link Prediction for Nodes Having Only Attribute Information,UNSW Sydney,UNSW Sydney,UNSW Sydney,University of Science and Technology of China,Chinese University of Hong Kong,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
404,An Improved Latent Low Rank Representation for Automatic Subspace Clustering,"China University of Petroleum, Beijing","China University of Petroleum, Beijing","China University of Petroleum, Beijing",,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
405,"Best-first Enumeration Based on Bounding Conflicts, and its Application to Large-scale Hybrid Estimation (Extended Abstract) *",Massachusetts Institute of Technology,"Artificial Intelligence Research [Timmons and Williams, 2020]",,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
406,Robust Policy Synthesis for Uncertain POMDPs via Convex Optimization," Department of Software Science, Radboud University, The Netherland"," Department of Software Science, Radboud University, The Netherland",The University of Texas at Austin,The University of Texas at Austin,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
407,Closing the Loop: Bringing Humans into Empirical Computational Social Choice and Preference Reasoning,Tulane University,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
408,A Relation-Specific Attention Network for Joint Entity and Relation Extraction,Institute of Information Engineering,University of Chinese Academy of Sciences,Institute of Information Engineering,University of Chinese Academy of Sciences,Monash University,Institute of Information Engineering,University of Chinese Academy of Sciences,Institute of Information Engineering,University of Chinese Academy of Sciences,Institute of Information Engineering,University of Chinese Academy of Sciences,,,,,,,,,,,,,,,,,11.0,0.0
409,Cost-Partitioned Merge-and-Shrink Heuristics for Optimal Classical Planning,University of Basel,University of Basel,University of Basel,University of Basel,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
410,Tensor based Multi-View Label Enhancement for Multi-Label Learning,Nanjing University of Science and Technology,Nanjing University of Science and Technology,Nanjing University of Science and Technology,Nanjing University of Science and Technology,Nanjing University,Nanjing University of Aeronautics and Astronautics,,,,,,,,,,,,,,,,,,,,,,6.0,0.0
411,MR-GCN: Multi-Relational Graph Convolutional Networks based on Generalized Tensor Product,Harbin Institute of Technology Shenzhen Graduate School," Shenzhen Key Laboratory of Internet Information Collaboration, Shenzhen 518055, Chin",Harbin Institute of Technology Shenzhen Graduate School," Shenzhen Key Laboratory of Internet Information Collaboration, Shenzhen 518055, Chin",Harbin Institute of Technology Shenzhen Graduate School," Shenzhen Key Laboratory of Internet Information Collaboration, Shenzhen 518055, Chin",University of Hong Kong,,,,,,,,,,,,,,,,,,,,,4.0,0.0
412,On Irrelevant Literals in Pseudo-Boolean Constraint Learning,Artois University,French National Centre for Scientific Research,Artois University,French National Centre for Scientific Research,Institut Universitaire de France,Artois University,French National Centre for Scientific Research,Artois University,French National Centre for Scientific Research,,,,,,,,,,,,,,,,,,,9.0,0.0
413,Learning Data-Driven Drug-Target-Disease Interaction via Neural Tensor Network,Case Western Reserve University,Case Western Reserve University,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
414,Predicting Landslides Using Locally Aligned Convolutional Neural Networks,University of British Columbia, Minerva Intelligenc,University of British Columbia,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
415,Relation-Based Counterfactual Explanations for Bayesian Network Classifiers,University of Brescia,Imperial College London,Imperial College London,University of Brescia,Imperial College London,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
416,Meta Segmentation Network for Ultra-Resolution Medical Images,Xiamen University,Xiamen University,Xiamen University,Xiamen University,East China Normal University,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
417,Learning DNN Model with Error -Exposing the Hidden Model of BAYHENN,Chinese University of Hong Kong,Chinese University of Hong Kong,Chinese University of Hong Kong,Chinese University of Hong Kong,Chinese University of Hong Kong,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
418,Multichannel Color Image Denoising via Weighted Schatten p-norm Minimization,Wuhan University,Wuhan University,Wuhan University,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
419,Learning Latent Forests for Medical Relation Extraction,Singapore University of Technology and Design,Singapore University of Technology and Design,Singapore University of Technology and Design,University of Edinburgh,University of Edinburgh,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
420,Generating Reasonable Legal Text through the Combination of Language Modeling and Question Answering,University of Science and Technology of China,University of Science and Technology of China, Ping An Insurance (Group) Company of Chin,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
421,How Causal Structural Knowledge Adds Decision-Support in Monitoring of Automotive Body Shop Assembly Lines,University of Potsdam,University of Potsdam,University of Potsdam,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
422,Position-Aware Recalibration Module: Learning From Feature Semantics and Feature Position,University of North Texas,University of North Texas,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
423,Learning to Discretely Compose Reasoning Module Networks for Video Captioning,University of Science and Technology of China,University of Science and Technology of China,Hefei University of Technology,University of Science and Technology of China,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
424,Collaborative Self-Attention Network for Session-based Recommendation,Soochow University,Soochow University,"Rutgers, The State University of New Jersey",Institute of Computing Technology,University of Chinese Academy of Sciences,Beihang University,Soochow University,Soochow University,Texas Tech University,,,,,,,,,,,,,,,,,,,9.0,0.0
425,TransRHS: A Representation Learning Method for Knowledge Graphs with Relation Hierarchical Structure,Tianjin University,Tianjin University,Tianjin University,Tianjin University,Tianjin University,Tianjin University,Deakin University,,,,,,,,,,,,,,,,,,,,,7.0,0.0
426,Nearly Optimal Regret for Stochastic Linear Bandits with Heavy-Tailed Payoffs,Nanjing University,Nanjing University,Nanjing University,Nanjing University,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
427,Uniform Welfare Guarantees Under Identical Subadditive Valuations,Indian Institute of Science Bangalore,Chennai Mathematical Institute,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
428,Decentralized MCTS via Learned Teammate Models,Delft University of Technology,Delft University of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
429,Pivot-based Maximal Biclique Enumeration,Swinburne University of Technology,Swinburne University of Technology,Swinburne University of Technology,Swinburne University of Technology,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
430,An Attention-based Model for Conversion Rate Prediction with Delayed Feedback via Post-click Calibration,Hong Kong Polytechnic University,Communication University of China,Hong Kong Polytechnic University,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
431,Spatiotemporal Super-Resolution with Cross-Task Consistency and its Semi-supervised Extension,National Taiwan University,"Research Center for Information Technology Innovation, Academia Sinica",National Chi Nan University,National Taiwan University,City University of Hong Kong,"Research Center for Information Technology Innovation, Academia Sinica",National Yang Ming Chiao Tung University,,,,,,,,,,,,,,,,,,,,,7.0,0.0
432,Biased Feature Learning for Occlusion Invariant Face Recognition,Nanjing University,Jiangsu University of Science and Technology,Nanjing University,Nanjing University,University of Surrey,Nanjing University,Nanjing University,Nanjing University,,,,,,,,,,,,,,,,,,,,8.0,0.0
433,Generating Natural Counterfactual Visual Explanations,Hokkaido University,Hokkaido University,Hokkaido University,Hokkaido University,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
434,"Ddo, a Generic and Efficient Framework for MDD-Based Optimization",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
435,Label Distribution for Learning with Noisy Labels,Southeast University,Southeast University,Southeast University,Southeast University,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
436,Collaboration Based Multi-Label Propagation for Fraud Detection,Zhejiang University,Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),Wuhan University,Zhejiang University,Zhejiang University,,,,,,,,,,,,,,,,,,,,4.0,4.0
437,Euclidean Pathfinding with Compressed Path Databases,Monash University,Monash University,Monash University,Monash University,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
438,A Complete Characterization of Projectivity for Statistical Relational Models,Aalborg University,Simon Fraser University,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
439,Network Schema Preserving Heterogeneous Information Network Embedding,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Case Western Reserve University,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
440,A Sequential Convolution Network for Population Flow Prediction with Explicitly Correlation Modelling,Research Organization for Information Science and Technology,Tsinghua University,Research Organization for Information Science and Technology,Tsinghua University,Research Organization for Information Science and Technology,Tsinghua University," Tencent Inc., Beijing 100084, China"," Tencent Inc., Beijing 100084, China",Research Organization for Information Science and Technology,Tsinghua University,,,,,,,,,,,,,,,,,,4.0,2.0
441,Statistical Learning with a Nuisance Component (Extended Abstract) *,Massachusetts Institute of Technology,"Microsoft Research, New Englan",,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
442,Relation-Aware Transformer for Portfolio Policy Learning,South China University of Technology,Sun Yat-sen University,South China University of Technology,Sun Yat-sen University," Tencent AI Lab, Shenzhen, Chin"," Tencent AI Lab, Shenzhen, Chin",South China University of Technology,,,,,,,,,,,,,,,,,,,,,3.0,2.0
443,Asymmetric Distribution Measure for Few-shot Learning,Nanjing University,University of Wollongong,Nanjing University,Nanjing University,Nanjing University,University of Rochester,,,,,,,,,,,,,,,,,,,,,,6.0,0.0
444,Smart Voting,Université de Toulouse,Université de Toulouse,Université de Toulouse,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
445,A Fully Rational Account of Structured Argumentation Under Resource Bounds,University of Milan,King's College Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
446,Biased Opinion Dynamics: When the Devil is in the Details,Sapienza University of Rome,Sapienza University of Rome,French National Centre for Scientific Research,University of Rome Tor Vergata,Gran Sasso Science Institute,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
447,Towards Trustable Explainable AI,Monash University,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
448,Towards High-Level Intrinsic Exploration in Reinforcement Learning,"The Graduate University for Advanced Studies, SOKENDAI",National Institute of Informatics,"The Graduate University for Advanced Studies, SOKENDAI",National Institute of Informatics,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
449,Generalized Mean Estimation in Monte-Carlo Tree Search,Technical University of Darmstadt,Technical University of Darmstadt,Technical University of Darmstadt,Technical University of Darmstadt,Max Planck Institute for Intelligent Systems,Technical University of Darmstadt,Tampere University,,,,,,,,,,,,,,,,,,,,,7.0,0.0
450,Arbitrary Talking Face Generation via Attentional Audio-Visual Coherence Learning,Anhui University,Institute of Automation,Institute of Automation,University of Chinese Academy of Sciences,Institute of Automation,University of Chinese Academy of Sciences,Anhui University,Institute of Automation,University of Chinese Academy of Sciences,,,,,,,,,,,,,,,,,,,9.0,0.0
451,Why We Go Where We Go: Profiling User Decisions on Choosing POIs,Beihang University," Business Intelligence Lab, Baidu Researc",University of Tennessee at Knoxville," Business Intelligence Lab, Baidu Researc"," Business Intelligence Lab, Baidu Researc",Nanjing University of Aeronautics and Astronautics,Beihang University,"Rutgers, The State University of New Jersey",,,,,,,,,,,,,,,,,,,,5.0,0.0
452,WATTNet: Learning to Trade FX via Hierarchical Spatio-Temporal Representation of Highly Multivariate Time Series,Korea Advanced Institute of Science and Technology," Neuri Pte Ltd, Singapore, Singapor",Korea Advanced Institute of Science and Technology," Neuri Pte Ltd, Singapore, Singapor",,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
453,IGNITE: A Minimax Game Toward Learning Individual Treatment Effects from Networked Observational Data,Arizona State University,University of Virginia,University of Virginia,Arizona State University,Arizona State University,United States Army Research Laboratory,Arizona State University,,,,,,,,,,,,,,,,,,,,,7.0,0.0
454,JPEG Artifacts Removal via Compression Quality Ranker-Guided Networks,University of Science and Technology of China,University of Science and Technology of China,Xidian University,University of Science and Technology of China,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
455,Implementing Theory of Mind on a Robot Using Dynamic Epistemic Logic,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
456,Deep Learning for Abstract Argumentation Semantics," National Police Lab AI, Netherlands Polic",Utrecht University,Utrecht University,Tilburg University,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
457,When Pedestrian Detection Meets Nighttime Surveillance: A New Benchmark,Wuhan University,Wuhan University,National Institute of Informatics, AI Research of JD.co,National Institute of Informatics,Wuhan University,National Tsing Hua University,,,,,,,,,,,,,,,,,,,,,5.0,1.0
458,Metamorphic Testing and Certified Mitigation of Fairness Violations in NLP Models,Hong Kong University of Science and Technology,Beijing Electronic Science and Technology Institute,Hong Kong University of Science and Technology,Beijing Electronic Science and Technology Institute,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
459,Semantic Width and the Fixed-Parameter Tractability of Constraint Satisfaction Problems,University of London,University of Oxford,TU Wien,TU Wien,TU Wien,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
460,C3MM : Clique-Closure based Hyperlink Prediction,Indian Institute of Science Bangalore,Indian Institute of Science Bangalore,Indian Institute of Science Bangalore,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
461,Towards Alleviating Traffic Congestion: Optimal Route Planning for Massive-Scale Trips,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
462,Market Manipulation: An Adversarial Learning Framework for Detection and Evasion,University of Michigan–Ann Arbor,University of Michigan–Ann Arbor,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
463,Cause-Effect Association between Event Pairs in Event Datasets,BT Research,BT Research,Tulane University,BT Research,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
464,Motif-Preserving Temporal Network Embedding, National Engineering Research Center for Big Data Technology and Syste, Service Computing Technology and Systems Laborator,Huazhong University of Science and Technology, National Engineering Research Center for Big Data Technology and Syste, Service Computing Technology and Systems Laborator,Huazhong University of Science and Technology,Beijing University of Posts and Telecommunications,Microsoft Research Asia (China), National Engineering Research Center for Big Data Technology and Syste, Service Computing Technology and Systems Laborator,Huazhong University of Science and Technology,,,,,,,,,,,,,,,,,4.0,1.0
465,Optimising Partial-Order Plans Via Action Reinstantiation,RMIT University,RMIT University,RMIT University,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
466,Plan-Space Explanation via Plan-Property Dependencies: Faster Algorithms & More Powerful Properties,Saarland University,Saarland University,Saarland University,Saarland University,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
467,Controlled Query Evaluation in Description Logics Through Instance Indistinguishability,Sapienza University of Rome,Sapienza University of Rome,Sapienza University of Rome,University of Bergamo,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
468,Strategic Campaign Management in Apportionment Elections,Technical University of Berlin,AGH University of Science and Technology,AGH University of Science and Technology,Technical University of Berlin,TU Wien,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
469,Emoji-Powered Representation Learning for Cross-Lingual Sentiment Classification (Extended Abstract) *,Peking University,"University of California, Berkeley","University of California, Los Angeles",University of Michigan–Ann Arbor,University of Michigan–Ann Arbor,Peking University,,,,,,,,,,,,,,,,,,,,,,6.0,0.0
470,Independent Skill Transfer for Deep Reinforcement Learning,Zhejiang University,Westlake University,Westlake University,Zhejiang University,Westlake University,Westlake University,Westlake University,,,,,,,,,,,,,,,,,,,,,7.0,0.0
471,Towards Explainable Conversational Recommendation,University of Science and Technology of China,Microsoft Research Asia (China),Microsoft Research Asia (China),Microsoft Research Asia (China),University of Tübingen,University of Tübingen,Institute of Computing Technology,University of Science and Technology of China,,,,,,,,,,,,,,,,,,,,5.0,3.0
472,Joint Representation Learning of Legislator and Legislation for Roll Call Prediction,Fudan University,Tokyo Institute of Technology,Fudan University,Fudan University,Fudan University,Fudan University,Fudan University,Fudan University,,,,,,,,,,,,,,,,,,,,8.0,0.0
473,Improving Tandem Mass Spectra Analysis with Hierarchical Learning,Chinese Academy of Sciences,University of Chinese Academy of Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
474,Visual Encoding and Decoding of the Human Brain Based on Shared Features, College of Intelligence and Computing,Tianjin University,University of Science and Technology Beijing, College of Intelligence and Computing,Tianjin University,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
475,BARNet: Bilinear Attention Network with Adaptive Receptive Fields for Surgical Instrument Segmentation,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Center for Excellence in Brain Science and Intelligence Technology,Chinese Academy of Sciences,Chinese Academy of Sciences,,,,,,,,,,,,,,,13.0,0.0
476,Modeling Topical Relevance for Multi-Turn Dialogue Generation,Jingdong (China),Jingdong (China),Jingdong (China),University of Chinese Academy of Sciences,Institute of Computing Technology,Beijing University of Posts and Telecommunications,,,,,,,,,,,,,,,,,,,,,,3.0,3.0
477,Guided Generation of Cause and Effect,Harbin Institute of Technology,Johns Hopkins University,Harbin Institute of Technology,Harbin Institute of Technology,Johns Hopkins University,Johns Hopkins University,,,,,,,,,,,,,,,,,,,,,,6.0,0.0
478,Front-to-Front Heuristic Search for Satisficing Classical Planning,The University of Tokyo,The University of Tokyo,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
479,Sparse Tree Search Optimality Guarantees in POMDPs with Continuous Observation Spaces,"University of California, Berkeley","University of California, Berkeley",University of Colorado Boulder,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
480,Robustness of Autoencoders for Anomaly Detection Under Adversarial Impact,National University of Singapore,Institute for Infocomm Research,National University of Singapore,National University of Singapore,National University of Singapore,National University of Singapore,Institute for Infocomm Research,,,,,,,,,,,,,,,,,,,,,7.0,0.0
481,Automatic Dominance Breaking for a Class of Constraint Optimization Problems,Chinese University of Hong Kong,Chinese University of Hong Kong,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
482,Automatic Emergency Diagnosis with Knowledge-Based Tree Decoding,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,,,,,,,,,,,,,,,,,,,,,7.0,0.0
483,Inverse Reinforcement Learning for Team Sports: Valuing Actions and Players,Simon Fraser University,Simon Fraser University," Sportlogiq, Canada yudon",University of Waterloo,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
484,Two-stage Behavior Cloning for Spoken Dialogue System in Debt Collection,University of Antwerp,University of Antwerp,University of Antwerp,University of Antwerp,University of Antwerp,University of Antwerp,University of Antwerp,University of Antwerp,,,,,,,,,,,,,,,,,,,,8.0,0.0
485,Channel-Level Variable Quantization Network for Deep Image Compression,The University of Tokyo," Hitachi Ltd, Japa",The University of Tokyo,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
486,Reference Guided Face Component Editing,Institute of Automation,University of Chinese Academy of Sciences,Institute of Automation,University of Chinese Academy of Sciences,Institute of Automation,University of Chinese Academy of Sciences," Vision Intelligence Center, AI Platform, Meituandianping Grou",Institute of Automation,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Institute of Automation,Chinese Academy of Sciences,University of Chinese Academy of Sciences,,,,,,,,,,,,,,,12.0,0.0
487,All-Instances Oblivious Chase Termination is Undecidable for Single-Head Binary TGDs *,TU Dresden,Institute of Computer Science,Institute of Computer Science,Institute of Computer Science,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
488,EmoElicitor: An Open Domain Response Generation Model with User Emotional Reaction Awareness,Northeastern University,Northeastern University,Northeastern University,Alibaba Group (China),Northeastern University,Northeastern University,,,,,,,,,,,,,,,,,,,,,,5.0,1.0
489,Evaluating Natural Language Generation via Unbalanced Optimal Transport,University of Chinese Academy of Sciences,Academy of Mathematics and Systems Science,University of Chinese Academy of Sciences,Institute of Computing Technology,University of Chinese Academy of Sciences,Institute of Computing Technology,University of Chinese Academy of Sciences,Institute of Computing Technology,University of Chinese Academy of Sciences,Academy of Mathematics and Systems Science,University of Chinese Academy of Sciences,Institute of Computing Technology,,,,,,,,,,,,,,,,12.0,0.0
490,Hierarchical Instance Feature Alignment for 2D Image-Based 3D Shape Retrieval,Tianjin University,Tianjin University,Tianjin University,Tianjin University,Tianjin University,Tianjin University,Tianjin University,,,,,,,,,,,,,,,,,,,,,7.0,0.0
491,G2RL: Geometry-Guided Representation Learning for Facial Action Unit Intensity Estimation,Lappeenranta-Lahti University of Technology,Hong Kong University of Science and Technology,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
492,Embedding Conjugate Gradient in Learning Random Walks for Landscape Connectivity Modeling in Conservation,Purdue University West Lafayette,University of Southern California,Purdue University West Lafayette,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
493,Entity Synonym Discovery via Multipiece Bilateral Context Matching,Amazon (United States),Alibaba Group (United States),Palo Alto Research Center,Palo Alto Research Center,University of Illinois at Chicago,University of Illinois at Chicago,,,,,,,,,,,,,,,,,,,,,,4.0,2.0
494,VAEP: An Objective Approach to Valuing On-the-Ball Actions in Soccer (Extended Abstract),KU Leuven," SciSports, Netherland",KU Leuven," SciSports, Netherland",KU Leuven,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
495,A Graphical and Attentional Framework for Dual-Target Cross-Domain Recommendation,Macquarie University,Macquarie University,University of Antwerp,Macquarie University,Zhejiang University,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
496,Seq-U-Net: A One-Dimensional Causal U-Net for Efficient Sequence Modelling,Queen Mary University of London,OTI Lumionics (Canada),OTI Lumionics (Canada),Queen Mary University of London,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
497,On the Decidability of Intuitionistic Tense Logic without Disjunction,Shandong University,Shandong University,Xiamen University,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
498,An Algorithm for Multi-Attribute Diverse Matching,University of Mary,Northwestern University,University of Mary,University of Mary,Northwestern University,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
499,Stable Roommate Problem with Diversity Preferences *,Technical University of Berlin,University of Oxford,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
500,Lower Bounds for Approximate Knowledge Compilation,French National Centre for Scientific Research,French National Centre for Scientific Research,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
501,The Complexity Landscape of Resource-Constrained Scheduling,University of Vienna,University of Vienna,Centre Hospitalier Universitaire de Rennes,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
