Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,inst18,inst19,inst20,num_academia,num_company
314,Automatic Name-Face Alignment to Enable Cross-Media News Retrieval,Fudan University,Fudan University,Fudan University,Fudan University,Fudan University,University of North Carolina at Charlotte,,,,,,,,,,,,,,,6.0,0.0
315,Multi-Agent Subset Space Logic,"Dept. of Computing, Mathematics and Physics Bergen University College, Norwa",University of Bergen,,,,,,,,,,,,,,,,,,,2.0,0.0
316,Cyclic Causal Models with Discrete Variables: Markov Chain Equilibrium Semantics and Sample Ordering,University of British Columbia,Oregon State University,,,,,,,,,,,,,,,,,,,2.0,0.0
317,Partial-Tree Linearization: Generalized Word Ordering for Text Synthesis,Singapore University of Technology and Design,,,,,,,,,,,,,,,,,,,,1.0,0.0
318,Analysis and Optimization of Multi-Dimensional Percentile Mechanisms,University of Toronto,University of Toronto,Carnegie Mellon University,,,,,,,,,,,,,,,,,,3.0,0.0
319,Detecting and Exploiting Subproblem Tractability,University of Montpellier,Joseph Fourier University,"LAAS-CNRS Toulouse, Franc",Military Institute of Armament Technology,Data61,,,,,,,,,,,,,,,,5.0,0.0
320,The CQC Algorithm: Cycling in Graphs to Semantically Enrich and Enhance a Bilingual Dictionary (Extended Abstract) *,Sapienza University of Rome,Sapienza University of Rome,,,,,,,,,,,,,,,,,,,2.0,0.0
321,"The RoboEarth Language: Representing and Exchanging Knowledge about Actions, Objects, and Environments (Extended Abstract) *",University of Bremen,Technical University of Munich,Technical University of Munich,University of Bremen,,,,,,,,,,,,,,,,,4.0,0.0
322,Revisiting Regression in Planning,Carlos III University of Madrid,Carlos III University of Madrid,Carlos III University of Madrid,Carlos III University of Madrid,,,,,,,,,,,,,,,,,4.0,0.0
323,Improving Function Word Alignment with Frequency and Syntactic Information *, ) MOE-Microsoft Key Laboratory of Intelligent Computing and Intelligent System ,Shanghai Jiao Tong University, ) MOE-Microsoft Key Laboratory of Intelligent Computing and Intelligent System ,Shanghai Jiao Tong University,,,,,,,,,,,,,,,,,2.0,0.0
324,The Multi-Feature Information Bottleneck with Application to Unsupervised Image Categorization,Zhengzhou University,Zhengzhou University,Zhengzhou University,,,,,,,,,,,,,,,,,,3.0,0.0
325,Statistical Tests for the Detection of the Arrow of Time in Vector Autoregressive Models,Autonomous University of Madrid,Autonomous University of Madrid,Autonomous University of Madrid,,,,,,,,,,,,,,,,,,3.0,0.0
326,Constraint Acquisition via Partial Queries *,French National Centre for Scientific Research,French National Centre for Scientific Research,Laboratory for Analysis and Architecture of Systems," INRA Toulouse, Franc",French National Centre for Scientific Research,UNSW Sydney,Université Laval,UNSW Sydney,,,,,,,,,,,,,8.0,0.0
327,Modeling Social Causality and Responsibility Judgment in Multi-Agent Interactions: Extended Abstract,Institute of Automation,University of Southern California,,,,,,,,,,,,,,,,,,,2.0,0.0
328,Dominance Rules for the Choquet Integral in Multiobjective Dynamic Programming *,Paris Dauphine University,Laboratoire de Recherche en Informatique de Paris 6,Laboratoire de Recherche en Informatique de Paris 6,,,,,,,,,,,,,,,,,,3.0,0.0
329,Extending Simple Tabular Reduction with Short Supports,University of St Andrews,University of St Andrews,,,,,,,,,,,,,,,,,,,2.0,0.0
330,High-Level Program Execution in Multi-Agent Settings *,Sun Yat-sen University,,,,,,,,,,,,,,,,,,,,1.0,0.0
331,Continuously Relaxing Over-Constrained Conditional Temporal Problems through Generalized Conflict Learning and Resolution,Massachusetts Institute of Technology,Massachusetts Institute of Technology,,,,,,,,,,,,,,,,,,,2.0,0.0
332,Pareto-Based Multiobjective AI Planning,"TAO Project, INRIA Saclay LRI Paris-Sud University, Orsay, Franc","TAO Project, INRIA Saclay LRI Paris-Sud University, Orsay, Franc",Université de Toulouse,"Thales Research & Technology Palaiseau, Franc","Thales Research & Technology Palaiseau, Franc",,,,,,,,,,,,,,,,3.0,1.0
333,Dimensionality Reduction with Generalized Linear Models, Department of Electronic Engineerin, Department of Electronic Engineerin,Chinese University of Hong Kong, Department of Electronic Engineerin,,,,,,,,,,,,,,,,,4.0,0.0
334,An Ensemble of Bayesian Networks for Multilabel Classification *," Istituto Sistemi Informativi e Networking (ISIN), Manno (Switzerland",Dalle Molle Institute for Artificial Intelligence Research,,,,,,,,,,,,,,,,,,,4.0,0.0
335,Robust Unsupervised Feature Selection,University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign,,,,,,,,,,,,,,,,,,,2.0,0.0
336,Non-Negative Multiple Matrix Factorization,"NTT Communication Science Laboratories, Kyoto 619-0237, Japa","NTT Communication Science Laboratories, Kyoto 619-0237, Japa","NTT Communication Science Laboratories, Kyoto 619-0237, Japa","NTT Communication Science Laboratories, Kyoto 619-0237, Japa",,,,,,,,,,,,,,,,,0.0,4.0
337,Special Track on Artificial Intelligence and Computational Sustainability,,,,,,,,,,,,,,,,,,,,,0.0,0.0
338,Collaborative Topic Regression with Social Regularization for Tag Recommendation,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,,,,,,,,,,,,,,,,,,3.0,0.0
339,Estimating Reference Evapotranspiration for Irrigation Management in the Texas High Plains,Texas Tech University,Texas Tech University,"USDA-ARS Bushland, Texas, US","Texas A&M AgriLife Extension Service Lubbock, Texas, US","Texas A&M AgriLife Research Amarillo, Texas, US","USDA-ARS Bushland, Texas, US","USDA-ARS Bushland, Texas, US",,,,,,,,,,,,,,7.0,0.0
340,Reasoning about Normative Update,University of Nottingham,Utrecht University,University of Nottingham,,,,,,,,,,,,,,,,,,3.0,0.0
341,Hartigan's K-Means Versus Lloyd's K-Means -Is It Time for a Change?,IBM Research - Haifa,IBM Research - Haifa,"Dept. Elec. Engineering The Technion Haifa, Israe",,,,,,,,,,,,,,,,,,1.0,2.0
342,Learning Finite Beta-Liouville Mixture Models via Variational Bayes for Proportional Data Clustering,Concordia University,Concordia University,,,,,,,,,,,,,,,,,,,2.0,0.0
343,Dynamic of Argumentation Frameworks,Artois University,,,,,,,,,,,,,,,,,,,,1.0,0.0
344,Semiring-Based Mini-Bucket Partitioning Schemes,Universitat Politècnica de Catalunya,Universitat Politècnica de Catalunya,"University of California, Irvine",,,,,,,,,,,,,,,,,,3.0,0.0
345,Automating Quantified Conditional Logics in HOL ⇤,Freie Universität Berlin,,,,,,,,,,,,,,,,,,,,1.0,0.0
346,Socioscope: Spatio-Temporal Signal Recovery from Social Media (Extended Abstract) *,University of Wisconsin–Madison,University of Wisconsin–Madison,University of Wisconsin–Madison,"Department of Physics, Mathematics and Informatics",,,,,,,,,,,,,,,,,4.0,0.0
347,Learning Probabilistic Models for Mobile Manipulation Robots *,University of Freiburg,University of Freiburg,,,,,,,,,,,,,,,,,,,2.0,0.0
348,A Scalable Approach to Column-Based Low-Rank Matrix Approximation *,Tsinghua University,Tsinghua University,Chinese Academy of Sciences," Google Inc., Beijing, China, 10008",Zhejiang University,,,,,,,,,,,,,,,,4.0,1.0
349,Multiwinner Elections Under Preferences that Are Single-Peaked on a Tree,Nanyang Technological University,Stony Brook University,Nanyang Technological University,,,,,,,,,,,,,,,,,,3.0,0.0
350,Endogenous Boolean Games,Imperial College London,,,,,,,,,,,,,,,,,,,,1.0,0.0
351,On Condensing a Sequence of Updates in Answer-Set Programming *,Concentris (Germany),Universidade Nova de Lisboa,,,,,,,,,,,,,,,,,,,1.0,0.0
352,"Knowing that, Knowing what, and Public Communication: Public Announcement Logic with Kv Operators *",Peking University,Peking University,,,,,,,,,,,,,,,,,,,2.0,0.0
353,Machine-Learning-Based Circuit Synthesis,Ben-Gurion University of the Negev,Ben-Gurion University of the Negev,University College Cork,University College Cork,,,,,,,,,,,,,,,,,4.0,0.0
354,Multi Class Learning with Individual Sparsity,Technion – Israel Institute of Technology,Technion – Israel Institute of Technology,,,,,,,,,,,,,,,,,,,2.0,0.0
355,Domain Adaptation with Topical Correspondence Learning,Washington University in St. Louis,Washington University in St. Louis,,,,,,,,,,,,,,,,,,,2.0,0.0
356,Basic Level in Formal Concept Analysis: Interesting Concepts and Psychological Ramifications *,"Palacký University, Olomouc","Palacký University, Olomouc",,,,,,,,,,,,,,,,,,,2.0,0.0
357,Interactive Value Iteration for Markov Decision Processes with Unknown Rewards,University of Pittsburgh Medical Center,Université de Caen Normandie,,,,,,,,,,,,,,,,,,,2.0,0.0
358,Controlling the Hypothesis Space in Probabilistic Plan Recognition,Université de Sherbrooke,Université de Sherbrooke,"Defence R&D Canada -Valcartier Québec (QC) G3J 1X5, Canad","Defence R&D Canada -Valcartier Québec (QC) G3J 1X5, Canad",,,,,,,,,,,,,,,,,2.0,0.0
359,Ontology Based Query Answering with Existential Rules,University of Montpellier,,,,,,,,,,,,,,,,,,,,1.0,0.0
360,Weight-Enhanced Diversification in Stochastic Local Search for Satisfiability,Griffith University,Griffith University,Griffith University,Griffith University,,,,,,,,,,,,,,,,,4.0,0.0
361,Sufficiency-Based Selection Strategy for MCTS *,Reykjavík University,Reykjavík University,,,,,,,,,,,,,,,,,,,2.0,0.0
362,Negotiation Algorithms for Large Agreement Spacess,Research Institute for Artificial Intelligence,,,,,,,,,,,,,,,,,,,,1.0,0.0
363,On the Approximation Ability of Evolutionary Optimization with Application to Minimum Set Cover: Extended Abstract *,Nanjing University,Cancer Genomics Centre,University of Birmingham,Nanjing University,,,,,,,,,,,,,,,,,4.0,0.0
364,Learning Descriptive Visual Representation by Semantic Regularized Matrix Factorization,Peking University,Peking University,,,,,,,,,,,,,,,,,,,2.0,0.0
365,Multi-Modal Image Annotation with Multi-Instance Multi-Label LDA *,Nanjing University,Nanjing University,Nanjing University,,,,,,,,,,,,,,,,,,3.0,0.0
366,Most Specific Generalizations w.r.t. General EL-TBoxes,TU Dresden,TU Dresden,,,,,,,,,,,,,,,,,,,2.0,0.0
367,"i, Poet: Automatic Chinese Poetry Composition through a Generative Summarization Framework under Constrained Optimization",National Taiwan University,University of Edinburgh,Peking University,Beijing Information Science & Technology University,National Taiwan University,,,,,,,,,,,,,,,,5.0,0.0
368,Combining RCC5 Relations with Betweenness Information,Cardiff University,University of Technology Sydney,,,,,,,,,,,,,,,,,,,2.0,0.0
369,A Classification of First-Order Progressable Action Theories in Situation Calculus,Sapienza University of Rome,Sapienza University of Rome,,,,,,,,,,,,,,,,,,,2.0,0.0
370,Interactive POMDP Lite: Towards Practical Planning to Predict and Exploit Intentions for Interacting with Self-Interested Agents,National University of Singapore,National University of Singapore,,,,,,,,,,,,,,,,,,,2.0,0.0
371,"Constraints, Satisfiability, and Search",,,,,,,,,,,,,,,,,,,,,0.0,0.0
372,Scaling-Up Security Games with Boundedly Rational Adversaries: A Cutting-Plane Approach,University of Southern California,University of Santiago Chile,,,,,,,,,,,,,,,,,,,2.0,0.0
373,Towards the Design of Robust Trust and Reputation Systems,Nanyang Technological University,,,,,,,,,,,,,,,,,,,,1.0,0.0
374,On Computing Minimal Correction Subsets,Instituto de Engenharia de Sistemas e Computadores Investigação e Desenvolvimento,"University of California, Davis",Instituto de Engenharia de Sistemas e Computadores Investigação e Desenvolvimento,"University of California, Davis","University of California, Davis",,,,,,,,,,,,,,,,5.0,0.0
375,Concept Generation in Language Evolution,University of Bristol,University of Bristol,,,,,,,,,,,,,,,,,,,2.0,0.0
376,Computing Upper Bounds on Lengths of Transition Sequences,Griffith University,Aalto University,"Optimisation Research Group NICTA, Australi",,,,,,,,,,,,,,,,,,2.0,0.0
377,Three Generalizations of the FOCUS Constraint,Data61,Antes,Institut National des Sciences Appliquées de Toulouse,Data61,,,,,,,,,,,,,,,,,3.0,0.0
378,Reasoning about Continuous Uncertainty in the Situation Calculus *,University of Toronto,University of Toronto,,,,,,,,,,,,,,,,,,,2.0,0.0
379,Boosting Cross-Lingual Knowledge Linking via Concept Annotation,Tsinghua University,Tsinghua University,Tsinghua University,,,,,,,,,,,,,,,,,,3.0,0.0
380,A Multi-Objective Memetic Algorithm for Vehicle Resource Allocation in Sustainable Transportation Planning,Singapore Management University,Singapore Management University,Singapore Management University,,,,,,,,,,,,,,,,,,3.0,0.0
381,Maximal Recursive Rule: A New Social Decision Scheme,Data61,,,,,,,,,,,,,,,,,,,,1.0,0.0
382,"Sebastian run (Stanford University, Google and Udacity, USA) Program Chair",University of Padua,Chinese Academy of Sciences,Chinese Academy of Sciences,Tsinghua University,University of Freiburg,"IJCAI Executive Secretary Vesna Sabljakovic-Fritz (Vienna University of Technology, Austria",Cornell University,University of Nebraska–Lincoln,Osservatorio Astronomico di Padova,Nanyang Technological University,University of Illinois Urbana-Champaign,University of Minnesota,University of Bologna,Chinese University of Hong Kong,Linköping University,Linköping University,University of Technology,University of Science and Technology of China,Nanjing University,University of Technology Sydney,19.0,0.0
383,Computing Text Semantic Relatedness using the Contents and Links of a Hypertext Encyclopedia: Extended Abstract *,Idiap Research Institute,Idiap Research Institute,,,,,,,,,,,,,,,,,,,2.0,0.0
384,Strategic Interactions Among Agents with Bounded Rationality,"National Institute of Astrophysics, Optics and Electronics","National Institute of Astrophysics, Optics and Electronics","National Institute of Astrophysics, Optics and Electronics",,,,,,,,,,,,,,,,,,3.0,0.0
385,Algorithm Portfolios Based on Cost-Sensitive Hierarchical Clustering,University College Cork,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,,,,,,,,,,,,,,,,,4.0,0.0
386,On the Complexity of Global Scheduling Constraints under Structural Restrictions,University of Melbourne,UNSW Sydney,UNSW Sydney,University of Melbourne,Data61,,,,,,,,,,,,,,,,5.0,0.0
387,Getting the Most Out of Pattern Databases for Classical Planning,University of Basel,University of Basel,University of Basel,,,,,,,,,,,,,,,,,,3.0,0.0
388,Symbolic Merge-and-Shrink for Cost-Optimal Planning,Carlos III University of Madrid,Carlos III University of Madrid,Carlos III University of Madrid,,,,,,,,,,,,,,,,,,3.0,0.0
389,Definability of Horn Revision from Horn Contraction,Western Sydney University,UNSW Sydney,UNSW Sydney, ARC Centre of Excellence in Autonomous System,Data61,Western Sydney University,,,,,,,,,,,,,,,5.0,0.0
390,Bayesian Nonparametric Feature Construction for Inverse Reinforcement Learning,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,,,,,,,,,,,,,,,,,,,2.0,0.0
391,Crowdsourcing Backdoor Identification for Combinatorial Optimization,Computer Science Department,Computer Science Department,Computer Science Department,Computer Science Department,Cornell University,,,,,,,,,,,,,,,,1.0,0.0
392,Externalities in Cake Cutting,Aarhus University,Carnegie Mellon University,Aarhus University,,,,,,,,,,,,,,,,,,3.0,0.0
393,Measuring Statistical Dependence via the Mutual Information Dimension,Max Planck Institute for Developmental Biology,Max Planck Institute for Developmental Biology,University of Tübingen,,,,,,,,,,,,,,,,,,3.0,0.0
394,Weighted Path as a Condensed Pattern in a Single Attributed DAG *,"PPME, Université de Nouvelle Calédonie BP R4, F-98851 Nouméa, New Caledoni",Institute of Biology Valrose,University of Lyon System,,,,,,,,,,,,,,,,,,5.0,0.0
395,A Text Scanning Mechanism Simulating Human Reading Process,Nanjing University of Posts and Telecommunications,Chinese Academy of Sciences,,,,,,,,,,,,,,,,,,,2.0,0.0
396,Causal Belief Decomposition for Planning with Sensing: Completeness Results and Practical Approximation,Simón Bolívar University,Institució Catalana de Recerca i Estudis Avançats,,,,,,,,,,,,,,,,,,,2.0,0.0
397,Cultural Diversity for Virtual Characters (Extended Abstract) *,Augsburg University,,,,,,,,,,,,,,,,,,,,1.0,0.0
398,Annealed Importance Sampling for Structure Learning in Bayesian Networks *,Helsinki Institute for Information Technology,Helsinki Institute for Information Technology,,,,,,,,,,,,,,,,,,,2.0,0.0
399,Low-Rank Coding with b-Matching Constraint for Semi-Supervised Classification *,Northeastern University,Northeastern University,,,,,,,,,,,,,,,,,,,2.0,0.0
400,Automated Generation of Interaction Graphs for Value-Factored Dec-POMDPs,New Mexico State University,University of Delhi,University of Massachusetts Amherst,,,,,,,,,,,,,,,,,,3.0,0.0
401,Thinking of Images as What They Are: Compound Matrix Regression for Image Classification,University of Trento,University of Queensland,The University of Texas at Arlington,University of Trento,,,,,,,,,,,,,,,,,4.0,0.0
402,Fully Proportional Representation as Resource Allocation: Approximability Results,University of Warsaw,AGH University of Science and Technology,University of Auckland,,,,,,,,,,,,,,,,,,3.0,0.0
403,Maintaining Alternative Values in Constraint-Based Configuration *,University of Toulouse,University of Toulouse,,,,,,,,,,,,,,,,,,,2.0,0.0
404,Evaluating Indirect Strategies for Chinese-Spanish Statistical Machine Translation: Extended Abstract *,Institute for Infocomm Research,Universitat Politècnica de Catalunya,,,,,,,,,,,,,,,,,,,2.0,0.0
405,Statistical Parsing with Probabilistic Symbol-Refined Tree Substitution Grammars *,National Taitung University,National Institute of Informatics,National Taitung University,National Taitung University,,,,,,,,,,,,,,,,,1.0,0.0
406,Transition Constraints: A Study on the Computational Complexity of Qualitative Change,University of Freiburg,University of Freiburg,University of Freiburg,University of Freiburg,,,,,,,,,,,,,,,,,4.0,0.0
407,Efficient Extraction and Representation of Spatial Information from Video Data,Australian National University,Australian National University,Australian National University,,,,,,,,,,,,,,,,,,3.0,0.0
408,Program Chair,Rodrigo de Salvo Braz Oliver Brdiczka Ken Brown Emma Brunskill Daniel Bryce Razvan Bunescu Wray Buntin,Nigerian Christian Hospital,,,,,,,,,,,,,,,,,,,2.0,0.0
409,Soft Robotics: The Next Generation of Intelligent Machines,University of Zurich,University of Zurich,ETH Zurich,ETH Zurich,,,,,,,,,,,,,,,,,4.0,0.0
410,Large Scale Online Kernel Classification,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Microsoft (United States),Chinese Academy of Sciences,,,,,,,,,,,,,,,,4.0,1.0
411,Towards Understanding Global Spread of Disease from Everyday Interpersonal Interactions,University of Rochester,University of Rochester,University of Rochester,,,,,,,,,,,,,,,,,,3.0,0.0
412,Parametric Local Multimodal Hashing for Cross-View Similarity Search,Harbin Institute of Technology,Institute of Computing Technology,Hong Kong University of Science and Technology,Harbin Institute of Technology,Institute of Computing Technology,Harbin Institute of Technology,,,,,,,,,,,,,,,6.0,0.0
413,Robust Tensor Clustering with Non-Greedy Maximization,Tianjin University,Chinese Academy of Sciences,Tianjin University,Tianjin University,University of Queensland,Chinese Academy of Sciences,,,,,,,,,,,,,,,6.0,0.0
414,Temporal Description Logic for Ontology-Based Data Access,Free University of Bozen-Bolzano,University of London,University of Liverpool,University of London,,,,,,,,,,,,,,,,,4.0,0.0
415,A Unified Approximate Nearest Neighbor Search Scheme by Combining Data Structure and Hashing,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,,,,,,,,,5.0,0.0
416,Semi-Supervised Structuring of Complex Data *,University of Salford,"Selmer, 1004 Bromuri, Stefano, 1649 Bu, Fan, 2982 Bu, Jiajun, 1820 Buchman, David, 2532 Buehler, Jennifer, 3207 Buffet, Olivier, 90, 2955 Burgard, Wolfram, 3131 Buss, Sam, 2972 C-Link: A Hierarchical Clustering Approach to Large-Scale Near-Optimal Coalition Forma-tion, 106 Cai, Deng, 681, 1415, 1820, 1883 Cai, Shaowei, 489 Cai, Xiao, 1240, 2598 Cai, Xinyuan, 1247 Cai, Yilin, 496 Calvanese, Diego, 703, 810 Campana, Bilson, 3047 Cao, Jian, 2626 Cao, Jie, 1799 Cao, Longbing, 1736, 2626 Cao, Xiaochun, 1254 Capabilities in Heterogeneous Multi Robot Sys-tems, 3207 Carbonnel, Clement, 468 Carin, Lawrence, 1501 Carrasco, Rafael C., 3180 Carvalho, Arthur, 2518 Casati, Nathalie, 134",Hunan Agricultural University,"Change-Point Detection with Feature Selection in High-Dimensional Time-Series Data, 1827 Chao, Guoqing, 1706 Charles, Fred, 1997 Charpillet, François, 90 Chen, Binyi, 2719 Chen, Chun, 1820 Chen, Enhong, 2740 Chen, Jiehua, 62 Chen, Li, 2691 Chen, Lifei, 1260 Chen, Mo, 1267 Chen, Ning, 1273 Chen, Niya, 2790 Chen, Siqi, 69 Chen, Suming, 2525 Chen, Ting, 2761 Chen, Wei, 206 Chen, Wenliang, 2085 Chen, Xiao, 2155 Chen, Xiaoping, 2459 Chen, Xilin, 2754 Chen, Xue, 1247 Chen, Zheng, 1280 Chen, Zhengzhang, 2952, 2958 Chen, Zhiyuan, 2071 Cheng, Chen, 2605 Cheng, Shih-Fen, 2833 Cheng, Weiwei, 3012 Cheng, Yu, 2952, 295",,,,,,,,,,,,,,,,,1.0,0.0
417,Learning from Polyhedral Sets,University of Pisa,,,,,,,,,,,,,,,,,,,,1.0,0.0
418,Supremal Realizability of Behaviors with Uncontrollable Exogenous Events *,RMIT University,Sapienza University of Rome,Sapienza University of Rome,RMIT University,,,,,,,,,,,,,,,,,4.0,0.0
419,CLiMF: Collaborative Less-Is-More Filtering,Delft University of Technology,Telefonica Research and Development,Telefonica Research and Development,Delft University of Technology,Telefonica Research and Development,Delft University of Technology,,,,,,,,,,,,,,,3.0,3.0
420,Communicating Open Systems (Extended Abstract) *,Goldsmiths University of London,King's College London,Spanish National Research Council,Spanish National Research Council,Spanish National Research Council,,,,,,,,,,,,,,,,5.0,0.0
421,An Empirical Investigation of Ceteris Paribus Learnability,Open University of Cyprus,Open University of Cyprus,,,,,,,,,,,,,,,,,,,2.0,0.0
422,Just-In-Time Compilation of Knowledge Bases,University of Lille,Johannes Kepler University of Linz,University of Paris-Sud,,,,,,,,,,,,,,,,,,3.0,0.0
423,Bimodal Switching for Online Planning in Multiagent Settings *,University of Georgia,University of Georgia,,,,,,,,,,,,,,,,,,,2.0,0.0
424,Arbitration and Stability in Cooperative Games in Overlapping Coalitions,Nanyang Technological University,,,,,,,,,,,,,,,,,,,,1.0,0.0
425,Object Recognition based on Visual Grammars and Bayesian Networks,"National Institute of Astrophisics, Optics and Electronics Computer Science Departmen","National Institute of Astrophisics, Optics and Electronics Computer Science Departmen",,,,,,,,,,,,,,,,,,,2.0,0.0
426,Towards Rational Deployment of Multiple Heuristics in A*,"CS Department Ben-Gurion University, Israe","CS Department Ben-Gurion University, Israe","CS Department Ben-Gurion University, Israe",Ben-Gurion University of the Negev,"Faculty of IE&M Technion, Israe",,,,,,,,,,,,,,,,3.0,0.0
427,Functional Stable Model Semantics and Answer Set Programming Modulo Theories,Arizona State University,Arizona State University,,,,,,,,,,,,,,,,,,,2.0,0.0
428,Regularized Latent Least Square Regression for Cross Pose Face Recognition,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,,,,,,,,,,,,,,,,5.0,0.0
429,Social Collaborative Filtering by Trust,Jilin University,Hong Kong Baptist University,,,,,,,,,,,,,,,,,,,2.0,0.0
430,Short-Term Wind Power Forecasting Using Gaussian Processes,Beihang University,Aston University,,,,,,,,,,,,,,,,,,,2.0,0.0
431,Computational Perspectives on Social Phenomena at Global Scales,Chinese Academy of Sciences,ABB BAIDU Huawei Google Microso Research NVidi,,,,,,,,,,,,,,,,,,,1.0,0.0
432,Manifold Alignment Preserving Global Geometry,IBM Research - Thomas J. Watson Research Center,University of Massachusetts Amherst,,,,,,,,,,,,,,,,,,,2.0,0.0
433,Using Double-Oracle Method and Serialized Alpha-Beta Search for Pruning in Simultaneous Move Games,Technical University of Munich,Technical University of Munich,Technical University of Munich,Technical University of Munich,Technical University of Munich,,,,,,,,,,,,,,,,5.0,0.0
434,Multi-Dimensional Causal Discovery,Royal Victoria Hospital,University of London,University of Applied Sciences and Arts Northwestern Switzerland,,,,,,,,,,,,,,,,,,2.0,0.0
435,One-Class Conditional Random Fields for Sequential Anomaly Detection, MIT Computer Science and Artificial Intelligence Laborator,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center, MIT Computer Science and Artificial Intelligence Laborator,,,,,,,,,,,,,,,,,2.0,2.0
436,Evolution of Common-Pool Resources and Social Welfare in Structured Populations *,Université Libre de Bruxelles,Université Libre de Bruxelles,Vrije Universiteit Brussel,Université Libre de Bruxelles,Vrije Universiteit Brussel,,,,,,,,,,,,,,,,5.0,0.0
437,A Lossy Counting Based Approach for Learning on Streams of Graphs on a Budget,"Department of Mathematics University of Padova, Ital","Department of Mathematics University of Padova, Ital","Department of Mathematics University of Padova, Ital","Department of Mathematics University of Padova, Ital",,,,,,,,,,,,,,,,,3.0,0.0
438,First-Order Expressibility and Boundedness of Disjunctive Logic Programs,Western Sydney University,Western Sydney University,,,,,,,,,,,,,,,,,,,2.0,0.0
439,Problem Splitting Using Heuristic Search in Landmark Orderings,"Onera -The French Aerospace Lab -Toulouse, Franc","Onera -The French Aerospace Lab -Toulouse, Franc","Onera -The French Aerospace Lab -Toulouse, Franc",,,,,,,,,,,,,,,,,,3.0,0.0
440,Fault-Tolerant Planning under Uncertainty,University of Massachusetts Amherst,University of Massachusetts Amherst,University of Massachusetts Amherst," General Motors, Advanced Technical Center, Herzliya Pituach 4673341, Israe",,,,,,,,,,,,,,,,,3.0,0.0
441,Breaking Symmetries in Graph Representation,Ben-Gurion University of the Negev,University of Glasgow,University of Glasgow,University of Melbourne,,,,,,,,,,,,,,,,,4.0,0.0
442,Target-Value Search Revisited,Carlos III University of Madrid,Harvard University,Ben-Gurion University of the Negev,,,,,,,,,,,,,,,,,,3.0,0.0
443,Problem Transformations and Algorithm Selection for CSPs,University College Cork,University College Cork,,,,,,,,,,,,,,,,,,,2.0,0.0
444,Generalized Biwords for Bitext Compression and Translation Spotting: Extended Abstract *,University of Alicante,University of Alicante,University of Valladolid,University of Valladolid,,,,,,,,,,,,,,,,,4.0,0.0
445,Active Learning with Multi-Label SVM Classification,Temple University,Temple University,,,,,,,,,,,,,,,,,,,2.0,0.0
446,Early Active Learning via Robust Representation and Structured Sparsity,The University of Texas at Arlington,Colorado School of Mines,The University of Texas at Arlington,The University of Texas at Arlington,,,,,,,,,,,,,,,,,4.0,0.0
447,A Reputation Management Approach for Resource Constrained Trustee Agents,Nanyang Technological University,Nanyang Technological University,Institute of Computing Technology,University of British Columbia,University of Massachusetts Amherst,,,,,,,,,,,,,,,,5.0,0.0
448,Improving Combinatorial Optimization: Extended Abstract *,University of Melbourne,,,,,,,,,,,,,,,,,,,,1.0,0.0
449,Isomorph-Free Branch and Bound Search for Finite State Controllers,University of Waterloo,University of Waterloo,University of Waterloo,,,,,,,,,,,,,,,,,,3.0,0.0
450,Modeling Lexical Cohesion for Document-Level Machine Translation,Soochow University,Institute for Infocomm Research,Institute of Computing Technology,Soochow University,Institute for Infocomm Research,Institute of Computing Technology,Institute of Computing Technology,Dublin City University,,,,,,,,,,,,,8.0,0.0
451,Monte-Carlo Expectation Maximization for Decentralized POMDPs,University of Southampton,University of Massachusetts Amherst,University of Southampton,,,,,,,,,,,,,,,,,,3.0,0.0
452,Robust Constraint Satisfaction and Local Hidden Variables in Quantum Mechanics,University of Oxford,University of Oxford,"University of California, Santa Cruz",,,,,,,,,,,,,,,,,,3.0,0.0
453,Social Norms for Self-Policing Multi-Agent Systems and Virtual Societies * (Extended Abstract),"Artificial Intelligence Research Institute (IIIA) -Spanish Scientific Research Council (CSIC), Bellaterra, Spai",Barcelona Digital Centro Tecnológico,,,,,,,,,,,,,,,,,,,0.0,1.0
454,Scalable Dynamic Nonparametric Bayesian Models of Content and Users *,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,,,,,,,,3.0,0.0
455,Compact Rewritings for Existential Rules *,University of Montpellier,,,,,,,,,,,,,,,,,,,,1.0,0.0
456,Interpolative Reasoning with Default Rules,Cardiff University,Université Toulouse III - Paul Sabatier,,,,,,,,,,,,,,,,,,,2.0,0.0
