Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,num_academia,num_company
540,Mean Payoff Optimization for Systems of Periodic Service and Maintenance,Masaryk University,Masaryk University,Masaryk University,Masaryk University,,,,,,,,,,,,,,4.0,0.0
541,Pyramid Diffusion Models for Low-light Image Enhancement,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,,,,,,,,3.0,0.0
542,SiWare: Contextual Understanding of Industrial Data for Situational Awareness,IBM Research - China,IBM Research - China,IBM Research - China,IBM Research - China,,,,,,,,,,,,,,4.0,0.0
543,Discrete Diffusion Probabilistic Models for Symbolic Music Generation,Johannes Kepler University of Linz,Johannes Kepler University of Linz,Johannes Kepler University of Linz,De Lin Institute of Technology,,,,,,,,,,,,,,3.0,0.0
544,Unbiased Risk Estimator to Multi-Labeled Complementary Label Learning,Southeast University," Key Laboratory of Computer Network and Information Integration (Southeast University), Ministry of Education, Chin",University of Queensland,Southeast University," Key Laboratory of Computer Network and Information Integration (Southeast University), Ministry of Education, Chin",,,,,,,,,,,,,3.0,0.0
545,Deep Symbolic Learning: Discovering Symbols and Rules from Perceptions,Fondazione Bruno Kessler,Fondazione Bruno Kessler,University of Padua,Fondazione Bruno Kessler,TU Wien,Fondazione Bruno Kessler,,,,,,,,,,,,6.0,0.0
546,Capturing the Long-Distance Dependency in the Control Flow Graph via Structural-Guided Attention for Bug Localization,Nanjing University,Nanjing University,Nanjing University,,,,,,,,,,,,,,,3.0,0.0
547,Learning Dissemination Strategies for External Sources in Opinion Dynamic Models with Cognitive Biases,University of Washington,University of Washington,George Washington University,Washington University in St. Louis,University of Washington,,,,,,,,,,,,,5.0,0.0
548,Learning in Multi-Memory Games Triggers Complex Dynamics Diverging from Nash Equilibrium * †,"The Graduate University for Advanced Studies, SOKENDAI",The University of Tokyo," AI Lab, CyberAgent, Inc"," AI Lab, CyberAgent, Inc",Royal Institute of Technology," AI Lab, CyberAgent, Inc",,,,,,,,,,,,3.0,0.0
549,Self-supervised Graph Disentangled Networks for Review-based Recommendation,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Institute of Geographic Sciences and Natural Resources Research,,,,,,,,,,,,5.0,0.0
550,SMARTformer: Semi-Autoregressive Transformer with Efficient Integrated Window Attention for Long Time Series Forecasting,Harbin Institute of Technology,Harbin Institute of Technology,Harbin Institute of Technology,Urban Planning & Design Institute of Shenzhen (China),Urban Planning & Design Institute of Shenzhen (China),Harbin Institute of Technology,Peng Cheng Laboratory,,,,,,,,,,,5.0,0.0
551,Anticipatory Fictitious Play,,,,,,,,,,,,,,,,,,0.0,0.0
552,"Evaluating Human-AI Interaction via Usability, User Experience and Acceptance Measures for MMM-C: A Creative AI System for Music Composition",Simon Fraser University,Simon Fraser University,Simon Fraser University,Simon Fraser University, Steinberg Media Technologies Gmb, Steinberg Media Technologies Gmb, Steinberg Media Technologies Gmb,,,,,,,,,,,4.0,0.0
553,Toward Job Recommendation for All," Laboratoire Interdisciplinaire des Sciences du Numérique (LISN), Orsay, Franc",Center for Research in Economics and Statistics," Laboratoire Interdisciplinaire des Sciences du Numérique (LISN), Orsay, Franc",Center for Research in Economics and Statistics,Agence Nationale pour l'Emploi,Center for Research in Economics and Statistics,Agence Nationale pour l'Emploi," Laboratoire Interdisciplinaire des Sciences du Numérique (LISN), Orsay, Franc",Center for Research in Economics and Statistics,University of Oxford," Laboratoire Interdisciplinaire des Sciences du Numérique (LISN), Orsay, Franc",,,,,,,8.0,0.0
554,A Logic-based Approach to Contrastive Explainability for Neurosymbolic Visual Question Answering,TU Wien,TU Wien,TU Wien,TU Wien,,,,,,,,,,,,,,4.0,0.0
555,Action Recognition with Multi-stream Motion Modeling and Mutual Information Maximization,Jilin University of Chemical Technology,Jilin University of Chemical Technology,Zhejiang University,Jilin University of Chemical Technology,Zhejiang University, Black Sesame Technologie,Zhejiang University,Zhejiang University,,,,,,,,,,4.0,0.0
556,HOI-aware Adaptive Network for Weakly-supervised Action Segmentation,Nanyang Technological University,Nanyang Technological University,Tsinghua University,Tsinghua University,Beijing Jiaotong University,Nanyang Technological University,,,,,,,,,,,,6.0,0.0
557,Reliable Neuro-Symbolic Abstractions for Planning and Learning,Arizona State University,,,,,,,,,,,,,,,,,1.0,0.0
558,Practical Model Reductions for Verification of Multi-Agent Systems,University of Luxembourg,Institute of Computer Science,University of Luxembourg,,,,,,,,,,,,,,,3.0,0.0
559,"COOL, a Context Outlooker, and Its Application to Question Answering and Other Natural Language Processing Tasks",National University of Singapore,National University of Singapore,National University of Singapore,,,,,,,,,,,,,,,3.0,0.0
560,Fast-StrucTexT: An Efficient Hourglass Transformer with Modality-guided Dynamic Token Merge for Document Understanding,Beijing Institute of Technology," Department of Computer Vision Technology (VIS), Baidu Inc"," Department of Computer Vision Technology (VIS), Baidu Inc"," Department of Computer Vision Technology (VIS), Baidu Inc"," Department of Computer Vision Technology (VIS), Baidu Inc"," Department of Computer Vision Technology (VIS), Baidu Inc"," Department of Computer Vision Technology (VIS), Baidu Inc",Beijing Institute of Technology," Department of Computer Vision Technology (VIS), Baidu Inc"," Guangdong Laboratory of Machine Perception and Intelligent Computing, Shenzhen MSU-BIT University, Chin",Beijing Institute of Technology," Guangdong Laboratory of Machine Perception and Intelligent Computing, Shenzhen MSU-BIT University, Chin",,,,,,9.0,0.0
561,"A New ANN-SNN Conversion Method with High Accuracy, Low Latency and Good Robustness",Peking University,Peking University,Peking University,Peking University,Peking University,,,,,,,,,,,,,5.0,0.0
562,Treewidth-Aware Complexity for Evaluating Epistemic Logic Programs,University of Nebraska at Omaha,Massachusetts Institute of Technology,,,,,,,,,,,,,,,,2.0,0.0
563,Uncovering the Deceptions: An Analysis on Audio Spoofing Detection and Future Prospects,Indian Institute of Technology Jodhpur,Indian Institute of Technology Jodhpur,Indian Institute of Technology Jodhpur,,,,,,,,,,,,,,,3.0,0.0
564,Survey on Online Streaming Continual Learning," AI Institute, University of Waikat"," AI Institute, University of Waikat",Victoria University of Wellington," AI Institute, University of Waikat",Télécom Paris,,,,,,,,,,,,,2.0,0.0
565,MILD: Modeling the Instance Learning Dynamics for Learning with Noisy Labels,ShanghaiTech University,ShanghaiTech University,ShanghaiTech University,ShanghaiTech University, Shanghai Engineering Research Center of Intelligent Vision and Imagin,,,,,,,,,,,,,4.0,0.0
566,Towards Robust Scene Text Image Super-resolution via Explicit Location Enhancement,University of Washington,Shenzhen University,University of Washington,Peng Cheng Laboratory,University of Washington,Peng Cheng Laboratory,,,,,,,,,,,,6.0,0.0
567,c-TPE: Tree-Structured Parzen Estimator with Inequality Constraints for Expensive Hyperparameter Optimization,University of Freiburg,University of Freiburg,,,,,,,,,,,,,,,,2.0,0.0
568,Singularformer: Learning to Decompose Self-Attention to Linearize the Complexity of Transformer,Central South University,Central South University,Central South University,Central South University,,,,,,,,,,,,,,4.0,0.0
569,Probabilistic Masked Attention Networks for Explainable Sequential Recommendation,Rice University,Texas A&M University,Rice University,,,,,,,,,,,,,,,3.0,0.0
570,Optimal Decision Trees For Interpretable Clustering with Constraints,University of Toronto,Vector Institute,University of Toronto,University of Toronto,Vector Institute,,,,,,,,,,,,,5.0,0.0
571,Deep Partial Multi-Label Learning with Graph Disambiguation,Zhejiang University,Beijing University of Technology,Beijing University of Technology,Wuhan University,Zhejiang University,Zhejiang University,Beijing Jiaotong University,Zhejiang University,,,,,,,,,,8.0,0.0
572,Levin Tree Search with Context Models,University of Alberta,University of Alberta,University of Alberta,University of Alberta,,,,,,,,,,,,,,4.0,0.0
573,Stability and Generalization of ℓ p -Regularized Stochastic Learning for GCN,University of Electronic Science and Technology of China,Northwestern Polytechnical University,Nanjing Audit University,Zhejiang Normal University,,,,,,,,,,,,,,4.0,0.0
574,Matting Moments: A Unified Data-Driven Matting Engine for Mobile AIGC in Photo Gallery,Suzhou Nonferrous Metals Research Institute,Suzhou Nonferrous Metals Research Institute,Suzhou Nonferrous Metals Research Institute,Australian National University,Suzhou Nonferrous Metals Research Institute,Suzhou Nonferrous Metals Research Institute,Suzhou Nonferrous Metals Research Institute,Suzhou Nonferrous Metals Research Institute,Beihang University,,,,,,,,,9.0,0.0
575,Multi-objective Search via Lazy and Efficient Dominance Checks,San Sebastián University,Washington University in St. Louis,Pontificia Universidad Católica de Chile,Ben-Gurion University of the Negev,Technion – Israel Institute of Technology,University of Southern California,University of Southern California,University of Southern California,,,,,,,,,,8.0,0.0
576,Approximate Envy-Freeness in Graphical Cake Cutting,National University of Singapore,National University of Singapore,,,,,,,,,,,,,,,,2.0,0.0
577,TDG4Crowd:Test Data Generation for Evaluation of Aggregation Algorithms in Crowdsourcing,Zhejiang Gongshang University,Zhejiang Gongshang University,Zhejiang Gongshang University,Zhejiang Gongshang University,Zhejiang Gongshang University,,,,,,,,,,,,,5.0,0.0
578,"Even If Explanations: Prior Work, Desiderata & Benchmarks for Semi-Factual XAI",University College Dublin,Accenture (Ireland),University College Dublin,Accenture (Ireland),,,,,,,,,,,,,,2.0,0.0
579,Efficient Global Robustness Certification of Neural Networks via Interleaving Twin-Network Encoding (Extended Abstract) *,Northwestern University,University of Liverpool,Northwestern University,,,,,,,,,,,,,,,3.0,0.0
580,Timestamp-Supervised Action Segmentation from the Perspective of Clustering,Institute of Software,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,Institute of Computing Technology,Institute of Software,University of Chinese Academy of Sciences,Institute of Software,Institute of Software,Tsinghua University,,,,,,,,,9.0,0.0
581,RaSa: Relation and Sensitivity Aware Representation Learning for Text-based Person Search,Soochow University,Soochow University,Soochow University,Soochow University,Institute of Automation,Institute of Computing Technology,Harbin Institute of Technology,Soochow University,Harbin Institute of Technology,,,,,,,,,9.0,0.0
582,Efficient Online Decision Tree Learning with Active Feature Acquisition,Chalmers University of Technology,University of Chicago,University of Chicago,Chalmers University of Technology,,,,,,,,,,,,,,4.0,0.0
583,"One Model, Any CSP: Graph Neural Networks as Fast Global Search Heuristics for Constraint Satisfaction",RWTH Aachen University,RWTH Aachen University,RWTH Aachen University,RWTH Aachen University,,,,,,,,,,,,,,4.0,0.0
584,Sequence Learning Using Equilibrium Propagation,School of Electrical Engineering and Computer Science The Pennsylvania State Universit,School of Electrical Engineering and Computer Science The Pennsylvania State Universit,,,,,,,,,,,,,,,,2.0,0.0
585,Temporal Constrained Feasible Subspace Learning for Human Pose Forecasting,University of Illinois Urbana-Champaign,Zhejiang University,Zhejiang University,,,,,,,,,,,,,,,3.0,0.0
586,ViT-CX: Causal Explanation of Vision Transformers,Hong Kong University of Science and Technology," Huawei Technologies Co., Ltd, Chin",Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,,,,,,,,,,,,,,3.0,0.0
587,Learning Discrete Representations via Constrained Clustering for Effective and Efficient Dense Retrieval (Extended Abstract) *,Tsinghua University,Renmin University of China,Tsinghua University,Chinese Academy of Sciences,Tsinghua University,Tsinghua University,,,,,,,,,,,,6.0,0.0
588,Learning to Speak from Text: Zero-Shot Multilingual Text-to-Speech with Unsupervised Text Pretraining,The University of Tokyo,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,The University of Tokyo,The University of Tokyo,,,,,,,,,,,,6.0,0.0
589,Less Learn Shortcut: Analyzing and Mitigating Learning of Spurious Feature-Label Correlation,Harbin Institute of Technology,Ministry of Education of the People's Republic of China,Ministry of Education of the People's Republic of China,Ministry of Education of the People's Republic of China,Harbin Institute of Technology,Ministry of Education of the People's Republic of China,Ministry of Education of the People's Republic of China,Ministry of Education of the People's Republic of China,Harbin Institute of Technology,,,,,,,,,9.0,0.0
