Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,inst18,inst19,inst20,num_academia,num_company
521,Riemannian Stochastic Recursive Momentum Method for non-Convex Optimization,University of Sydney,University of Sydney,,,,,,,,,,,,,,,,,,,2.0,0.0
522,Deep Bucket Elimination,"University of California, Irvine","University of California, Irvine","University of California, Irvine","University of California, Irvine","University of California, Irvine","University of California, Irvine",,,,,,,,,,,,,,,6.0,0.0
523,Knowledge-aware Zero-Shot Learning: Survey and Perspective,University of Oxford,Zhejiang University,Zhejiang University,University of Oxford,University of Edinburgh,Zhejiang University,,,,,,,,,,,,,,,6.0,0.0
524,Computing Optimal Hypertree Decompositions with SAT,TU Wien,TU Wien,,,,,,,,,,,,,,,,,,,2.0,0.0
525,Context-Aware Image Inpainting with Learned Semantic Priors,Shanghai Jiao Tong University," Youtu Lab, Tencen"," Youtu Lab, Tencen",Shanghai Jiao Tong University," Youtu Lab, Tencen",Shanghai Jiao Tong University," Youtu Lab, Tencen",Shanghai Jiao Tong University,,,,,,,,,,,,,4.0,0.0
526,Revisiting Wedge Sampling for Budgeted Maximum Inner Product Search (Extended Abstract) *,University of Copenhagen,University of Auckland,2020 European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases,,,,,,,,,,,,,,,,,,2.0,0.0
527,Improved Guarantees and a Multiple-descent Curve for Column Subset Selection and the Nyström Method (Extended Abstract) *,"University of California, Berkeley","University of California, Berkeley","University of California, Berkeley",International Computer Science Institute,,,,,,,,,,,,,,,,,4.0,0.0
528,Reasoning About Agents That May Know Other Agents' Strategies,Imperial College London,"University of Minnesota, Duluth",Imperial College London,University of Naples Federico II,University of Naples Federico II,University of Sydney,,,,,,,,,,,,,,,6.0,0.0
529,A Uniform Abstraction Framework for Generalized Planning,Sun Yat-sen University,Sun Yat-sen University,Dongguan University of Technology,,,,,,,,,,,,,,,,,,3.0,0.0
530,Communication-efficient and Scalable Decentralized Federated Edge Learning,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Singapore University of Technology and Design,Nanyang Technological University,,,,,,,,,,,10.0,0.0
531,Anytime Multi-Agent Path Finding via Large Neighborhood Search,University of Southern California,Monash University,Monash University,Monash University,University of Southern California,,,,,,,,,,,,,,,,5.0,0.0
532,Bayesian Experience Reuse for Learning from Multiple Demonstrators,University of Toronto,University of Toronto,University of Toronto,,,,,,,,,,,,,,,,,,3.0,0.0
533,Optimal ANN-SNN Conversion for Fast and Accurate Inference in Deep Spiking Neural Networks,Peking University,Peking University,Vector Institute,Peng Cheng Laboratory,Peking University,Peng Cheng Laboratory,Peking University,Vector Institute,Peng Cheng Laboratory,,,,,,,,,,,,9.0,0.0
534,RR-Net: Injecting Interactive Semantics in Human-Object Interaction Detection,Peking University,Peking University,Peng Cheng Laboratory,Peking University,Peking University,Peking University,Peng Cheng Laboratory,,,,,,,,,,,,,,7.0,0.0
535,Deep Learning for Click-Through Rate Estimation,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Urban Planning & Design Institute of Shenzhen (China),Urban Planning & Design Institute of Shenzhen (China),Urban Planning & Design Institute of Shenzhen (China),,,,,,,,,,,,,,,,2.0,0.0
536,Neural Temporal Point Processes: A Review,Technical University of Munich,Amazon Research Foundation,Amazon Research Foundation,Amazon Research Foundation,Technical University of Munich,,,,,,,,,,,,,,,,5.0,0.0
537,Preference-Adaptive Meta-Learning for Cold-Start Recommendation," Anhui Province Key Lab. of Big Data Analysis and Application, School of Data Science ",University of Science and Technology of China," Anhui Province Key Lab. of Big Data Analysis and Application, School of Data Science ",University of Science and Technology of China," Anhui Province Key Lab. of Big Data Analysis and Application, School of Data Science ",University of Science and Technology of China,Tianjin University," Anhui Province Key Lab. of Big Data Analysis and Application, School of Data Science ",University of Science and Technology of China," Anhui Province Key Lab. of Big Data Analysis and Application, School of Data Science ",University of Science and Technology of China," Anhui Province Key Lab. of Big Data Analysis and Application, School of Data Science ",University of Science and Technology of China,,,,,,,,7.0,0.0
538,Human-AI Collaboration with Bandit Feedback,The University of Texas at Austin,The University of Texas at Austin,The University of Texas at Austin,"Rutgers, The State University of New Jersey",The University of Texas at Austin,The University of Texas at Austin,,,,,,,,,,,,,,,6.0,0.0
539,Planning with Learned Dynamic Model for Unsupervised Point Cloud Registration,Nanjing University of Science and Technology,Nanjing University of Science and Technology,Nanjing University of Science and Technology,Nanjing University of Science and Technology,,,,,,,,,,,,,,,,,4.0,0.0
540,Medical Image Segmentation Using Squeeze-and-Expansion Transformers,Institute of High Performance Computing,Institute of High Performance Computing,University of Electronic Science and Technology of China,Institute of High Performance Computing,Institute of High Performance Computing,Institute of High Performance Computing,,,,,,,,,,,,,,,6.0,0.0
541,Change Matters: Medication Change Prediction with Recurrent Residual Networks,University of Illinois Urbana-Champaign,Cancer Genomics Centre,Cancer Genomics Centre,University of Illinois Urbana-Champaign,,,,,,,,,,,,,,,,,4.0,0.0
542,Learning Unknown from Correlations: Graph Neural Network for Inter-novel-protein Interaction Prediction,,,,,,,,,,,,,,,,,,,,,0.0,0.0
543,Reducing SAT to Max2SAT,University of Lleida,Research Institute for Artificial Intelligence,,,,,,,,,,,,,,,,,,,2.0,0.0
544,A Survey of Machine Learning-Based Physics Event Generation,Old Dominion University,Thomas Jefferson National Accelerator Facility,Thomas Jefferson National Accelerator Facility,Thomas Jefferson National Accelerator Facility,Thomas Jefferson National Accelerator Facility,Thomas Jefferson National Accelerator Facility,Shandong University,Old Dominion University,,,,,,,,,,,,,8.0,0.0
545,Decomposition-Guided Reductions for Argumentation and Treewidth *,"University of California, Berkeley",TU Wien,University of Potsdam,Leibniz University Hannover,Leibniz University Hannover,,,,,,,,,,,,,,,,5.0,0.0
546,Approximating the Shapley Value Using Stratified Empirical Bernstein Sampling,Australian National University,University of Queensland,,,,,,,,,,,,,,,,,,,2.0,0.0
547,PROPm Allocations of Indivisible Goods to Multiple Agents,National Research University Higher School of Economics,Columbia University,Drexel University,Drexel University,,,,,,,,,,,,,,,,,4.0,0.0
548,Exploring the Effects of Goal Setting When Training for Complex Crowdsourcing Tasks (Extended Abstract),Purdue University West Lafayette,Purdue University West Lafayette,,,,,,,,,,,,,,,,,,,2.0,0.0
549,Physics-aware Spatiotemporal Modules with Auxiliary Tasks for Meta-Learning,University of Southern California,University of Southern California,University of Southern California,University of Southern California,,,,,,,,,,,,,,,,,4.0,0.0
550,Unsupervised Progressive Learning and the STAM Architecture,Georgia Institute of Technology,Georgia Institute of Technology,Georgia Institute of Technology,Georgia Institute of Technology,,,,,,,,,,,,,,,,,4.0,0.0
551,GM-MLIC: Graph Matching based Multi-Label Image Classification,Beijing Jiaotong University,Beijing Jiaotong University,Beijing Jiaotong University,Beijing Jiaotong University,Beijing Jiaotong University," Zongmu Technology {19112034, liuhe1996, shfeng",,,,,,,,,,,,,,,5.0,1.0
552,CogTree: Cognition Tree Loss for Unbiased Scene Graph Generation,Institute of Information Engineering,Beihang University,Peking University,Institute of Information Engineering,University of Adelaide,,,,,,,,,,,,,,,,5.0,0.0
553,TANGO: Commonsense Generalization in Predicting Tool Interactions for Mobile Manipulators,Indian Institute of Technology Delhi,Imperial College London, Indicates equal contribution. Projec,Indian Institute of Technology Delhi, Indicates equal contribution. Projec,Indian Institute of Technology Delhi,,,,,,,,,,,,,,,4.0,0.0
554,Symbolic Dynamic Programming for Continuous State MDPs with Linear Program Transitions,University of Toronto,University of Toronto,University of Toronto,Vector Institute,,,,,,,,,,,,,,,,,4.0,0.0
555,Addressing the Long-term Impact of ML Decisions via Policy Regret,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,,,,,,,4.0,0.0
556,Reducing Bus Bunching with Asynchronous Multi-Agent Reinforcement Learning,McGill University,McGill University,,,,,,,,,,,,,,,,,,,2.0,0.0
557,Knowledge-based Residual Learning,Shanghai Jiao Tong University,Pennsylvania State University,Shanghai Jiao Tong University,Pennsylvania State University,Pennsylvania State University,Pennsylvania State University,Syracuse University,Pennsylvania State University,,,,,,,,,,,,,8.0,0.0
558,Independence-aware Advantage Estimation,Tsinghua University,Microsoft Research Asia (China),University of Science and Technology of China,Microsoft Research Asia (China),Tsinghua University,Microsoft Research Asia (China),Microsoft Research Asia (China),,,,,,,,,,,,,,3.0,4.0
559,Uncertainty-aware Binary Neural Networks,Beihang University,University of Bonn,Beihang University,National Engineering Laboratory of Deep Learning Technology and Application,"University at Buffalo, State University of New York",,,,,,,,,,,,,,,,5.0,0.0
560,A Survey on Low-Resource Neural Machine Translation,Microsoft Research Asia (China),Microsoft Research Asia (China),Microsoft Research Asia (China),Microsoft Research Asia (China),Microsoft Research Asia (China),,,,,,,,,,,,,,,,0.0,5.0
561,Neural Relation Inference for Multi-dimensional Temporal Point Processes via Message Passing Graph,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,,,,,,,,,,,,,,,,,4.0,0.0
562,A Comparative Survey: Benchmarking for Pool-based Active Learning,City University of Hong Kong,Arizona State University,Hong Kong Polytechnic University,City University of Hong Kong,,,,,,,,,,,,,,,,,4.0,0.0
563,Analogical Proportions: Why They Are Useful in AI,French National Centre for Scientific Research,French National Centre for Scientific Research,,,,,,,,,,,,,,,,,,,2.0,0.0
564,Dominant Resource Fairness with Meta-Types,Columbia University,Columbia University,Columbia University,Columbia University,,,,,,,,,,,,,,,,,4.0,0.0
565,Pattern-enhanced Contrastive Policy Learning Network for Sequential Recommendation,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Wuhan University,Ministry of Education of the People's Republic of China,Beijing University of Posts and Telecommunications,,,,,,,,,,,,,,,,5.0,0.0
566,UIBert: Learning Generic Multimodal Representations for UI Understanding, Google Researc, Google Researc, Google Researc, Google Researc, Google Researc, Google Researc, Google Researc, Google Researc,,,,,,,,,,,,,1.0,7.0
567,Self-Adaptive Swarm System (SASS),University of Georgia,,,,,,,,,,,,,,,,,,,,1.0,0.0
568,INVERSENET: Augmenting Model Extraction Attacks with Training Data Inversion,Wuhan University,Zhejiang University,Wuhan University,Wuhan University,Wuhan University,,,,,,,,,,,,,,,,5.0,0.0
569,Automatic Translation of Music-to-Dance for In-Game Characters, NetEase Fuxi AI Lab , NetEase Fuxi AI Lab , NetEase Fuxi AI Lab ,Zhejiang University,University of Michigan–Ann Arbor, NetEase Fuxi AI Lab , NetEase Fuxi AI Lab ,Zhejiang University,,,,,,,,,,,,,3.0,0.0
570,Deep Drone Acrobatics (Extended Abstract),University of Zurich,University of Zurich,Norwegian Marine Technology Research Institute,Norwegian Marine Technology Research Institute,Norwegian Marine Technology Research Institute,University of Zurich,,,,,,,,,,,,,,,3.0,0.0
571,Decentralized No-Regret Learning Algorithms for Extensive-Form Correlated Equilibria (Extended Abstract) *,Politecnico di Milano,Politecnico di Milano,Carnegie Mellon University,Politecnico di Milano,,,,,,,,,,,,,,,,,4.0,0.0
572,Hyperspectral Band Selection via Spatial-Spectral Weighted Region-wise Multiple Graph Fusion-Based Spectral Clustering,China University of Geosciences,National University of Defense Technology,National University of Defense Technology,China University of Geosciences,University of Sydney,,,,,,,,,,,,,,,,5.0,0.0
573,A Game-Theoretic Account of Responsibility Allocation,TU Dresden,TU Dresden,Max Planck Institute for Software Systems,,,,,,,,,,,,,,,,,,3.0,0.0
574,Intensional and Extensional Views in DL-Lite Ontologies,University of Rome Tor Vergata,University of Rome Tor Vergata,University of Rome Tor Vergata,University of Rome Tor Vergata,,,,,,,,,,,,,,,,,4.0,0.0
575,Multi-Agent Intention Progression with Black-Box Agents,RMIT University,Zhejiang University of Technology,Utrecht University,RMIT University,,,,,,,,,,,,,,,,,4.0,0.0
576,On the Parameterized Complexity of Polytree Learning,Philipps University of Marburg,Philipps University of Marburg,Philipps University of Marburg,,,,,,,,,,,,,,,,,,3.0,0.0
577,Combinatorial Optimization and Reasoning with Graph Neural Networks,Polytechnique Montréal,Polytechnique Montréal,University of Toronto,Polytechnique Montréal,Polytechnique Montréal,,,,,,,,,,,,,,,,5.0,0.0
578,Backdoor DNFs,University of Leeds,TU Wien,TU Wien,,,,,,,,,,,,,,,,,,3.0,0.0
579,Learning Implicit Temporal Alignment for Few-shot Video Classification,ShanghaiTech University,University of Chinese Academy of Sciences,Shanghai Institute of Microsystem and Information Technology,ShanghaiTech University,ShanghaiTech University, Shanghai Engineering Research Center of Intelligent Vision and Imagin,,,,,,,,,,,,,,,3.0,0.0
580,Behavior Mimics Distribution: Combining Individual and Group Behaviors for Federated Learning,Xidian University,Xidian University,Peng Cheng Laboratory,Xidian University,Xidian University,,,,,,,,,,,,,,,,5.0,0.0
581,Model-Based Reinforcement Learning for Infinite-Horizon Discounted Constrained Markov Decision Processes,Texas A&M University,Texas A&M University,Texas A&M University,,,,,,,,,,,,,,,,,,3.0,0.0
582,A Novel Sequence-to-Subgraph Framework for Diagnosis Classification,Ministry of Education of the People's Republic of China,Ministry of Education of the People's Republic of China,Ministry of Education of the People's Republic of China,Ministry of Education of the People's Republic of China,,,,,,,,,,,,,,,,,4.0,0.0
583,Self-Guided Community Detection on Networks with Missing Edges,Tianjin University,Tianjin University,Tianjin University,Tianjin University,George Washington University,,,,,,,,,,,,,,,,5.0,0.0
584,Explaining Self-Supervised Image Representations with Visual Probing,Warsaw University of Technology, Tooploo,Warsaw University of Technology,Jagiellonian University,Jagiellonian University,Warsaw University of Technology,Warsaw University of Technology, Tooploo,Jagiellonian University,Jagiellonian University,,,,,,,,,,,8.0,0.0
585,EventDrop: Data Augmentation for Event-based Learning,Chongqing University,National University of Singapore,German Aerospace Center,Tsinghua University,,,,,,,,,,,,,,,,,4.0,0.0
586,Predicting Traffic Congestion Evolution: A Deep Meta Learning Approach,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,,,,,,,,,,,,,,,,,4.0,0.0
587,Source-free Domain Adaptation via Avatar Prototype Generation and Adaptation,South China University of Technology, Pazhou Laborator,National University of Singapore,South China University of Technology,South China University of Technology,South China University of Technology,South China University of Technology,South China University of Technology,Ministry of Education, Pazhou Laborator,,,,,,,,,,,6.0,0.0
588,School Choice with Flexible Diversity Goals and Specialized Seats,UNSW Sydney,UNSW Sydney,,,,,,,,,,,,,,,,,,,2.0,0.0
589,Learning in Markets: Greed Leads to Chaos but Following the Price is Right,Royal Holloway University of London,Singapore University of Technology and Design,Singapore University of Technology and Design,,,,,,,,,,,,,,,,,,3.0,0.0
590,Dynamic Lane Traffic Signal Control with Group Attention and Multi-Timescale Reinforcement Learning,Fudan University,Fudan University, Shanghai Institute of Intelligent Electronics & System,Fudan University,Fudan University, Shanghai Institute of Intelligent Electronics & System,Fudan University,Fudan University, Shanghai Institute of Intelligent Electronics & System,Singapore Management University,,,,,,,,,,,4.0,0.0
591,SafeDrug: Dual Molecular Graph Encoders for Recommending Effective and Safe Drug Combinations,University of Illinois Urbana-Champaign,Cancer Genomics Centre,Pennsylvania State University,Cancer Genomics Centre,University of Illinois Urbana-Champaign,,,,,,,,,,,,,,,,5.0,0.0
592,Noise2Grad: Extract Image Noise to Denoise,Xiamen University,Xiamen University,Xiamen University,Xiamen University, Deepwise AI La,Chinese University of Hong Kong,,,,,,,,,,,,,,,5.0,0.0
593,DeepME: Deep Mixture Experts for Large-scale Image Classification,Shanghai Jiao Tong University,University of Science and Technology of China,"National Center for AIDS/STD Control and Prevention,China CDC",University of Science and Technology of China,University of Science and Technology of China," AI Lab at Lenovo Research, Beijing, Chin",Shanghai Jiao Tong University,,,,,,,,,,,,,,6.0,0.0
594,State-Based Recurrent SPMNs for Decision-Theoretic Planning under Partial Observability,University of Georgia,University of Georgia,University of Georgia,University of Georgia,University of Georgia,,,,,,,,,,,,,,,,5.0,0.0
595,Predictive Job Scheduling under Uncertain Constraints in Cloud Computing,The Ohio State University," Microsoft Azure, United State"," Microsoft Azure, United State",,,,,,,,,,,,,,,,,,1.0,0.0
596,AdaVQA: Overcoming Language Priors with Adapted Margin Cosine Loss,Shandong University,Shandong University, Shandong Artificial Intelligence Institut,Alibaba Group (China),Alibaba Group (China),University of Florence,,,,,,,,,,,,,,,3.0,2.0
597,Graph Debiased Contrastive Learning with Joint Representation Clustering,Xidian University,Xidian University,Xidian University,Xidian University,Xidian University,,,,,,,,,,,,,,,,5.0,0.0
598,Model-based Multi-agent Policy Optimization with Adaptive Opponent-wise Rollouts,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,,,,,,,,,,,,,,,,,4.0,0.0
599,H-FL: A Hierarchical Communication-Efficient and Privacy-Protected Architecture for Federated Learning,Xi'an Jiaotong University,,,,,,,,,,,,,,,,,,,,1.0,0.0
600,Interacting with Explanations through Critiquing,École Polytechnique Fédérale de Lausanne,Swisscom (Switzerland),École Polytechnique Fédérale de Lausanne,,,,,,,,,,,,,,,,,,2.0,1.0
601,LTL-Constrained Steady-State Policy Synthesis,Technical University of Munich,,,,,,,,,,,,,,,,,,,,1.0,0.0
602,Synthesizing Good-Enough Strategies for LTL f Specifications,Institute of Software,Institute of Software,Guangdong Institute of Intelligent Manufacturing,Rice University,Institute of Software,Guangdong Institute of Intelligent Manufacturing,,,,,,,,,,,,,,,4.0,0.0
603,Learning Nash Equilibria in Zero-Sum Stochastic Games via Entropy-Regularized Policy Approximation,Georgia Institute of Technology,Georgia Institute of Technology,Georgia Institute of Technology,,,,,,,,,,,,,,,,,,3.0,0.0
604,Coupling Intent and Action for Pedestrian Crossing Behavior Prediction,University of Michigan–Ann Arbor,University of Michigan–Ann Arbor,University of Michigan–Ann Arbor,University of Michigan–Ann Arbor,University of Michigan–Ann Arbor,,,,,,,,,,,,,,,,5.0,0.0
605,Micro-Expression Recognition Enhanced by Macro-Expression from Spatial-Temporal Domain,University of Science and Technology of China,University of Science and Technology of China, Anhui Robot Technology Standard Innovation Bas,,,,,,,,,,,,,,,,,,2.0,0.0
606,Time-Series Representation Learning via Temporal and Contextual Contrasting,Nanyang Technological University,Nanyang Technological University,Institute for Infocomm Research,Institute for Infocomm Research,Nanyang Technological University,Institute for Infocomm Research,Nanyang Technological University,,,,,,,,,,,,,,7.0,0.0
607,Video Summarization via Label Distributions Dual-Reward,Southeast University,Southeast University,Southeast University,,,,,,,,,,,,,,,,,,3.0,0.0
608,Low Resolution Information Also Matters: Learning Multi-Resolution Representations for Person Re-Identification,Nanyang Technological University,Nanjing University of Information Science and Technology,Nanyang Technological University," Singapore Telecommunications Limited, Singapor"," Singapore Telecommunications Limited, Singapor",,,,,,,,,,,,,,,,3.0,2.0
609,The Traveling Tournament Problem with Maximum Tour Length Two: A Practical Algorithm with An Improved Approximation Bound,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,,,,,,,,,,,,,,,,,,,2.0,0.0
610,A Runtime Analysis of Typical Decomposition Approaches in MOEA/D Framework for Many-objective Optimization Problems,Sun Yat-sen University,Affiliated Hospital of Youjiang Medical University for Nationalities,Sun Yat-sen University,Microsoft Research (India),Microsoft Research (India),,,,,,,,,,,,,,,,3.0,2.0
611,Graph Deformer Network,Key Lab of Intelligent Perception and Systems for High-Dimensional Information of Ministry of Education,Jiangsu Key Lab of Image and Video Understanding for Social Security,Nanjing University of Science and Technology,,,,,,,,,,,,,,,,,,5.0,0.0
612,Tournaments in Computational Social Choice: Recent Developments,National University of Singapore,,,,,,,,,,,,,,,,,,,,1.0,0.0
613,Information-Theoretic Methods in Deep Neural Networks: Recent Advances and Emerging Opportunities," NEC Laboratories Europe, 69115 Heidelberg, German",University of Kentucky,University of Florida Health,,,,,,,,,,,,,,,,,,2.0,1.0
614,Direction-aware Feature-level Frequency Decomposition for Single Image Deraining,Nanjing University of Aeronautics and Astronautics,Nanjing University of Aeronautics and Astronautics,Nanjing University of Aeronautics and Astronautics,Lingnan University,Xiamen University,Xiamen University,Toronto Metropolitan University,Hong Kong Polytechnic University,,,,,,,,,,,,,8.0,0.0
615,Zero-Shot Chinese Character Recognition with Stroke-Level Decomposition,Fudan University,Fudan University,Fudan University,,,,,,,,,,,,,,,,,,3.0,0.0
616,Two-sided Wasserstein Procrustes Analysis,The Ohio State University,The Ohio State University,The Ohio State University,,,,,,,,,,,,,,,,,,3.0,0.0
617,Ordering-Based Causal Discovery with Reinforcement Learning,Xi'an Jiaotong University,University College London, Huawei Noah's Ark La,Xi'an Jiaotong University, Huawei Noah's Ark La, Huawei Noah's Ark La,Tianjin University,University College London,,,,,,,,,,,,,5.0,0.0
618,Information Bottleneck Approach to Spatial Attention Learning,Chinese University of Hong Kong,Chinese University of Hong Kong,Chinese University of Hong Kong,Chinese University of Hong Kong,University of Electronic Science and Technology of China,Chinese University of Hong Kong,,,,,,,,,,,,,,,6.0,0.0
619,Towards Understanding Deep Learning from Noisy Labels with Small-Loss Criterion,Nanjing University,Nanjing University,Nanjing University,,,,,,,,,,,,,,,,,,3.0,0.0
620,On the Neural Tangent Kernel of Deep Networks with Orthogonal Initialization,University of Technology Sydney,Northwestern University,University of Technology Sydney,,,,,,,,,,,,,,,,,,3.0,0.0
621,BACKDOORL: Backdoor Attack against Competitive Reinforcement Learning,"University of California, Berkeley","University of California, Berkeley",Pennsylvania State University,Pennsylvania State University,Pennsylvania State University,"University of California, Berkeley",,,,,,,,,,,,,,,6.0,0.0
622,PointLIE: Locally Invertible Embedding for Point Cloud Sampling and Recovery,"Chinese University of Hong Kong, Shenzhen",Shenzhen Research Institute of Big Data,"Chinese University of Hong Kong, Shenzhen",Shenzhen Research Institute of Big Data,Shenzhen Research Institute of Big Data,Shanghai University,"Chinese University of Hong Kong, Shenzhen",Shenzhen Research Institute of Big Data,"Chinese University of Hong Kong, Shenzhen",Shenzhen Research Institute of Big Data,"Chinese University of Hong Kong, Shenzhen",Shenzhen Luohu People's Hospital,"Chinese University of Hong Kong, Shenzhen",Shenzhen Research Institute of Big Data,,,,,,,14.0,0.0
623,Solving Graph Homomorphism and Subgraph Isomorphism Problems Faster Through Clique Neighbourhood Constraints,University of Oxford,University of Glasgow,,,,,,,,,,,,,,,,,,,2.0,0.0
624,Hardware-Aware Neural Architecture Search: Survey and Taxonomy,Polytechnic University of Hauts-de-France,IBM Research - Thomas J. Watson Research Center,Polytechnic University of Hauts-de-France,Polytechnic University of Hauts-de-France," IBM Research AI, IBM Technology Campus, Dublin, Ireland",IBM Research - Thomas J. Watson Research Center,,,,,,,,,,,,,,,3.0,3.0
625,Partition Function Estimation: A Quantitative Study,Indian Institute of Technology Kanpur,National University of Singapore,National University of Singapore,,,,,,,,,,,,,,,,,,3.0,0.0
626,HyperLDLf: a Logic for Checking Properties of Finite Traces Process Logs,Sapienza University of Rome,Free University of Bozen-Bolzano,Free University of Bozen-Bolzano,Sapienza University of Rome,,,,,,,,,,,,,,,,,4.0,0.0
627,Best-Effort Synthesis: Doing Your Best Is Not Harder Than Giving Up,Sapienza University of Rome,University of Sydney,,,,,,,,,,,,,,,,,,,2.0,0.0
628,Comparing Weak Admissibility Semantics to their Dung-style Counterparts (Extended Abstract),Leipzig University,Leipzig University,Leipzig University,Institute of Information and Computational Technologies,,,,,,,,,,,,,,,,,3.0,0.0
629,Finding the Hardest Formulas for Resolution (Extended Abstract) *,Friedrich Schiller University Jena,Friedrich Schiller University Jena,,,,,,,,,,,,,,,,,,,2.0,0.0
630,Challenges and Opportunities of Building Fast GBDT Systems,University of Western Australia,National University of Singapore,National University of Singapore,Peking University,,,,,,,,,,,,,,,,,4.0,0.0
631,A Survey on Response Selection for Retrieval-based Dialogues,Peking University,Peking University, Meituan Corporatio,,,,,,,,,,,,,,,,,,2.0,0.0
632,Heterogeneous Graph Information Bottleneck,Hebei University of Technology,Institute of Information Engineering,Hebei University of Technology,Hebei University of Technology,Hebei University of Technology,Hebei University of Technology,Institute of Information Engineering,Institute of Information Engineering,Beihang University,,,,,,,,,,,,9.0,0.0
633,A New Upper Bound Based on Vertex Partitioning for the Maximum k-plex Problem,Yunnan University,Yunnan University,Yunnan University,Yunnan University,Urban Planning & Design Institute of Shenzhen (China),"Chinese University of Hong Kong, Shenzhen",,,,,,,,,,,,,,,5.0,0.0
634,Non-Parametric Stochastic Sequential Assignment With Random Arrival Times,,,,,,,,,,,,,,,,,,,,,0.0,0.0
635,Learning Groupwise Explanations for Black-Box Models,Peking University,Microsoft Research Asia (China),Peking University,Microsoft Research Asia (China),Microsoft Research Asia (China),,,,,,,,,,,,,,,,2.0,3.0
636,Jointly Learning Prices and Product Features, Google Researc, Google Researc, Google Researc, Google Researc, Google Researc,,,,,,,,,,,,,,,,0.0,4.0
637,Detecting Deepfake Videos with Temporal Dropout 3DCNN,Institute of Information Engineering,University of Chinese Academy of Sciences,Institute of Information Engineering,University of Chinese Academy of Sciences,Institute of Information Engineering,University of Chinese Academy of Sciences,Shanghai University,Institute of Information Engineering,University of Chinese Academy of Sciences,,,,,,,,,,,,9.0,0.0
638,Unifying Online and Counterfactual Learning to Rank: A Novel Counterfactual Estimator that Effectively Utilizes Online Interventions (Extended Abstract),University of Helsinki,University of Toronto,University of Toronto,,,,,,,,,,,,,,,,,,3.0,0.0
639,Type Anywhere You Want: An Introduction to Invisible Mobile Keyboard,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,,,,,,,,,,,,,,,,,4.0,0.0
640,How Hard to Tell? Complexity of Belief Manipulation Through Propositional Announcements,University of Vienna,British Columbia Institute of Technology,École Normale Supérieure de Rennes,TU Wien,,,,,,,,,,,,,,,,,4.0,0.0
641,Fast Algorithms for Relational Marginal Polytopes,KU Leuven,Beihang University,China Rehabilitation Research Center,Beihang University,Czech Technical University in Prague,,,,,,,,,,,,,,,,5.0,0.0
642,Recent Trends in Word Sense Disambiguation: A Survey,Sapienza University of Rome,University of Copenhagen,University of Helsinki,Sapienza University of Rome,,,,,,,,,,,,,,,,,4.0,0.0
643,Decomposition Strategies to Count Integer Solutions over Linear Constraints,Johannes Kepler University of Linz,Johannes Kepler University of Linz,,,,,,,,,,,,,,,,,,,2.0,0.0
644,A Sketch-Transformer Network for Face Photo-Sketch Synthesis,Xidian University,Xidian University,Xidian University,"Chinese University of Hong Kong, Shenzhen",Tencent (China),Chongqing University of Posts and Telecommunications,,,,,,,,,,,,,,,5.0,1.0
645,Hierarchical Adaptive Temporal-Relational Modeling for Stock Trend Prediction,Peking University,University of International Relations,Peking University,Peking University,Peking University,,,,,,,,,,,,,,,,5.0,0.0
646,Noise Doesn't Lie: Towards Universal Detection of Deep Inpainting,University of Melbourne,University of Melbourne,Deakin University,Quantum Group (United States),Quantum Group (United States),Quantum Group (United States),Tsinghua University,,,,,,,,,,,,,,4.0,3.0
647,Asynchronous Active Learning with Distributed Label Querying *,Nanjing University of Aeronautics and Astronautics,Nanjing University of Aeronautics and Astronautics,Nanjing University of Aeronautics and Astronautics,Nanjing University of Aeronautics and Astronautics,,,,,,,,,,,,,,,,,4.0,0.0
648,Hindsight Value Function for Variance Reduction in Stochastic Dynamic Environment,Institute of Computing Technology,Eyegaze (United States),University of Chinese Academy of Sciences,Institute of Computing Technology,Eyegaze (United States),Institute of Computing Technology,Institute of Computing Technology,Eyegaze (United States),University of Chinese Academy of Sciences,Institute of Computing Technology,Eyegaze (United States),University of Science and Technology of China,Institute of Computing Technology,Eyegaze (United States),Institute of Computing Technology,Institute of Computing Technology,Eyegaze (United States),Institute of Computing Technology,University of Chinese Academy of Sciences,Center for Excellence in Brain Science and Intelligence Technology,14.0,0.0
