Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,num_academia,num_company
189,Sample Efficient On-Line Learning of Optimal Dialogue Policies with Kalman Temporal Differences," UMI 2958 (GeorgiaTech -CNRS) 2 rue Edouard Belin, 57070 Metz -Franc"," UMI 2958 (GeorgiaTech -CNRS) 2 rue Edouard Belin, 57070 Metz -Franc"," UMI 2958 (GeorgiaTech -CNRS) 2 rue Edouard Belin, 57070 Metz -Franc"," UMI 2958 (GeorgiaTech -CNRS) 2 rue Edouard Belin, 57070 Metz -Franc",,,,,,,,,3.0,0.0
190,Dealing with Concept Drift and Class Imbalance in Multi-Label Stream Classification,Aristotle University of Thessaloniki,Otto-von-Guericke University Magdeburg,Aristotle University of Thessaloniki,Aristotle University of Thessaloniki,,,,,,,,,4.0,0.0
191,Bayesian Chain Classifiers for Multidimensional Classification,"National Institute of Astrophysics, Optics and Electronics",Technical University of Madrid,,,,,,,,,,,2.0,0.0
192,A Convex Formulation of Modularity Maximization for Community Detection,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,,,,,,,,,,,2.0,0.0
193,Managed Multi-Context Systems *,Institute of Computer Vision and Applied Computer Sciences, Vienna University of Technology Institute of Information System, Vienna University of Technology Institute of Information System, Vienna University of Technology Institute of Information System,,,,,,,,,4.0,0.0
194,Integrating Learning into a BDI Agent for Environments with Changing Dynamics,RMIT University,RMIT University,RMIT University,University of Sydney,,,,,,,,,4.0,0.0
195,picoTrans: Using Pictures as Input for Machine Translation on Mobile Devices,NICT Multilingual Translation Laborator,The University of Tokyo,The University of Tokyo,NICT Multilingual Translation Laborator,,,,,,,,,4.0,0.0
196,Efficient Mechanisms with Risky Participation,"Yahoo! Research 111 West 40th Street New York, NY 1001",,,,,,,,,,,,0.0,1.0
197,Unweighted Coalitional Manipulation Under the Borda Rule Is NP-Hard,Technical University of Berlin,Technical University of Berlin,Eindhoven University of Technology,,,,,,,,,,3.0,0.0
198,Diversity Regularized Machine *,Nanjing University,Nanjing University,Nanjing University,,,,,,,,,,3.0,0.0
199,Heuristic Algorithms for Balanced Multi-Way Number Partitioning,Singapore Management University,Singapore Management University,,,,,,,,,,,2.0,0.0
200,Relating the Semantics of Abstract Dialectical Frameworks and Standard AFs *,"Computer Science Institute Univ. of Leipzig, German",University of Liverpool,"Institute of Information Systems Vienna Univ. of Technology, Austri",,,,,,,,,,3.0,0.0
201,Efficient Searching Top-k Semantic Similar Words,The University of Tokyo,The University of Tokyo,,,,,,,,,,,2.0,0.0
202,Efficient Rule-Based Inferencing for OWL EL,University of Oxford,,,,,,,,,,,,1.0,0.0
203,GUARDS -Innovative Application of Game Theory for National Airport Security,The University of Texas at El Paso, APEX STORE-Technology Lead: Science and Technology Directorate,United States Department of Homeland Security, Program Manager: Transportation Security Administratio,University of Southern California,,,,,,,,6.0,0.0
204,On Trivial Solution and Scale Transfer Problems in Graph Regularized NMF,University of Illinois Urbana-Champaign,The University of Texas at Arlington,University of Illinois Urbana-Champaign,,,,,,,,,,3.0,0.0
205,Considerate Equilibrium *,RWTH Aachen University," Faculty of Industrial Engineering and Management, Technion, Israel",University of Southampton,Nanyang Technological University,RWTH Aachen University,,,,,,,,5.0,0.0
206,Binary Aggregation with Integrity Constraints,"Institute for Logic, Language and Computation University of Amsterda","Institute for Logic, Language and Computation University of Amsterda",,,,,,,,,,,2.0,0.0
207,Learning Bilingual Lexicons Using the Visual Similarity of Labeled Web Images,Johns Hopkins University,Johns Hopkins University,,,,,,,,,,,2.0,0.0
208,The Role of Intention Recognition in the Evolution of Cooperative Behavior,Centro de Inteligência Artificial (CENTRIA,Universidade Nova de Lisboa,,,,,,,,,,,3.0,0.0
209,Revising Horn Theories,Simon Fraser University,University of Patras,,,,,,,,,,,2.0,0.0
210,Succinctness of Epistemic Languages,Computer Science Univ. of Western Australi,Computer Science Univ. of Liverpoo,Computer Science Univ. of Liverpoo,,,,,,,,,,3.0,0.0
211,A Graph-Based Algorithm for Inducing Lexical Taxonomies from Scratch,Soochow University,Soochow University,Soochow University,Hong Kong Polytechnic University,,,,,,,,,4.0,0.0
212,Distance Metric Learning under Covariate Shift,Microsoft Research Asia (China),Microsoft Research Asia (China),Microsoft Research Asia (China),Microsoft Research Asia (China),Microsoft Research Asia (China),Microsoft Research Asia (China),Microsoft Research Asia (China),,,,,,0.0,7.0
213,"Flexible, High Performance Convolutional Neural Networks for Image Classification",Dalle Molle Institute for Artificial Intelligence Research,Dalle Molle Institute for Artificial Intelligence Research,Dalle Molle Institute for Artificial Intelligence Research,Dalle Molle Institute for Artificial Intelligence Research,Dalle Molle Institute for Artificial Intelligence Research,,,,,,,,5.0,0.0
214,Robust Approximation and Incremental Elicitation in Voting Protocols,University of Toronto,University of Toronto,,,,,,,,,,,2.0,0.0
215,A Framework for Longitudinal Influence Measurement between Communication Content and Social Networks,University of Amsterdam,University of Amsterdam,,,,,,,,,,,2.0,0.0
216,Short Text Conceptualization Using a Probabilistic Knowledgebase,Microsoft Research Asia (China),Microsoft Research Asia (China),Microsoft Research Asia (China),Microsoft Research Asia (China),Microsoft Research Asia (China),,,,,,,,0.0,5.0
217,Fashion Coordinates Recommender System Using Photographs from Fashion Magazines,Kyoto University,Kyoto University,Kyoto University,,,,,,,,,,3.0,0.0
218,"Finding (α, ϑ)-Solutions via Sampled SCSPs",Wageningen University & Research,İzmir University of Economics,Hacettepe University,University College Cork,,,,,,,,,4.0,0.0
219,Verifying Normative Behaviour via Normative Mechanism Design,Clausthal University of Technology,Utrecht University,,,,,,,,,,,2.0,0.0
220,Fast Nonnegative Matrix Tri-Factorization for Large-Scale Data Co-Clustering,The University of Texas at Arlington,The University of Texas at Arlington,The University of Texas at Arlington,The University of Texas at Arlington,,,,,,,,,4.0,0.0
221,"Finding ""Unexplained"" Activities in Video", University of Maryland Institute for Advanced Computer Studies, University of Maryland Institute for Advanced Computer Studies,University of Naples Federico II,University of Naples Federico II, University of Maryland Institute for Advanced Computer Studies,,,,,,,,2.0,0.0
222,Lower Bounds for Width-Restricted Clause Learning on Formulas of Small Width,Technion – Israel Institute of Technology,Ludwig-Maximilians-Universität München,,,,,,,,,,,2.0,0.0
223,Real-Time Solving of Quantified CSPs Based on Monte-Carlo Game Tree Search,Kyushu University,Kyushu University,Kyushu University,Kyushu University,,,,,,,,,4.0,0.0
224,Read-Once Resolution for Unsatisfiability-Based Max-SAT Algorithms *,University College Dublin,University College Dublin,,,,,,,,,,,2.0,0.0
225,Tractable Massively Multi-Agent Pathfinding with Solution Quality and Completeness Guarantees,Australian National University,,,,,,,,,,,,1.0,0.0
226,An Efficient Framework for Constructing Generalized Locally-Induced Text Metrics,University of Pittsburgh,University of Pittsburgh,University of Pittsburgh,,,,,,,,,,3.0,0.0
227,Aggregating Dependency Graphs into Voting Agendas in Multi-Issue Elections,"Institute for Logic, Language and Computation University of Amsterda","Institute for Logic, Language and Computation University of Amsterda","Institute for Logic, Language and Computation University of Amsterda","Institute for Logic, Language and Computation University of Amsterda","Institute for Logic, Language and Computation University of Amsterda",,,,,,,,5.0,0.0
228,A General MCMC Method for Bayesian Inference in Logic-Based Probabilistic Modeling,Tokyo Institute of Technology,,,,,,,,,,,,1.0,0.0
229,Learning to Identify Review Spam,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,,,,,,,,,4.0,0.0
230,Non-Linear Monte-Carlo Search in Civilization II,University College London,Massachusetts Institute of Technology,,,,,,,,,,,2.0,0.0
231,Lost in Translation: Language Independence in Propositional Logic -Application to Belief Revision and Belief Merging,Artois University,Artois University,,,,,,,,,,,2.0,0.0
232,Context-Sensitive Diagnosis of Discrete-Event Systems,University of Brescia,University of Brescia,,,,,,,,,,,2.0,0.0
233,Imitation Learning in Relational Domains: A Functional-Gradient Boosting Approach,Oregon State University,Oregon State University,Fraunhofer Institute for Intelligent Analysis and Information Systems,University of Wisconsin–Madison,Wake Forest University,,,,,,,,5.0,0.0
234,Efficient Planning for Factored Infinite-Horizon DEC-POMDPs,Aalto University,Helsinki Institute for Information Technology,,,,,,,,,,,2.0,0.0
235,Emergence and Stability of Social Conventions in Conflict Situations,Waseda University,,,,,,,,,,,,1.0,0.0
236,An Agent-Oriented Software Engineering Methodology to Develop Adaptive Virtual Organizations,Universitat Politècnica de València,Universitat Politècnica de València,Universitat Politècnica de València,,,,,,,,,,3.0,0.0
237,Decision Support through Argumentation-Based Practical Reasoning,University of Brescia,,,,,,,,,,,,1.0,0.0
238,Distributed Constraint Optimization Problems Related with Soft Arc Consistency,Autonomous University of Barcelona,Autonomous University of Barcelona,,,,,,,,,,,2.0,0.0
239,Modular Community Detection in Networks,"Macao Polytechnic Institute Macao SAR, Chin",University of Alberta,,,,,,,,,,,2.0,0.0
240,Feature Selection via Joint Embedding Learning and Sparse Regression,National University of Defense Technology,The University of Texas at Arlington,National University of Defense Technology,National University of Defense Technology,,,,,,,,,4.0,0.0
241,Reasoning About Preferences in Intelligent Agent Systems *,Utrecht University,RMIT University,RMIT University,,,,,,,,,,3.0,0.0
242,On the Decidability of HTN Planning with Task Insertion,University of Ulm,University of Ulm,,,,,,,,,,,2.0,0.0
243,Iterative Flattening Search for the Flexible Job Shop Scheduling Problem,Institute of Cognitive Sciences and Technologies,Institute of Cognitive Sciences and Technologies,Institute of Cognitive Sciences and Technologies,Carnegie Mellon University,,,,,,,,,4.0,0.0
244,Learning Compact Visual Descriptor for Low Bit Rate Mobile Landmark Search,Systems Biology Institute,University of Southern California,Data61,Stanford University,University of Padua,Institute of Optics,University of Toronto,University of Trento,,,,,7.0,0.0
245,Utility-Based Fraud Detection,University of Porto,University of Porto,,,,,,,,,,,2.0,0.0
246,Well-Supported Semantics for Description Logic Programs,State Key Laboratory of Computer Science,Chinese Academy of Sciences,,,,,,,,,,,1.0,0.0
247,Relating Carneades with Abstract Argumentation,Utrecht University,Utrecht University,,,,,,,,,,,2.0,0.0
248,Capturing an Evader in a Polygonal Environment with Obstacles,Department of Computer Science and Engineering University of Minnesot,Department of Computer Science and Engineering University of Minnesot,,,,,,,,,,,2.0,0.0
249,Randomized Sensing in Adversarial Environments,ETH Zurich,University of Michigan–Ann Arbor,Point Loma Nazarene University,,,,,,,,,,2.0,0.0
250,Bayesian Abductive Logic Programs: A Probabilistic Logic for Abductive Reasoning,The University of Texas at Austin,,,,,,,,,,,,1.0,0.0
251,Tractable Set Constraints,École Polytechnique,"Équipe de Logique Mathématique IMJ (CNRS UMR 7586) Université Paris 7, Franc",Stanford University,,,,,,,,,,3.0,0.0
252,Mechanism Design for Double Auctions with Temporal Constraints *,Western Sydney University,University of Toulouse,,,,,,,,,,,2.0,0.0
253,Sketch Recognition Algorithms for Comparing Complex and Unpredictable Shapes,Texas A&M University,Saint Mary's University of Minnesota,Texas A&M University,Texas A&M University,,,,,,,,,3.0,0.0
254,Coordinating Logistics Operations with Privacy Guarantees,École Polytechnique Fédérale de Lausanne,École Polytechnique Fédérale de Lausanne,,,,,,,,,,,2.0,0.0
255,Open Information Extraction: The Second Generation,University of Washington,University of Washington,University of Washington,University of Washington,,,,,,,,,4.0,0.0
256,Towards a Smarter Web,University of Southampton,University of Southampton,,,,,,,,,,,2.0,0.0
257,Trust Mechanisms for Online Systems (Extended Abstract),University of Freiburg,,,,,,,,,,,,1.0,0.0
258,Log-Linear Description Logics,"KR & KM Research Group Universität Mannheim Mannheim, German","KR & KM Research Group Universität Mannheim Mannheim, German","KR & KM Research Group Universität Mannheim Mannheim, German",,,,,,,,,,3.0,0.0
259,Real-Time Heuristic Search with Depression Avoidance,Catholic University of the Most Holy Conception,Pontificia Universidad Católica de Chile,,,,,,,,,,,2.0,0.0
260,Exploiting Short Supports for Generalised Arc Consistency for Arbitrary Constraints,University of St Andrews,University of St Andrews,University of St Andrews,University of St Andrews,,,,,,,,,4.0,0.0
261,Research Proposal: Cooperation among Self Interested Agents,,,,,,,,,,,,,0.0,0.0
262,The Shapley Value as a Function of the Quota in Weighted Voting Games,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,,,,,,,,,,3.0,0.0
263,Large Linear Classification When Data Cannot Fit in Memory,National Taiwan University,National Taiwan University,National Taiwan University,National Taiwan University,,,,,,,,,4.0,0.0
264,Belief Revision on Computation Tree Logic *,Universidade de São Paulo,Universidade de São Paulo,,,,,,,,,,,2.0,0.0
265,Attack Semantics for Abstract Argumentation,Research Centre Inria Sophia Antipolis - Méditerranée,University of Toronto,University of Luxembourg,,,,,,,,,,3.0,0.0
266,On the Complexity of Voting Manipulation under Randomized Tie-Breaking,Nanyang Technological University,Nanyang Technological University,,,,,,,,,,,2.0,0.0
267,Logic Programming for Boolean Networks,National Institute of Informatics,,,,,,,,,,,,1.0,0.0
268,Revisiting Preferences and Argumentation,King's College London,Utrecht University,University of Groningen,,,,,,,,,,3.0,0.0
269,Transfer Learning for Activity Recognition via Sensor Mapping,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,,,,,,,,,,,2.0,0.0
270,On the Progression of Knowledge in the Situation Calculus,Sun Yat-sen University," Guangdong Institute of Public Administration Guangzhou 510006, Chin",Sun Yat-sen University,,,,,,,,,,2.0,0.0
271,Goal Recognition over POMDPs: Inferring the Intention of a POMDP Agent,Pompeu Fabra University,Institució Catalana de Recerca i Estudis Avançats,,,,,,,,,,,2.0,0.0
272,Learning Inter-Related Statistical Query Translation Models for English-Chinese Bi-Directional CLIR,Fudan University,Fudan University,Fudan University,Fudan University,University of North Carolina at Charlotte,,,,,,,,5.0,0.0
273,Gaussianity Measures for Detecting the Direction of Causal Time Series *,Autonomous University of Madrid,Autonomous University of Madrid,Autonomous University of Madrid,,,,,,,,,,3.0,0.0
274,Combining Supervised and Unsupervised Models via Unconstrained Probabilistic Embedding,Institute of Computing Technology,University of Chinese Academy of Sciences, Hewlett Packard Labs China,Institute of Computing Technology,University of Chinese Academy of Sciences,Institute of Computing Technology,Institute of Computing Technology, Hewlett Packard Labs China,,,,,6.0,0.0
275,Online Planning for Ad Hoc Autonomous Agent Teams,University of Science and Technology of China,University of Massachusetts Amherst,University of Science and Technology of China,,,,,,,,,,3.0,0.0
276,Symmetries and Lazy Clause Generation *,Data61,Data61,Monash University,Monash University,,,,,,,,,4.0,0.0
277,A Method for Evaluating and Standardizing Ontologies,"University at Buffalo, State University of New York",,,,,,,,,,,,1.0,0.0
278,Graph Pruning and Symmetry Breaking on Grid Maps,Data61,,,,,,,,,,,,1.0,0.0
279,New Complexity Results for MAP in Bayesian Networks,Dalle Molle Institute for Artificial Intelligence Research,,,,,,,,,,,,1.0,0.0
280,Aesthetic Guideline Driven Photography by Robots,"International Institute of Information Technology, Hyderabad","International Institute of Information Technology, Hyderabad",,,,,,,,,,,2.0,0.0
281,Bounded Suboptimal Search: A Direct Approach Using Inadmissible Estimates,University of New Hampshire,University of New Hampshire,,,,,,,,,,,2.0,0.0
282,"Multi-Evidence Lifted Message Passing, with Application to PageRank and the Kalman Filter","Knowledge Dicovery, Fraunhofer IAIS 53754 Sankt Augustin, German","Knowledge Dicovery, Fraunhofer IAIS 53754 Sankt Augustin, German",Data61,,,,,,,,,,2.0,0.0
283,Dishonest Reasoning by Abduction,Wakayama University,,,,,,,,,,,,1.0,0.0
284,Discovering Deformable Motifs in Continuous Time Series Data,Stanford University,Stanford University,Stanford University,,,,,,,,,,3.0,0.0
285,Active Online Classification via Information Maximization,IBM Research - Haifa,IBM Research - Haifa,Technion – Israel Institute of Technology,,,,,,,,,,3.0,0.0
286,Agent-Oriented Incremental Team and Activity Recognition *,University of Aberdeen,University of Aberdeen,University of Aberdeen,Carnegie Mellon University,,,,,,,,,4.0,0.0
287,Fast Approximate Nearest-Neighbor Search with k-Nearest Neighbor Graph,Department of Computing Science University of Albert,Department of Computing Science University of Albert,Department of Computing Science University of Albert,Department of Computing Science University of Albert,,,,,,,,,4.0,0.0
288,Description Logic TBoxes: Model-Theoretic Characterizations and Rewritability,University of Bremen,University of Liverpool,University of Bremen,University of Liverpool,,,,,,,,,4.0,0.0
289,Fusion of Multiple Features and Supervised Learning for Chinese OOV Term Detection and POS Guessing,Fudan University,"{yjzhang, 082024072, 10210240122",,,,,,,,,,,1.0,0.0
290,Computing Infinite Plans for LTL Goals Using a Classical Planner,Imperial College London,Pompeu Fabra University,Sapienza University of Rome,Institució Catalana de Recerca i Estudis Avançats,,,,,,,,,4.0,0.0
291,Angular Decomposition,Anhui University,Anhui University,The University of Texas at Arlington,Anhui University,Anhui University,,,,,,,,5.0,0.0
292,Domain Adaptation with Ensemble of Feature Groups,University of Illinois Urbana-Champaign,Microsoft (United States),,,,,,,,,,,1.0,1.0
293,A Logical Formulation for Negotiation Among Dishonest Agents *,Wakayama University,New Mexico State University,New Mexico State University,,,,,,,,,,3.0,0.0
294,A Competitive Strategy for Function Approximation in Q-Learning,Institute of Robotics and Industrial Informatics,Institute of Robotics and Industrial Informatics,,,,,,,,,,,2.0,0.0
295,Accommodating Human Variability in Human-Robot Teams through Theory of Mind,United States Naval Research Laboratory,United States Naval Research Laboratory,United States Naval Research Laboratory,,,,,,,,,,3.0,0.0
296,Lifted Relational Kalman Filtering,University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign,,,,,,,,,,3.0,0.0
297,Complete Algorithms for Cooperative Pathfinding Problems,"University of California, Los Angeles","University of California, Los Angeles",,,,,,,,,,,2.0,0.0
298,Towards Scalable MDP Algorithms,University of Washington,,,,,,,,,,,,1.0,0.0
299,Agent-Based Negotiation Teams,Universitat Politècnica de València,Universitat Politècnica de València,Universitat Politècnica de València,,,,,,,,,,3.0,0.0
300,Constraint Satisfaction Problems: Convexity Makes AllDifferent Constraints Tractable,Charles Darwin University,Government of the Northern Territory,Max Planck Institute for Informatics,Max Planck Institute for Informatics,Data61,Charles Darwin University,Government of the Northern Territory,,,,,,7.0,0.0
301,Using Gaussian Processes to Optimise Concession in Complex Negotiations against Unknown Opponents,University of Southampton,University of Southampton,University of Southampton,University of Southampton,,,,,,,,,4.0,0.0
302,Multi-Agent Plan Recognition with Partial Team Traces and Plan Libraries,Sun Yat-sen University,Sun Yat-sen University,,,,,,,,,,,2.0,0.0
303,Temporal Defeasible Argumentation in Multi-Agent Planning,Universitat Politècnica de València,University of Valencia,,,,,,,,,,,2.0,0.0
304,A Trust Prediction Approach Capturing Agents' Dynamic Behavior *,Nanyang Technological University,Nanyang Technological University,,,,,,,,,,,2.0,0.0
305,Real-Time Opponent Modelling in Trick-Taking Card Games,University of Alberta,University of Alberta,,,,,,,,,,,2.0,0.0
306,Evaluations of Hash Distributed A* in Optimal Sequence Alignment,Bank of Japan,Bank of Japan,Bank of Japan,,,,,,,,,,3.0,0.0
307,Transfer Learning in Spatial Reasoning Puzzles,"Department of Computer Science and Engineering, University of Minnesot",,,,,,,,,,,,1.0,0.0
308,"to logic for knowledge representation and problem solving, including his pioneering work on automated theorem proving and logic programming",,,,,,,,,,,,,0.0,0.0
309,A Real-Time Opponent Modeling System for Rush Football,University of Central Florida,University of Central Florida,,,,,,,,,,,2.0,0.0
310,Exploiting Probabilistic Knowledge under Uncertain Sensing for Efficient Robot Behaviour,University of Birmingham,Royal Institute of Technology,University of Freiburg,,,,,,,,,,3.0,0.0
311,Causal Learnability,Open University of Cyprus,,,,,,,,,,,,1.0,0.0
312,Discrete-Time Temporal Reasoning with Horn DLRs,Linköping University,Linköping University,,,,,,,,,,,2.0,0.0
313,Point-Based Value Iteration for Constrained POMDPs,Korea University,Korea University,Korea University,University of Waterloo,,,,,,,,,4.0,0.0
314,"Agents, Actions and Goals in Dynamic Environments",Czech Technical University in Prague,University of Luxembourg,,,,,,,,,,,2.0,0.0
315,Dynamic Sanctioning for Robust and Cost-Efficient Norm Compliance,Research Institute for Artificial Intelligence,European University Institute,Institute of Cognitive Sciences and Technologies,Research Institute for Artificial Intelligence,Institute of Cognitive Sciences and Technologies,,,,,,,,5.0,0.0
316,A Decision-Theoretic Academic Advisor: Extended Abstract,Computer Science Department,,,,,,,,,,,,1.0,0.0
317,Large Neighborhood Search and Adaptive Randomized Decompositions for Flexible Jobshop Scheduling,University of Copenhagen,Brown University,,,,,,,,,,,2.0,0.0
318,Heuristic Rule-Based Regression via Dynamic Reduction to Classification,Technical University of Darmstadt,Technical University of Darmstadt,,,,,,,,,,,2.0,0.0
319,Learning Hash Functions for Cross-View Similarity Search,Microsoft Research (India),Microsoft Research (India),,,,,,,,,,,0.0,2.0
320,Social Instruments for Robust Convention Emergence,Research Institute for Artificial Intelligence,Research Institute for Artificial Intelligence,University of Tulsa,,,,,,,,,,3.0,0.0
321,A Trust and Reputation Model for Supply Chain Management,"University of Maryland, Baltimore County",,,,,,,,,,,,1.0,0.0
322,Generalized Reaction Functions for Solving Complex-Task Allocation Problems *,Meta (United States),University of Southern California,,,,,,,,,,,1.0,1.0
323,Depth-Driven Circuit-Level Stochastic Local Search for SAT,University College Dublin,University of Helsinki,York University,,,,,,,,,,3.0,0.0
324,From an Agent Logic to an Agent Programming Language for Partially Observable Stochastic Domains,Council of Scientific and Industrial Research,,,,,,,,,,,,1.0,0.0
325,Decision Making Under Uncertainty: Social Choice and Manipulation *,University of Kentucky,,,,,,,,,,,,1.0,0.0
326,Scalable Multiagent Planning Using Probabilistic Inference,University of Massachusetts Amherst,University of Massachusetts Amherst,Freie Universität Berlin,,,,,,,,,,3.0,0.0
327,Robotics and Vision,,,,,,,,,,,,,0.0,0.0
328,On Qualitative Route Descriptions: Representation and Computational Complexity,University of Freiburg,University of Freiburg,University of Freiburg,Australian National University,,,,,,,,,4.0,0.0
329,Description Logics and Fuzzy Probability,German Research Centre for Artificial Intelligence,Imperial College London,,,,,,,,,,,2.0,0.0
330,This volume constitutes the twenty-second IJCAI conference. The locations and times of all twenty-two IJCAI conferences are as follows,,,,,,,,,,,,,0.0,0.0
331,Distribution-Aware Online Classifiers,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,,,,,,,,,,3.0,0.0
332,Fast Anomaly Detection for Streaming Data *,Singapore University of Social Sciences,Monash University,Monash University,,,,,,,,,,3.0,0.0
333,A Comprehensive Approach to On-Board Autonomy Verification and Validation *,,,,,,,,,,,,,0.0,0.0
334,A System for Providing Differentiated QoS in Retail Banking,IBM Research - India,Google Inc,,,,,,,,,,,1.0,0.0
335,Agent-Based and Multiagent Systems,,,,,,,,,,,,,0.0,0.0
336,Classification of Emerging Extreme Event Tracks in Multivariate Spatio-Temporal Physical Systems Using Dynamic Network Structures: Application to Hurricane Track Prediction,North Carolina State University,North Carolina State University,Northwestern University,North Carolina State University,Oak Ridge National Laboratory,North Carolina State University,Northwestern University,University of Minnesota,North Carolina State University,North Carolina State University,Oak Ridge National Laboratory,,11.0,0.0
337,Semi-Supervised Learning from a Translation Model Between Data Distributions,Jaume I University,Jaume I University,,,,,,,,,,,2.0,0.0
338,Input Parameter Calibration in Forest Fire Spread Prediction: Taking the Intelligent Way *,University of Barcelona,University of Barcelona,,,,,,,,,,,2.0,0.0
339,Minimization for Generalized Boolean Formulas *,Rochester Institute of Technology,Kiel University,,,,,,,,,,,2.0,0.0
340,The Increasing Cost Tree Search for Optimal Multi-Agent Pathfinding,"Information Systems Engineering Departement Deutsche Telekom Laboratories Ben-Gurion University Be'er-Sheva, Israe","Information Systems Engineering Departement Deutsche Telekom Laboratories Ben-Gurion University Be'er-Sheva, Israe","Information Systems Engineering Departement Deutsche Telekom Laboratories Ben-Gurion University Be'er-Sheva, Israe","Information Systems Engineering Departement Deutsche Telekom Laboratories Ben-Gurion University Be'er-Sheva, Israe",,,,,,,,,4.0,0.0
341,Solving the Multiagent Selection and Scheduling Problem,University of Michigan–Ann Arbor,,,,,,,,,,,,1.0,0.0
342,Towards Social Problem-Solving with Human Subjects,Federal University of Rio Grande do Sul,Universidade Federal de Pelotas,Federal University of Rio Grande do Sul,,,,,,,,,,3.0,0.0
343,Multi-Kernel Gaussian Processes,University of Sydney,University of Sydney,,,,,,,,,,,2.0,0.0
344,Learning Where You Are Going and from Whence You Came: hand g-Cost Learning in Real-Time Heuristic Search,University of Denver,University of Alberta Hospital,,,,,,,,,,,2.0,0.0
345,An Interaction-Oriented Model for Multi-Scale Simulation,Charles de Gaulle University Lille III," LIFL UMR CNRS 8022 Villeneuve d'Ascq, Franc",,,,,,,,,,,2.0,0.0
346,Extending Decidable Existential Rules by Joining Acyclicity and Guardedness,University of Oxford,Karlsruhe Institute of Technology,,,,,,,,,,,2.0,0.0
347,Reasoning about Fuzzy Belief and Common Belief: With Emphasis on Incomparable Beliefs,Kyoto University,,,,,,,,,,,,1.0,0.0
348,Biclustering-Driven Ensemble of Bayesian Belief Network Classifiers for Underdetermined Problems,North Carolina State University,Oak Ridge National Laboratory,North Carolina State University,Oak Ridge National Laboratory,Oak Ridge National Laboratory,Zhejiang University,North Carolina State University,Oak Ridge National Laboratory,North Carolina State University,Oak Ridge National Laboratory,,,10.0,0.0
349,On the Utility of Curricula in Unsupervised Learning of Probabilistic Grammars,Iowa State University,Iowa State University,,,,,,,,,,,2.0,0.0
350,Transitively Relational Partial Meet Horn Contraction,Data61,Data61,,,,,,,,,,,2.0,0.0
351,Computing Minimum-Cardinality Diagnoses by Model Relaxation,National University of Sciences and Technology,,,,,,,,,,,,1.0,0.0
352,Pairwise Decomposition for Combinatorial Optimization in Graphical Models,Institut National de la Recherche Agronomique,Institut National de la Recherche Agronomique,Institut National de la Recherche Agronomique,Institut National de la Recherche Agronomique,,,,,,,,,4.0,0.0
353,Bounded Intention Planning,"University of California, Berkeley","University of California, Berkeley",,,,,,,,,,,2.0,0.0
354,Minimum Satisfiability and its Applications *,Huazhong University of Science and Technology,University of Picardie Jules Verne,University of Picardie Jules Verne,Research Institute for Artificial Intelligence," LRI/CNRS/INRIA & Université Paris 11 Orsay, Franc",,,,,,,,4.0,0.0
355,Continuous Time Planning for Multiagent Teams with Temporal Constraints,University of Southern California,University of Southern California,,,,,,,,,,,2.0,0.0
356,"Constraints, Satisfiability, and Search",,,,,,,,,,,,,0.0,0.0
357,Multi-Agent Coordination: DCOPs and Beyond *,Research Institute for Artificial Intelligence,Autonomous University of Barcelona,,,,,,,,,,,2.0,0.0
358,On Temporal Regulations and Commitment Protocols,University of Turin,University of Turin,University of Turin,,,,,,,,,,3.0,0.0
359,Revisiting Numerical Pattern Mining with Formal Concept Analysis,Inria Nancy - Grand-Est research centre,National Research University Higher School of Economics,Inria Nancy - Grand-Est research centre,,,,,,,,,,3.0,0.0
360,Probit Classifiers with a Generalized Gaussian Scale Mixture Prior,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,,,,,,,,,,3.0,0.0
361,An Approach to Minimal Belief via Objective Belief *,Technical University of Madrid,Technical University of Madrid,,,,,,,,,,,2.0,0.0
362,Computing Perfect Heuristics in Polynomial Time: On Bisimulation and Merge-and-Shrink Abstraction in Optimal Planning,Ben-Gurion University of the Negev,Computer Processing and Analysis of the French Language,University of Freiburg,,,,,,,,,,2.0,0.0
363,Planning under Partial Observability by Classical Replanning: Theory and Experiments,Simón Bolívar University,Institució Catalana de Recerca i Estudis Avançats,,,,,,,,,,,2.0,0.0
364,Belief Base Rationalization for Propositional Merging *,Artois University,Artois University,Artois University,,,,,,,,,,3.0,0.0
365,Existential Closures for Knowledge Compilation *,Artois University,,,,,,,,,,,,1.0,0.0
366,On the Effectiveness of CNF and DNF Representations in Contingent Planning,New Mexico State University,New Mexico State University,New Mexico State University,,,,,,,,,,3.0,0.0
367,Behaviour Recognition in Smart Homes,Massey University,Massey University,Massey University,,,,,,,,,,3.0,0.0
368,Regret Minimization in Multiplayer Extensive Games *,Alberta Hospital Edmonton,Alberta Hospital Edmonton,,,,,,,,,,,2.0,0.0
