Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,num_academia,num_company
678,Offline Time-Independent Multi-Agent Path Planning,Tokyo Institute of Technology,Tokyo Institute of Technology,Tokyo Institute of Technology,,,,,,,,,,,,,,,3.0,0.0
679,Attributed Graph Clustering with Dual Redundancy Reduction,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,,,,,,,,,,,,,,4.0,0.0
680,HifiHead: One-Shot High Fidelity Neural Head Synthesis with 3D Control," Youtu Lab, Tencen"," Youtu Lab, Tencen"," Youtu Lab, Tencen"," Youtu Lab, Tencen",Shanghai University," Youtu Lab, Tencen"," Youtu Lab, Tencen",,,,,,,,,,,1.0,0.0
681,A Multivariate Complexity Analysis of Qualitative Reasoning Problems,Linköping University,Linköping University,,,,,,,,,,,,,,,,2.0,0.0
682,Incentives in Social Decision Schemes with Pairwise Comparison Preferences,Technical University of Munich,Technical University of Munich,National University of Singapore,,,,,,,,,,,,,,,3.0,0.0
683,Curriculum-Based Self-Training Makes Better Few-Shot Learners for Data-to-Text Generation,Tsinghua University,Tsinghua University," OPPO Mobile Telecommunications Corp., Ltd, Chin",China Mobile (China),Tsinghua University,China Mobile (China),Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,,,,,,,,7.0,2.0
684,Searching for Optimal Subword Tokenization in Cross-domain NER,Fudan University,Fudan University,Fudan University,Fudan University," Meituan Inc., Beijing, Chin"," Meituan Inc., Beijing, Chin"," Meituan Inc., Beijing, Chin",Fudan University,,,,,,,,,,5.0,0.0
685,Spatiality-guided Transformer for 3D Dense Captioning on Point Clouds,University of Sydney,University of Sydney,University of Sydney,University of Sydney,,,,,,,,,,,,,,4.0,0.0
686,ChimeraMix: Image Classification on Small Datasets via Masked Feature Mixing,Leibniz University Hannover,Leibniz University Hannover,Leibniz University Hannover,,,,,,,,,,,,,,,3.0,0.0
687,Scalable ML Methods to Optimize KPIs in Real-World Manufacturing Processes,University of Klagenfurt,,,,,,,,,,,,,,,,,1.0,0.0
688,Hybrid Learning System for Large-scale Medical Image Analysis,University of Oxford,University of Oxford,,,,,,,,,,,,,,,,2.0,0.0
689,Computing Programs for Generalized Planning as Heuristic Search (Extended Abstract) *,Pompeu Fabra University,Universitat Politècnica de València,Pompeu Fabra University,,,,,,,,,,,,,,,3.0,0.0
690,Including Signed Languages in Natural Language Processing (Extended Abstract) *,Carnegie Mellon University,University of Pittsburgh,,,,,,,,,,,,,,,,2.0,0.0
691,Limits and Possibilities of Forgetting in Abstract Argumentation,Leipzig University,Leipzig University,,,,,,,,,,,,,,,,2.0,0.0
692,"Signed Neuron with Memory: Towards Simple, Accurate and High-Efficient ANN-SNN Conversion",University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,,,,,,,,,,,,,,4.0,0.0
693,A Unified Meta-Learning Framework for Dynamic Transfer Learning,University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign,,,,,,,,,,,,,,,,2.0,0.0
694,Stochastic Coherence Over Attention Trajectory For Continuous Learning In Video Streams,University of Siena,University of Siena,University of Florence,University of Siena,University of Florence,University of Siena,University of Florence,French Institute for Research in Computer Science and Automation,University of Siena,,,,,,,,,9.0,0.0
695,Efficient Multi-Agent Communication via Shapley Message Value,Nanjing University,Nanjing University," Polixir Technologies, Nanjing 210000, Chin",Nanjing University,Nanjing University,Peng Cheng Laboratory,,,,,,,,,,,,4.0,0.0
696,SoFaiR: Single Shot Fair Representation Learning,George Mason University,George Mason University,,,,,,,,,,,,,,,,2.0,0.0
697,Learning First-Order Rules with Differentiable Logic Program Semantics,Peking University,National Institute of Informatics,Peking University,Peking University,Guangzhou University,,,,,,,,,,,,,5.0,0.0
698,Multiband VAE: Latent Space Alignment for Knowledge Consolidation in Continual Learning,Warsaw University of Technology,Warsaw University of Technology,Warsaw University of Technology,Warsaw University of Technology,Warsaw University of Technology,Jagiellonian University, Tooploo,,,,,,,,,,,6.0,0.0
699,An EF2X Allocation Protocol for Restricted Additive Valuations,Max Planck Institute for Informatics,Saarland University,The University of Texas at Austin,Institute for Research in Fundamental Sciences,,,,,,,,,,,,,,4.0,0.0
700,Toward Policy Explanations for Multi-Agent Reinforcement Learning,University of Virginia,Bar-Ilan University,University of Virginia,,,,,,,,,,,,,,,3.0,0.0
701,Adversarial Bi-Regressor Network for Domain Adaptive Regression,Tulane University,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Tulane University,Massachusetts Institute of Technology,,,,,,,,,,,,6.0,0.0
702,Don't Touch What Matters: Task-Aware Lipschitz Data Augmentation for Visual Reinforcement Learning,Tsinghua University,Tsinghua University,University of Hong Kong,Tsinghua University,Tsinghua University,Tsinghua University,University of Hong Kong,Stanford University,,,,,,,,,,8.0,0.0
703,Black-box Audit of YouTube's Video Recommendation: Investigation of Misinformation Filter Bubble Dynamics (Extended Abstract) *, Kempelen Institute of Intelligent Technologie, Kempelen Institute of Intelligent Technologie,Brno University of Technology, Kempelen Institute of Intelligent Technologie, Kempelen Institute of Intelligent Technologie, Kempelen Institute of Intelligent Technologie, Kempelen Institute of Intelligent Technologie, Kempelen Institute of Intelligent Technologie, Slovak Centre for Research of Artificial Intelligence -slovak.A, Kempelen Institute of Intelligent Technologie, Kempelen Institute of Intelligent Technologie, Kempelen Institute of Intelligent Technologie, Slovak Centre for Research of Artificial Intelligence -slovak.A,,,,,1.0,0.0
704,Uncertainty-Aware Representation Learning for Action Segmentation,Research Organization for Information Science and Technology,Research Organization for Information Science and Technology,Tsinghua University,Research Organization for Information Science and Technology,Research Organization for Information Science and Technology,,,,,,,,,,,,,5.0,0.0
705,Model Stealing Defense against Exploiting Information Leak through the Interpretation of Deep Neural Nets,Korea University,Korea University,Korea University,,,,,,,,,,,,,,,3.0,0.0
706,Rethinking InfoNCE: How Many Negative Samples Do You Need?,Tsinghua University,Microsoft Research Asia (China),Tsinghua University,,,,,,,,,,,,,,,2.0,1.0
707,Automatically Gating Multi-Frequency Patterns through Rectified Continuous Bernoulli Units with Theoretical Principles,Southeast University,Southeast University,Southeast University,Southeast University,Southeast University,Southeast University,,,,,,,,,,,,6.0,0.0
708,Fairness without the Sensitive Attribute via Causal Variational Autoencoder,French National Centre for Scientific Research,AXA (France),French National Centre for Scientific Research,AXA (France),Polish Academy of Sciences,,,,,,,,,,,,,3.0,2.0
709,Markov Abstractions for PAC Reinforcement Learning in Non-Markov Decision Processes,Sapienza University of Rome,Sapienza University of Rome,Sapienza University of Rome,,,,,,,,,,,,,,,3.0,0.0
710,Composing Neural Learning and Symbolic Reasoning with an Application to Visual Discrimination,University of Illinois Urbana-Champaign,The University of Texas at Austin,University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign,,,,,,,,,,,,,,4.0,0.0
711,Transfer Learning Based Adaptive Automated Negotiating Agent Framework,NEC (United States),NEC (United States),National Institute of Advanced Industrial Science and Technology,NEC (United States),National Institute of Advanced Industrial Science and Technology,Assiut University,,,,,,,,,,,,3.0,3.0
712,Search-Based Testing of Reinforcement Learning,Graz University of Technology,Silicon Austria Labs (Austria),Graz University of Technology,Graz University of Technology,Silicon Austria Labs (Austria),Graz University of Technology, Lamarr Security Researc,,,,,,,,,,,4.0,2.0
713,Homeomorphic-Invariance of EM: Non-Asymptotic Convergence KL Divergence for Exponential Families via Mirror Descent,University of British Columbia,Cornell University,University of British Columbia,Canadian Institute for Advanced Research,,,,,,,,,,,,,,4.0,0.0
714,Towards Joint Intent Detection and Slot Filling via Higher-order Attention,Peking University,Peking University," Tencent Medical AI Lab, Chin"," Tencent Medical AI Lab, Chin",Peking University,,,,,,,,,,,,,3.0,0.0
715,Global Inference with Explicit Syntactic and Discourse Structures for Dialogue-Level Relation Extraction,Wuhan University,Wuhan University,Wuhan University,Wuhan University,Wuhan University,,,,,,,,,,,,,5.0,0.0
716,Data-Free Adversarial Knowledge Distillation for Graph Neural Networks,Beijing University of Posts and Telecommunications,Sony (Germany),Beijing University of Posts and Telecommunications,Emory University,Lehigh University,,,,,,,,,,,,,4.0,1.0
717,Copy Motion From One to Another: Fake Motion Video Generation,Zhejiang University,Zhejiang Gongshang University,Zhejiang Gongshang University,Zhejiang University,National University of Singapore,Shandong Normal University,Nanyang Technological University,University of Science and Technology of China,,,,,,,,,,8.0,0.0
718,FQ-ViT: Post-Training Quantization for Fully Quantized Vision Transformer,MEGVII Technolog,MEGVII Technolog,MEGVII Technolog,MEGVII Technolog,MEGVII Technolog,,,,,,,,,,,,,0.0,5.0
719,FedCG: Leverage Conditional GAN for Protecting Privacy and Maintaining Competitive Performance in Federated Learning,Sun Yat-sen University," WeBank, Chin"," WeBank, Chin"," WeBank, Chin"," WeBank, Chin"," WeBank, Chin",Sun Yat-sen University," WeBank, Chin",Hong Kong University of Science and Technology,,,,,,,,,0.0,5.0
720,Dynamic Graph Learning Based on Hierarchical Memory for Origin-Destination Demand Prediction,Beihang University,Beihang University,Beihang University,Beihang University,Beihang University,,,,,,,,,,,,,5.0,0.0
721,Source-Adaptive Discriminative Kernels based Network for Remote Sensing Pansharpening,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,,,,,,,,,,,,,,4.0,0.0
722,On the Expressivity of Markov Reward (Extended Abstract),Princeton University,Brown University,,,,,,,,,,,,,,,,2.0,0.0
723,Psychiatric Scale Guided Risky Post Screening for Early Detection of Depression,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,,,,,,,,,,,,,,4.0,0.0
724,MUIDIAL: Improving Dialogue Disentanglement with Intent-Based Mutual Learning,Institute of Software,University of Chinese Academy of Sciences,Institute of Software,University of Chinese Academy of Sciences,Occidental College,Institute of Software,University of Chinese Academy of Sciences,Institute of Software,University of Chinese Academy of Sciences,Institute of Software,Institute of Software,Academia Sinica,University of Chinese Academy of Sciences,,,,,13.0,0.0
725,Displaying Justifications for Collective Decisions,University of Amsterdam,University of Amsterdam,TU Wien,,,,,,,,,,,,,,,3.0,0.0
726,A Speech-driven Sign Language Avatar Animation System for Hearing Impaired Applications,Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),,,,,,,,,,,,0.0,6.0
727,Few-Shot Adaptation of Pre-Trained Networks for Domain Shift,Institute for Infocomm Research,Institute for Infocomm Research,Max Planck Institute for Informatics,Institute for Infocomm Research,Technical University of Darmstadt,,,,,,,,,,,,,5.0,0.0
728,Improving Transferability of Adversarial Examples with Virtual Step and Auxiliary Gradients,University of Science and Technology Beijing,University of Science and Technology Beijing,University of Science and Technology Beijing,University of Science and Technology Beijing,University of Science and Technology Beijing,University of Science and Technology Beijing,,,,,,,,,,,,6.0,0.0
729,"""Think Before You Speak"": Improving Multi-Action Dialog Policy by Planning Single-Action Dialogs",Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,China Mobile (China),China Mobile (China),,,,,,,,,,,,4.0,2.0
730,Contrastive Graph Transformer Network for Personality Detection,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Central South University,Beijing University of Posts and Telecommunications,,,,,,,,,,,,,5.0,0.0
731,Axiomatic Foundations of Explainability,French National Centre for Scientific Research,French National Centre for Scientific Research,,,,,,,,,,,,,,,,2.0,0.0
732,Multi-Agent Concentrative Coordination with Decentralized Task Representation,Nanjing University of Science and Technology,Eyegaze (United States),Nanjing University of Science and Technology,Tsinghua University,Nanjing University of Science and Technology,Nanjing University of Science and Technology,Nanjing University of Science and Technology,Nanjing University of Science and Technology,Nanjing University of Science and Technology,Tsinghua University,Peng Cheng Laboratory,,,,,,,10.0,0.0
733,Approximate Exploitability: Learning a Best Response,University of Alberta,University of Alberta,University of Alberta,University of Alberta,University of Alberta,University of Alberta,University of Alberta,University of Alberta,University of Alberta,University of Alberta,,,,,,,,10.0,0.0
734,Multi-Player Multi-Armed Bandits with Finite Shareable Resources Arms: Learning Algorithms & Applications *,Chinese University of Hong Kong,Chongqing University,Chinese University of Hong Kong,,,,,,,,,,,,,,,3.0,0.0
735,CLUSTER ATTACK: Query-based Adversarial Attacks on Graphs with Graph-Dependent Priors,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,Peng Cheng Laboratory,Tsinghua University,Tsinghua University,Peng Cheng Laboratory,Tsinghua University,,,,,,,,10.0,0.0
736,Proximity Enhanced Graph Neural Networks with Channel Contrast,Sun Yat-sen University,Sun Yat-sen University,,,,,,,,,,,,,,,,2.0,0.0
737,The Limits of Morality in Strategic Games,University of British Columbia,University of Southampton,,,,,,,,,,,,,,,,2.0,0.0
738,Online ECG Emotion Recognition for Unknown Subjects via Hypergraph-Based Transfer Learning,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,,,,,,,,,,,,,5.0,0.0
739,Learning Discrete Representations via Constrained Clustering for Effective and Efficient Dense Retrieval (Extended Abstract) *,Tsinghua University,Renmin University of China,Tsinghua University,Chinese Academy of Sciences,Tsinghua University,Tsinghua University,,,,,,,,,,,,6.0,0.0
740,Complex Query Answering with Neural Link Predictors (Extended Abstract) *,University College London,University College London,Vrije Universiteit Amsterdam,University of Amsterdam," Discovery Lab, Elsevier, The Netherland",Vrije Universiteit Amsterdam," Discovery Lab, Elsevier, The Netherland",,,,,,,,,,,5.0,0.0
741,Dynamic Bandits with Temporal Structure,Massachusetts Institute of Technology,Institute of Technology) and Djallel Bouneffouf (IBM Research),,,,,,,,,,,,,,,,1.0,0.0
742,Anchors Selection for Cross-lingual Embedding Alignment through Time,University of Milan,,,,,,,,,,,,,,,,,1.0,0.0
743,Boundary-Guided Camouflaged Object Detection,Inner Mongolia University,ETH Zurich,University of Petroleum,Inception Institute of Artificial Intelligence,,,,,,,,,,,,,,4.0,0.0
744,Iterative Few-shot Semantic Segmentation from Image Label Text,University of Washington,Tencent (China),Tencent (China),Tencent (China),Tencent (China),Tencent (China),University of Washington,Tencent (China),,,,,,,,,,2.0,6.0
745,"""My nose is running."" ""Are you also coughing?"": Building A Medical Diagnosis Agent with Interpretable Inquiry Logics",Sun Yat-sen University,Hong Kong Polytechnic University,Hong Kong University of Science and Technology, Tencent Jarvis La, Tencent Jarvis La,Hong Kong Polytechnic University,Hong Kong University of Science and Technology, Tencent Jarvis La,Sun Yat-sen University,,,,,,,,,6.0,0.0
746,Explicit Alignment Learning for Neural Machine Translation,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,National Institute of Information and Communications Technology,National Institute of Information and Communications Technology,,,,,,,,,,8.0,0.0
747,Degradation Accordant Plug-and-Play for Low-Rank Tensor Completion,Southwestern University of Finance and Economics,Southwestern University of Finance and Economics,University of Science and Technology of China,,,,,,,,,,,,,,,3.0,0.0
748,Rainy WCity: A Real Rainfall Dataset with Diverse Conditions for Semantic Driving Scene Understanding,Wuhan University of Technology,Peking University,Wuhan University of Technology,Wuhan University,Wuhan University,Hubei University of Science and Technology,Wuhan University,,,,,,,,,,,7.0,0.0
749,Online Planning in POMDPs with Self-Improving Simulators,Delft University of Technology,Delft University of Technology,Centrum Wiskunde & Informatica,Centrum Wiskunde & Informatica,Delft University of Technology,,,,,,,,,,,,,5.0,0.0
750,Learning and Exploiting Progress States in Greedy Best-First Search,University of Basel,Saarland University,University of Basel,Linköping University,University of Basel,University of Zurich,University of Zurich,,,,,,,,,,,7.0,0.0
751,Efficient Document-level Event Extraction via Pseudo-Trigger-aware Pruned Complete Graph,Soochow University,The University of Tokyo,Soochow University,The University of Tokyo,The University of Tokyo,The University of Tokyo,Soochow University,,,,,,,,,,,7.0,0.0
752,Charge Prediction by Constitutive Elements Matching of Crimes,Xidian University,Xidian University,Xidian University,Xidian University,Xidian University,,,,,,,,,,,,,5.0,0.0
753,Region-Level Contrastive and Consistency Learning for Semi-Supervised Semantic Segmentation,Jilin University,Baidu (China),National Engineering Laboratory of Deep Learning Technology and Application,Jilin University,Jilin University,Baidu (China),National Engineering Laboratory of Deep Learning Technology and Application,,,,,,,,,,,5.0,2.0
754,Enhancing the Transferability of Adversarial Examples with Random Patch,Beijing Institute of Technology,Beijing Institute of Technology,Beijing Institute of Technology,Beijing Institute of Technology,Beijing Institute of Technology,Beijing Institute of Technology,,,,,,,,,,,,6.0,0.0
755,ExplainIt! A Tool for Computing Robust Attributions of DNNs,The University of Texas Health Science Center at San Antonio," Information Directorate, Air Force Research Laboratory, Rome, NY1344",University of Central Florida,Oak Ridge National Laboratory,SRI International,,,,,,,,,,,,,5.0,0.0
756,Together about Dementia,University of Southern Denmark,University of Southern Denmark,,,,,,,,,,,,,,,,2.0,0.0
757,Conversational Inequality Through the Lens of Political Interruption,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Rochester Institute of Technology,,,,,,,,,,,,,5.0,0.0
758,Improving Inductive Link Prediction Using Hyper-Relational Facts,University of Bonn,Fraunhofer Institute for Intelligent Analysis and Information Systems,Ludwig-Maximilians-Universität München,McGill University Health Centre,IBM Research - India,IBM Research - India,Ludwig-Maximilians-Universität München,Max Planck Society,University of Bonn,Fraunhofer Institute for Intelligent Analysis and Information Systems,,,,,,,,9.0,0.0
759,AdMix: A Mixed Sample Data Augmentation Method for Neural Machine Translation,Soochow University,Soochow University,Soochow University,Soochow University,,,,,,,,,,,,,,4.0,0.0
760,Reconstruction Enhanced Multi-View Contrastive Learning for Anomaly Detection on Attributed Networks,Nanjing University of Aeronautics and Astronautics, MIIT Key Laboratory of Pattern Analysis and Machine Intelligenc,Central South University,Nanjing University of Aeronautics and Astronautics, MIIT Key Laboratory of Pattern Analysis and Machine Intelligenc,,,,,,,,,,,,,3.0,0.0
761,Subgraph Neighboring Relations Infomax for Inductive Link Prediction on Knowledge Graphs,Institute of Information Engineering,University of Chinese Academy of Sciences,Institute of Information Engineering,Institute of Information Engineering,University of Chinese Academy of Sciences,Institute of Information Engineering,University of Chinese Academy of Sciences,Institute of Information Engineering,University of Chinese Academy of Sciences,,,,,,,,,9.0,0.0
762,Multilevel Hierarchical Network with Multiscale Sampling for Video Question Answering,University of Chinese Academy of Sciences,Chongqing Institute of Green and Intelligent Technology,University College London,Centre for Artificial Intelligence and Robotics,Chongqing Institute of Green and Intelligent Technology,Chongqing Institute of Green and Intelligent Technology,,,,,,,,,,,,6.0,0.0
763,Budgeted Sequence Submodular Maximization,Chongqing University,Chongqing University,UNSW Sydney,Northumbria University,Dalian University of Technology,,,,,,,,,,,,,5.0,0.0
764,An Efficient Approach to Data Transfer Scheduling for Long Range Space Exploration,Université de Toulouse,Université de Toulouse,Université de Toulouse,Université de Toulouse,California Institute of Technology,California Institute of Technology,California Institute of Technology,,,,,,,,,,,7.0,0.0
765,Imperceptible Backdoor Attack: From Input Space to Feature Representation,Fudan University,Fudan University,Fudan University,,,,,,,,,,,,,,,3.0,0.0
766,Using Constraint Programming and Graph Representation Learning for Generating Interpretable Cloud Security Policies,The University of Texas at Austin,The University of Texas at Austin,Singapore Management University,,,,,,,,,,,,,,,3.0,0.0
767,Parameter-Efficient Sparsity for Large Language Models Fine-Tuning,Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),,,,,,,,,,,0.0,7.0
768,Abstract Rule Learning for Paraphrase Generation,Sichuan University of Science and Engineering,Sichuan University of Science and Engineering,Sichuan University of Science and Engineering,Sichuan University of Science and Engineering,,,,,,,,,,,,,,4.0,0.0
769,Transferability and Stability of Learning With Limited Labelled Data in Multilingual Text Document Classification,Brno University of Technology," Kempelen Institute of Intelligent Technologies, Mlynske nivy 5, Bratislava, Slovaki",,,,,,,,,,,,,,,,1.0,0.0
770,Extending Decision Tree to Handle Multiple Fairness Criteria,University of Milano-Bicocca,University of Milano-Bicocca,,,,,,,,,,,,,,,,2.0,0.0
771,Absolute Wrong Makes Better: Boosting Weakly Supervised Object Detection via Negative Deterministic Information,Xidian University,Xidian University,Xidian University,Xidian University,University of Leicester,Xidian University,,,,,,,,,,,,6.0,0.0
772,Dynamic Domain Generalization,Fuzhou University,Fuzhou University,Fuzhou University,Fuzhou University,Fuzhou University," Hikvision Research Institute, Hangzhou, Chin"," Hikvision Research Institute, Hangzhou, Chin",,,,,,,,,,,7.0,0.0
773,Towards Applicable Reinforcement Learning: Improving the Generalization and Sample Efficiency with Policy Ensemble,Shanghai Jiao Tong University,Microsoft Research (United Kingdom),Microsoft Research (United Kingdom),Shanghai Jiao Tong University,Microsoft Research (United Kingdom),Microsoft Research (United Kingdom),Shanghai Jiao Tong University,Microsoft Research (United Kingdom),Microsoft Research (India),,,,,,,,,3.0,6.0
774,Open Data Science to Fight COVID-19: Winning the 500k XPRIZE Pandemic Response Challenge (Extended Abstract) *,University of Alicante," IUMPA and VRAIN. Universitat Politècnica de València, València. Spai"," IUMPA and VRAIN. Universitat Politècnica de València, València. Spai"," IUMPA and VRAIN. Universitat Politècnica de València, València. Spai",Miguel Hernandez University," IUMPA and VRAIN. Universitat Politècnica de València, València. Spai"," IUMPA and VRAIN. Universitat Politècnica de València, València. Spai",University of Alicante,University of Alicante,,,,,,,,,4.0,0.0
775,Rx-refill Graph Neural Network to Reduce Drug Overprescribing Risks (Extended Abstract) *,Case Western Reserve University,Université de Sherbrooke,Auburn University,University of Notre Dame,University of Notre Dame,Brandeis University,Case Western Reserve University,University of Notre Dame,,,,,,,,,,8.0,0.0
776,MetaFinger: Fingerprinting the Deep Neural Networks with Meta-training,Wuhan University,Ministry of Education,Wuhan University,Ministry of Education,Swansea University,Wuhan University,Ministry of Education, Zhengzhou Xinda Institute of Advanced Technolog,Normal Image Noisy Image Decision Boundary in Image Space Noisy Area Normal Are,,,,,,,,,3.0,0.0
777,Verification and Monitoring for First-Order LTL with Persistence-Preserving Quantification over Finite and Infinite Traces,Free University of Bozen-Bolzano,Umeå University,Sapienza University of Rome,Free University of Bozen-Bolzano,Sapienza University of Rome,,,,,,,,,,,,,5.0,0.0
778,On the Utility of Prediction Sets in Human-AI Teams,University of Cambridge,University of Cambridge,The Alan Turing Institute,University of Cambridge,The Alan Turing Institute,,,,,,,,,,,,,5.0,0.0
779,Modeling Spatio-temporal Neighbourhood for Personalized Point-of-interest Recommendation,Donghua University,Shanghai Zhangjiang Laboratory,Donghua University,Donghua University,Macquarie University,RMIT University,,,,,,,,,,,,6.0,0.0
780,Initializing Then Refining: A Simple Graph Attribute Imputation Network,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology," Tencent Technology, Shenzhen, Chin",Hainan University,,,,,,,,,,7.0,2.0
781,Environment Design for Biased Decision Makers,Washington University in St. Louis,Washington University in St. Louis,,,,,,,,,,,,,,,,2.0,0.0
782,On Preferred Abductive Explanations for Decision Trees and Random Forests,Centre de Recherche en Informatique,Centre de Recherche en Informatique,Centre de Recherche en Informatique,Centre de Recherche en Informatique,Centre de Recherche en Informatique,Centre de Recherche en Informatique,Institut Universitaire de France,,,,,,,,,,,7.0,0.0
783,Taking Situation-Based Privacy Decisions: Privacy Assistants Working with Humans,University of Edinburgh,Utrecht University,,,,,,,,,,,,,,,,2.0,0.0
784,Stabilizing and Enhancing Link Prediction through Deepened Graph Auto-Encoders,University of Kentucky,University of Kentucky,,,,,,,,,,,,,,,,2.0,0.0
785,Investigating and Explaining the Frequency Bias in Image Classification,Beijing Jiaotong University,Beijing Jiaotong University,Beijing Jiaotong University,Peng Cheng Laboratory,,,,,,,,,,,,,,4.0,0.0
786,Zero-Shot Logit Adjustment,Nanjing University of Science and Technology,University of Oxford,Nanjing University of Science and Technology,University of Oxford,,,,,,,,,,,,,,4.0,0.0
787,On Preferences and Priority Rules in Abstract Argumentation,University of Calabria,University of Calabria,University of Calabria,University of Calabria,,,,,,,,,,,,,,4.0,0.0
788,Improved Pure Exploration in Linear Bandits with No-Regret Learning,Indian Institute of Science Bangalore,Boston University,Indian Institute of Science Bangalore,,,,,,,,,,,,,,,3.0,0.0
789,Information Augmentation for Few-shot Node Classification,Guangxi Normal University,Guangxi Normal University,Guangxi Normal University,University of Electronic Science and Technology of China,Guangxi Normal University,Guangxi Normal University,Guangxi Normal University,University of Electronic Science and Technology of China,,,,,,,,,,8.0,0.0
790,ProtoAI: Model-Informed Prototyping for AI-Powered Interfaces (Extended Abstract),Stanford University,University of Michigan–Ann Arbor,University of Michigan–Ann Arbor,,,,,,,,,,,,,,,3.0,0.0
791,Distortion in Voting with Top-t Preferences,University of Toronto,Harvard University,University of Toronto,University of Toronto,,,,,,,,,,,,,,4.0,0.0
792,Socially Intelligent Genetic Agents for the Emergence of Explicit Norms,North Carolina State University,University of Bristol,North Carolina State University,,,,,,,,,,,,,,,3.0,0.0
793,Reinforcement Learning with Option Machines,ING Bank,Vrije Universiteit Amsterdam,Vrije Universiteit Amsterdam,Vrije Universiteit Amsterdam,Vrije Universiteit Amsterdam,,,,,,,,,,,,,4.0,0.0
794,Bootstrapping Informative Graph Augmentation via A Meta Learning Approach,University of Chinese Academy of Sciences,"Guangzhou Institute of Applied Software Technology, Chinese Academy of Sciences",University of Chinese Academy of Sciences,"Guangzhou Institute of Applied Software Technology, Chinese Academy of Sciences",University of Chinese Academy of Sciences,"Guangzhou Institute of Applied Software Technology, Chinese Academy of Sciences",University of Chinese Academy of Sciences,"Guangzhou Institute of Applied Software Technology, Chinese Academy of Sciences",Tsinghua University,"Guangzhou Institute of Applied Software Technology, Chinese Academy of Sciences",,,,,,,,5.0,0.0
795,Spiking Graph Convolutional Networks,Sun Yat-sen University,Rochester Institute of Technology,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,Rochester Institute of Technology,Nanyang Technological University,,,,,,,,,,,7.0,0.0
796,MA-ViT: Modality-Agnostic Vision Transformers for Face Anti-Spoofing,Macau University of Science and Technology,Institute of Automation,Macau University of Science and Technology,,,,,,,,,,,,,,,3.0,0.0
797,Vision Shared and Representation Isolated Network for Person Search,Dalian University of Technology,Dalian University of Technology,Dalian University of Technology,Dalian University of Technology,Dalian University of Technology,Dalian University of Technology,,,,,,,,,,,,6.0,0.0
798,Combining Clause Learning and Branch and Bound for MaxSAT (Extended Abstract) *,Huazhong University of Science and Technology,University of Picardie Jules Verne,Aix-Marseille University,Huazhong University of Science and Technology,Aix-Marseille University,Research Institute for Artificial Intelligence,Aix-Marseille University,Huazhong University of Science and Technology,,,,,,,,,,8.0,0.0
799,Conversational Semantic Role Labeling with Predicate-Oriented Latent Graph,Wuhan University,Wuhan University,Harbin Institute of Technology,Guangdong University of Foreign Studies,Wuhan University,Shenzhen University,,,,,,,,,,,,6.0,0.0
800,PCVAE: Generating Prior Context for Dialogue Response Generation,East China Normal University,East China Normal University,East China Normal University,,,,,,,,,,,,,,,3.0,0.0
801,Real-Time BDI Agents: A Model and Its Implementation *,University of Trento,University of Trento,University of Trento,University of Trento,University of Trento,,,,,,,,,,,,,5.0,0.0
802,The Power of Media Agencies in Ad Auctions: Improving Utility through Coordinated Bidding,Politecnico di Milano,Politecnico di Milano,Politecnico di Milano,Politecnico di Milano,,,,,,,,,,,,,,4.0,0.0
803,Certified Robustness via Randomized Smoothing over Multiplicative Parameters of Input Transformations,Huawei German Research Center,Lomonosov Moscow State University,Lomonosov Moscow State University," Nuro, Inc",,,,,,,,,,,,,,3.0,0.0
