Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,inst18,inst19,inst20,inst21,inst22,inst23,inst24,inst25,inst26,num_academia,num_company
1125,Efficient Model-Driven Network for Shadow Removal,University of Science and Technology of China,University of Science and Technology of China,University of Toronto,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,,,,,,,,,,,,,,,,,,,,,6.0,0.0
1126,Block Modeling-Guided Graph Convolutional Neural Networks,Tianjin University,Tianjin University,Tianjin University,Tianjin University,Hangzhou Dianzi University,Tianjin University,,,,,,,,,,,,,,,,,,,,,6.0,0.0
1127,Making Adversarial Examples More Transferable and Indistinguishable,PLA Army Engineering University,PLA Army Engineering University,Huazhong University of Science and Technology,PLA Army Engineering University,PLA Army Engineering University,PLA Army Engineering University,,,,,,,,,,,,,,,,,,,,,6.0,0.0
1128,SECRET: Self-Consistent Pseudo Label Refinement for Unsupervised Domain Adaptive Person Re-identification,Tsinghua University,Research Organization for Information Science and Technology,Tsinghua University,Research Organization for Information Science and Technology,Research Organization for Information Science and Technology,Tsinghua University,Research Organization for Information Science and Technology,Alibaba Group (China),,,,,,,,,,,,,,,,,,,7.0,1.0
1129,Continual Learning through Retrieval and Imagination,University of Sydney,University of Sydney,University of Technology Sydney,University of Sydney," JD Explore Academy, Chin",,,,,,,,,,,,,,,,,,,,,,3.0,1.0
1130,Optimal Sampling Gaps for Adaptive Submodular Maximization,The University of Texas at Dallas,The University of Texas at Dallas,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
1131,Multi-Modal Perception Attention Network with Self-Supervised Learning for Audio-Visual Speaker Tracking,Peking University,Peking University,ETH Zurich,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1132,Go Wider Instead of Deeper,National University of Singapore,National University of Singapore,National University of Singapore,National University of Singapore,National University of Singapore,National University of Singapore,,,,,,,,,,,,,,,,,,,,,6.0,0.0
1133,The Complexity of Learning Approval-Based Multiwinner Voting Rules,Aarhus University,Aarhus University,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
1134,Learning by Competition of Self-Interested Reinforcement Learning Agents,University of Massachusetts Amherst,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
1135,Procedural Text Understanding via Scene-Wise Evolution," Chinese Information Processing Laboratory, Beijing, Chin",University of Chinese Academy of Sciences," Chinese Information Processing Laboratory, Beijing, Chin"," Data Quality Team, WeChat, Tencent Inc., Chin"," Chinese Information Processing Laboratory, Beijing, Chin",University of Chinese Academy of Sciences," Chinese Information Processing Laboratory, Beijing, Chin",Chinese Academy of Sciences," Chinese Information Processing Laboratory, Beijing, Chin",Chinese Academy of Sciences," Data Quality Team, WeChat, Tencent Inc., Chin"," Data Quality Team, WeChat, Tencent Inc., Chin",,,,,,,,,,,,,,,5.0,3.0
1136,Efficient Device Scheduling with Multi-Job Federated Learning,Soochow University," Baidu Inc., China",Soochow University," Baidu Inc., China",Auburn University,North Carolina State University," Baidu Inc., China",,,,,,,,,,,,,,,,,,,,4.0,0.0
1137,Geometry-Contrastive Transformer for Generalized 3D Pose Transfer,University of Oulu,ETH Zurich,University of Oulu,University of Trento,University of Oulu,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
1138,A Little Charity Guarantees Fair Connected Graph Partitioning,Aarhus University,University of Toronto,University of Toronto,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1139,Inferring Prototypes for Multi-Label Few-Shot Image Classification with Word Vector Guided Attention,Peking University,Peking University, SenseTime Group Limite,Peking University,Artois University,University of Giessen,Cardiff University,,,,,,,,,,,,,,,,,,,,5.0,0.0
1140,Attribute-Based Progressive Fusion Network for RGBT Tracking,University of Science and Technology of China,University of Science and Technology of China,Anhui University,Anhui University,University of Science and Technology of China,University of Science and Technology of China,Anhui University,Anhui University,University of Science and Technology of China,University of Science and Technology of China,Anhui University,,,,,,,,,,,,,,,,11.0,0.0
1141,Contrastive Quantization with Code Memory for Unsupervised Image Retrieval,University of Washington,Harbin Institute of Technology,Peng Cheng Laboratory,University of Washington,Peng Cheng Laboratory,Harbin Institute of Technology,Shenzhen University,University of Washington,Peng Cheng Laboratory,,,,,,,,,,,,,,,,,,9.0,0.0
1142,Adaptive Hypergraph Neural Network for Multi-Person Pose Estimation,Beijing Jiaotong University,Beijing Jiaotong University,Beijing Jiaotong University,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1143,What Can We Learn Even from the Weakest? Learning Sketches for Programmatic Strategies,Universidade Federal de Viçosa,Universidade Federal de Viçosa,University of Alberta,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1144,Towards High-Fidelity Face Self-Occlusion Recovery via Multi-View Residual-Based GAN Inversion,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Chinese Academy of Sciences,University of Chinese Academy of Sciences," Pengcheng National Laboratory, Shenzhen 518055, Chin",Chinese Academy of Sciences,University of Chinese Academy of Sciences,,,,,,,,,,,,,,,,,,,,3.0,0.0
1145,Qubit Routing Using Graph Neural Network Aided Monte Carlo Tree Search,"International Institute of Information Technology, Hyderabad","International Institute of Information Technology, Hyderabad","International Institute of Information Technology, Hyderabad",,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1146,Distributed Learning with Strategic Users: A Repeated Game Approach,Arizona State University,Arizona State University,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
1147,Coordinating Momenta for Cross-Silo Federated Learning,University of Pittsburgh,University of Pittsburgh,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
1148,Knowledge Bridging for Empathetic Dialogue Generation,Shandong University,University of Hong Kong," Tencent AI Lab, Shenzhen, Chin",Shandong University,Shandong University,Shandong University,,,,,,,,,,,,,,,,,,,,,4.0,1.0
1149,Programmatic Modeling and Generation of Real-Time Strategic Soccer Environments for Reinforcement Learning,"University of California, Berkeley","University of California, Berkeley","University of California, Berkeley","University of California, Berkeley","University of California, Berkeley","University of California, Berkeley","University of California, Berkeley","University of California, Berkeley",,,,,,,,,,,,,,,,,,,8.0,0.0
1150,Pizza Sharing Is PPA-Hard,Royal Holloway University of London,University of Liverpool,University of Essex,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1151,SCAN: Cross Domain Object Detection with Semantic Conditioned Adaptation,City University of Hong Kong,City University of Hong Kong,Northwestern Polytechnical University,City University of Hong Kong,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1152,Deep Spatial Adaptive Network for Real Image Demosaicing,Beijing Institute of Technology,Beijing Institute of Technology, Huawei Noah's Ark La,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
1153,Feature Distillation Interaction Weighting Network for Lightweight Image Super-resolution,Nanjing University of Posts and Telecommunications,Nanjing University of Posts and Telecommunications,Chinese University of Hong Kong,Nanjing University of Posts and Telecommunications,Kyushu Institute of Technology,National Institute of Informatics,,,,,,,,,,,,,,,,,,,,,6.0,0.0
1154,LGD: Label-Guided Self-Distillation for Object Detection, MEGVII Technology,Xi'an Jiaotong University, MEGVII Technology, MEGVII Technology,Xi'an Jiaotong University, MEGVII Technology,,,,,,,,,,,,,,,,,,,,,2.0,0.0
1155,Role of Human-AI Interaction in Selective Prediction,Harvard University,GLE,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
1156,Contrastive Spatio-Temporal Pretext Learning for Self-Supervised Video Representation,University of Hong Kong,University of Hong Kong,Tencent (China),Tencent (China),Tencent (China),University of Hong Kong,University of Hong Kong,University of Hong Kong,,,,,,,,,,,,,,,,,,,5.0,3.0
1157,Team Correlated Equilibria in Zero-Sum Extensive-Form Games via Tree Decompositions,Carnegie Mellon University,Carnegie Mellon University," Strategic Machine, Inc"," Strategy Robot, Inc"," Optimized Markets, Inc",,,,,,,,,,,,,,,,,,,,,,1.0,1.0
1158,Iterative Contrast-Classify For Semi-supervised Temporal Action Segmentation,National University of Singapore,National University of Singapore,National University of Singapore,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1159,Naming the Most Anomalous Cluster in Hilbert Space for Structures with Attribute Information,Helmholtz Center for Information Security,Helmholtz Center for Information Security,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
1160,Attention-Aligned Transformer for Image Captioning,Chinese Academy of Sciences,Institute of Computing Technology,University of Chinese Academy of Sciences,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1161,Latent Space Explanation by Intervention,Technion – Israel Institute of Technology,Technion – Israel Institute of Technology,Technion – Israel Institute of Technology,Technion – Israel Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1162,Word Level Robustness Enhancement: Fight Perturbation with Perturbation, State Key Laboratory of Computer Science,Institute of Software,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,Chinese Academy of Sciences, State Key Laboratory of Computer Science,Institute of Software,University of Chinese Academy of Sciences, State Key Laboratory of Computer Science,Institute of Software,University of Chinese Academy of Sciences, State Key Laboratory of Computer Science,Institute of Software,University of Chinese Academy of Sciences,Institute of Software, State Key Laboratory of Computer Science,Institute of Software,University of Chinese Academy of Sciences,,,,,,,,,6.0,0.0
1163,OctAttention: Octree-Based Large-Scale Contexts Model for Point Cloud Compression,Peking University,Peng Cheng Laboratory,Peking University,Peking University,Peking University,Peng Cheng Laboratory, Tencent Americ,,,,,,,,,,,,,,,,,,,,6.0,0.0
1164,Learning Network Architecture for Open-Set Recognition,Monash University,Monash Medical Centre,Monash University,Monash Medical Centre,Monash Medical Centre,Monash Medical Centre,Monash Medical Centre,Monash Medical Centre,Monash Medical Centre,,,,,,,,,,,,,,,,,,9.0,0.0
1165,Learning to Search in Local Branching,Polytechnique Montréal," Department of Information Engineering, University of Padova, Ital",Polytechnique Montréal," Jacobs Technion-Cornell Institute, Cornell Tech and Technion -IIT, US",,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1166,"Procrastinated Tree Search: Black-Box Optimization with Delayed, Noisy, and Multi-Fidelity Feedback",Cornell University,French National Centre for Scientific Research,University of Lille,Cornell University,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1167,Mind the Gap: Cross-Lingual Information Retrieval with Hierarchical Knowledge Enhancement,Chinese Academy of Sciences,Institute of Computing Technology,University of Chinese Academy of Sciences,Chinese Academy of Sciences," Institute of Intelligent Computing Technology, Suzhou, CA",Chinese Academy of Sciences,Institute of Computing Technology,University of Chinese Academy of Sciences,Alibaba Group (China),Beihang University,Beihang University,Alibaba Group (China),Chinese Academy of Sciences,Institute of Computing Technology,University of Chinese Academy of Sciences,,,,,,,,,,,,12.0,2.0
1168,Learning to Identify Top Elo Ratings: A Dueling Bandits Approach,Institute of Automation,University of Chinese Academy of Sciences,King's College London,University of Oxford,University College London,Institute of Automation,University of Chinese Academy of Sciences,Renmin University of China,,,,,,,,,,,,,,,,,,,8.0,0.0
1169,Towards Accurate Facial Motion Retargeting with Identity-Consistent and Expression-Exclusive Constraints,South China University of Technology, Pazhou Laboratory,South China University of Technology, CVTE Research, CVTE Research, CVTE Research, MINIEYE,South China University of Technology,South China University of Technology,,,,,,,,,,,,,,,,,,2.0,4.0
1170,Barely-Supervised Learning: Semi-supervised Learning with Very Few Labeled Images, Naver Labs Europe , Naver Labs Europe , Naver Labs Europe ,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1171,Pose Guided Image Generation from Misaligned Sources via Residual Flow Based Correction,Zhejiang University,University of Leeds,Zhejiang University,Clemson University,Zhejiang University,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
1172,Instance Selection: A Bayesian Decision Theory Perspective,Shanxi University,Shanxi University,Shanxi University,Shanxi University,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1173,Certified Robustness of Nearest Neighbors against Data Poisoning and Backdoor Attacks,Duke University,Duke University,Duke University,Duke University,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1174,MMA: Multi-Camera Based Global Motion Averaging,Chinese Academy of Sciences,Institute of Automation,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Institute of Automation,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
1175,Training a Resilient Q-network against Observational Interference,Georgia Institute of Technology,Georgia Institute of Technology,Georgia Institute of Technology,Georgia Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1176,From Good to Best: Two-Stage Training for Cross-Lingual Machine Reading Comprehension,Peking University Shenzhen Hospital,Microsoft Research Asia (China),Microsoft Research Asia (China),Simon Fraser University,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0
1177,Individual Representation in Approval-Based Committee Voting,Technical University of Berlin,Technical University of Berlin,University of Toronto,Technical University of Berlin,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1178,Optimize What You Evaluate With: Search Result Diversification Based on Metric Optimization,University of Tsukuba,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
1179,Enhanced Story Comprehension for Large Language Models through Dynamic Document-Based Knowledge Graphs,Brigham Young University,Brigham Young University,Brigham Young University,Brigham Young University,Brigham Young University,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
1180,BATUDE: Budget-Aware Neural Network Compression Based on Tucker Decomposition,"Rutgers, The State University of New Jersey","Rutgers, The State University of New Jersey","Rutgers, The State University of New Jersey","Rutgers, The State University of New Jersey","Rutgers, The State University of New Jersey",,,,,,,,,,,,,,,,,,,,,,5.0,0.0
1181,RetGen: A Joint Framework for Retrieval and Grounded Text Generation Modeling,Microsoft (United States),Microsoft Research (United Kingdom),,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
1182,Label-Efficient Hybrid-Supervised Learning for Medical Image Segmentation,University of Kentucky HealthCare,Tianjin University,Wuhan University,University of Kentucky HealthCare,Tianjin University,University of Kentucky HealthCare,,,,,,,,,,,,,,,,,,,,,3.0,0.0
