Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,inst18,inst19,inst20,num_academia,num_company
0,Revisiting Projection-Free Optimization for Strongly Convex Constraint Sets Jarrid Rector-Brooks,University of Michigan–Ann Arbor,University of Michigan–Ann Arbor,Georgia Institute of Technology,,,,,,,,,,,,,,,,,,3.0,0.0
1,Random Walk Decay Centrality,University of Warsaw,New York University Abu Dhabi,University of Warsaw,,,,,,,,,,,,,,,,,,3.0,0.0
2,Hierarchical Classification Based on Label Distribution Learning,Southeast University,Southeast University,,,,,,,,,,,,,,,,,,,2.0,0.0
3,Consensus Adversarial Domain Adaptation,"University of California, Berkeley","University of California, Berkeley",Nanyang Technological University,"University of California, Berkeley","University of California, Berkeley","University of California, Berkeley",,,,,,,,,,,,,,,6.0,0.0
4,Optimal Projection Guided Transfer Hashing for Image Retrieval,Chongqing University,Chongqing University,,,,,,,,,,,,,,,,,,,2.0,0.0
5,Trainable Undersampling for Class-Imbalance Learning,Fudan University,Fudan University,Fudan University,Fudan University,Fudan University,Fudan University,Fudan University,Fudan University,,,,,,,,,,,,,8.0,0.0
6,Hierarchical Photo-Scene Encoder for Album Storytelling,Shandong University, Tencent AI La,Shandong University, Tencent AI La, Tencent AI La,,,,,,,,,,,,,,,,2.0,0.0
7,Super Sparse Convolutional Neural Networks,Harbin Institute of Technology Shenzhen Graduate School,Harbin Institute of Technology Shenzhen Graduate School,University of Macau,Harbin Institute of Technology Shenzhen Graduate School,Hong Kong Polytechnic University,,,,,,,,,,,,,,,,2.0,0.0
8,"Direct Training for Spiking Neural Networks: Faster, Larger, Better",Tsinghua University,"University of California, Santa Barbara",Tsinghua University,Tsinghua University,"University of California, Santa Barbara",Tsinghua University,,,,,,,,,,,,,,,6.0,0.0
9,TAPAS: Train-Less Accuracy Predictor for Architecture Search,IBM Research - Zurich,Queen's University Belfast,IBM Research - Zurich,IBM Research - Zurich,Queen's University Belfast,IBM Research - Zurich,IBM Research - Zurich,,,,,,,,,,,,,,7.0,0.0
10,Lipper: Speaker Independent Speech Synthesis Using Multi-View Lipreading,Midas Multispeciality Hospital,Indraprastha Institute of Information Technology Delhi,Midas Multispeciality Hospital,Indraprastha Institute of Information Technology Delhi,National University of Singapore,,,,,,,,,,,,,,,,5.0,0.0
11,Nearest-Neighbour-Induced Isolation Similarity and Its Impact on Density-Based Clustering,Monash University,Federation University,Deakin University,Monash University,,,,,,,,,,,,,,,,,4.0,0.0
12,Recognizing Unseen Attribute-Object Pair with Generative Model,Xi'an Jiaotong University,"University of California, Los Angeles","University of California, Los Angeles",Xi'an Jiaotong University,"University of California, Los Angeles",,,,,,,,,,,,,,,,5.0,0.0
13,On the Role of Syntactic Graph Convolutions for Identifying and Classifying Argument Components,Tokyo University of Agriculture and Technology,Tokyo University of Agriculture and Technology,,,,,,,,,,,,,,,,,,,2.0,0.0
14,Revenue Enhancement via Asymmetric Signaling in Interdependent-Value Auctions,Washington University in St. Louis,Washington University in St. Louis,,,,,,,,,,,,,,,,,,,2.0,0.0
15,Computational Intractability and Solvability for the Birds of a Feather Game,Quest University Canada,Quest University Canada,,,,,,,,,,,,,,,,,,,2.0,0.0
16,A Robust and Efficient Algorithm for the PnL Problem Using Algebraic Distance to Approximate the Reprojection Distance,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,,,,,,,4.0,0.0
17,Unsupervised Stylish Image Description Generation via Domain Layer Norm,National Tsing Hua University,National Tsing Hua University,Norwegian Veterinary Institute,National Tsing Hua University,,,,,,,,,,,,,,,,,3.0,0.0
18,Group Fairness for the Allocation of Indivisible Goods,Duke University,Microsoft Research (United Kingdom),University of Toronto,Microsoft Research (United Kingdom),,,,,,,,,,,,,,,,,2.0,2.0
19,Relating the Structure of a Problem and Its Explanation,University College Cork,,,,,,,,,,,,,,,,,,,,1.0,0.0
20,Bringing Order to Chaos -A Compact Representation of Partial Order in SAT-Based HTN Planning,University of Ulm,University of Ulm,University of Ulm,,,,,,,,,,,,,,,,,,3.0,0.0
21,Word Embedding as Maximum A Posteriori Estimation *,University of Kent,Chinese University of Hong Kong," Tencent AI Lab, Shenzhen, Chin",Chinese University of Hong Kong,Cardiff University,,,,,,,,,,,,,,,,4.0,1.0
22,Declarative Question Answering over Knowledge Bases Containing Natural Language Text with Answer Set Programming,Arizona State University,Allen Institute for Artificial Intelligence,Allen Institute for Artificial Intelligence,Arizona State University,,,,,,,,,,,,,,,,,4.0,0.0
23,Visual Place Recognition via Robust 2 -Norm Distance Based Holism and Landmark Integration,Colorado School of Mines,Colorado School of Mines,Colorado School of Mines,Colorado School of Mines,,,,,,,,,,,,,,,,,4.0,0.0
24,Instance-Level Facial Attributes Transfer with Geometry-Aware Flow,University of British Columbia,Chinese University of Hong Kong,Nanyang Technological University,,,,,,,,,,,,,,,,,,3.0,0.0
25,Distributional Semantics Meets Multi-Label Learning,University of Utah," Microsoft Research Lab, Bangalor",Indian Institute of Technology Kanpur," Microsoft Research Lab, Bangalor",Indian Institute of Technology Kanpur," Microsoft Research Lab, Bangalor",Indian Institute of Technology Kanpur,,,,,,,,,,,,,,4.0,0.0
26,Sparse Reject Option Classifier Using Successive Linear Programming,"International Institute of Information Technology, Hyderabad","International Institute of Information Technology, Hyderabad",,,,,,,,,,,,,,,,,,,2.0,0.0
27,Efficiently Reasoning with Interval Constraints in Forward Search Planning,King's College London,King's College London,King's College London,King's College London,King's College London,Carlos III University of Madrid,King's College London,Carlos III University of Madrid,Carlos III University of Madrid,European Space Agency,,,,,,,,,,,10.0,0.0
28,Antonym-Synonym Classification Based on New Sub-Space Embeddings,UNSW Sydney,UNSW Sydney,UNSW Sydney,UNSW Sydney,Dongguan University of Technology,National University of Defense Technology,,,,,,,,,,,,,,,6.0,0.0
29,Multi-Interactive Memory Network for Aspect Based Multimodal Sentiment Analysis,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,,,,,,,,,,,,,,,,,,3.0,0.0
30,Long Short-Term Memory with Dynamic Skip Connections,Fudan University,Fudan University,Fudan University,Fudan University,Fudan University,Fudan University,Fudan University,,,,,,,,,,,,,,7.0,0.0
31,A Two-Stream Mutual Attention Network for Semi-Supervised Biomedical Segmentation with Noisy Labels,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,,,,,,,,,,,,,,,,5.0,0.0
32,Adversarial Unsupervised Representation Learning for Activity Time-Series,University of Minnesota,Nanyang Technological University,Qatar Computing Research Institute,University of Minnesota,,,,,,,,,,,,,,,,,3.0,0.0
33,Temporal Bilinear Networks for Video Action Recognition,Peking University,Peking University,Peking University,Peking University,,,,,,,,,,,,,,,,,4.0,0.0
34,Calibrated Stochastic Gradient Descent for Convolutional Neural Networks,Beihang University,Beihang University,University of North Carolina at Charlotte,University of Chinese Academy of Sciences, Huawei Noah's Ark La,"University at Buffalo, State University of New York",Shenzhen Academy of Aerospace Technology,,,,,,,,,,,,,,6.0,0.0
35,SAT-Based Explicit LTL f Satisfiability Checking *,Iowa State University,Iowa State University,East China Normal University,East China Normal University,Rice University,,,,,,,,,,,,,,,,5.0,0.0
36,Knowledge Tracing Machines: Factorization Machines for Knowledge Tracing,RIKEN Center for Advanced Intelligence Project,RIKEN Center for Advanced Intelligence Project,Kyoto University,,,,,,,,,,,,,,,,,,3.0,0.0
37,Deep Interest Evolution Network for Click-Through Rate Prediction,"Alibaba Inc, Beijing, Chin","Alibaba Inc, Beijing, Chin","Alibaba Inc, Beijing, Chin","Alibaba Inc, Beijing, Chin","Alibaba Inc, Beijing, Chin","Alibaba Inc, Beijing, Chin","Alibaba Inc, Beijing, Chin","Alibaba Inc, Beijing, Chin",,,,,,,,,,,,,8.0,0.0
38,Updates in Human-AI Teams: Understanding and Addressing the Performance/Compatibility Tradeoff,University of Washington,Microsoft Research (India),Microsoft Research (India),University of Washington,University of Michigan–Ann Arbor,Microsoft Research (India),,,,,,,,,,,,,,,3.0,3.0
39,Separator-Based Pruned Dynamic Programming for Steiner Tree,National Institute of Informatics,The University of Tokyo,,,,,,,,,,,,,,,,,,,2.0,0.0
40,Depthwise Convolution Is All You Need for Learning Multiple Visual Domains,"University of California, San Diego",University of Central Florida,University of Central Florida,"University of California, San Diego",,,,,,,,,,,,,,,,,4.0,0.0
41,PARABANK: Monolingual Bitext Generation and Sentential Paraphrasing via Lexically-Constrained Neural Machine Translation,Johns Hopkins University,Johns Hopkins University,Johns Hopkins University,Johns Hopkins University,,,,,,,,,,,,,,,,,4.0,0.0
42,Efficient Region Embedding with Multi-View Spatial Networks: A Perspective of Locality-Constrained Spatial Autocorrelations,Missouri University of Science and Technology,Missouri University of Science and Technology,Missouri University of Science and Technology,Hefei University of Technology,Nanjing University,,,,,,,,,,,,,,,,5.0,0.0
43,Fully Convolutional Video Captioning with Coarse-to-Fine and Inherited Attention,Fudan University," {17210240084, 16110240019",Fudan University," {17210240084, 16110240019",Fudan University," {17210240084, 16110240019",Fudan University," {17210240084, 16110240019",Shanghai University of Finance and Economics,Shanghai University of Finance and Economics,University of Iowa,,,,,,,,,,7.0,0.0
44,SEGAN: Structure-Enhanced Generative Adversarial Network for Compressed Sensing MRI Reconstruction,Nanjing University of Aeronautics and Astronautics,Nanjing University of Aeronautics and Astronautics,Nanjing University of Aeronautics and Astronautics,Nanjing University of Aeronautics and Astronautics,,,,,,,,,,,,,,,,,4.0,0.0
45,Efficient Image Retrieval via Decoupling Diffusion into Online and Offline Processing,The University of Tokyo,National Institute of Informatics,The University of Tokyo,National Institute of Informatics,The University of Tokyo,National Institute of Informatics,University of Southern California,The University of Tokyo,National Institute of Informatics,,,,,,,,,,,,9.0,0.0
46,DeepTileBars: Visualizing Term Distribution for Neural Information Retrieval,Sciences en Société,Sciences en Société,,,,,,,,,,,,,,,,,,,2.0,0.0
47,Learning to Teach in Cooperative Multiagent Reinforcement Learning, MIT-IBM Watson AI La, MIT-IBM Watson AI La, MIT-IBM Watson AI La,IBM Research - China, MIT-IBM Watson AI La,IBM Research - China, MIT-IBM Watson AI La,IBM Research - China,Northeastern University, MIT-IBM Watson AI La,IBM Research - China, MIT-IBM Watson AI La,,,,,,,,,4.0,4.0
48,Learning Personalized End-to-End Goal-Oriented Dialog,Peking University," Shanghai Discovering Investment, Shanghai, Chin",Peking University," Alibaba AI Labs, Beijing, Chin",Peking University,Microsoft Research Asia (China),,,,,,,,,,,,,,,3.0,1.0
49,Bidirectional Transition-Based Dependency Parsing,ShanghaiTech University,ShanghaiTech University,ShanghaiTech University,,,,,,,,,,,,,,,,,,3.0,0.0
50,Generating Character Descriptions for Automatic Summarization of Fiction,McGill University,McGill University,University of Milan," Yahoo! Research, Haifa, Israe",,,,,,,,,,,,,,,,,3.0,0.0
51,DBA: Dynamic Multi-Armed Bandit Algorithm,"Rakuten, Inc",,,,,,,,,,,,,,,,,,,,1.0,0.0
52,Gradient Harmonized Single-Stage Detector,Chinese University of Hong Kong,Chinese University of Hong Kong,Chinese University of Hong Kong,,,,,,,,,,,,,,,,,,3.0,0.0
53,Hierarchically Structured Reinforcement Learning for Topically Coherent Visual Story Generation,Microsoft (United States), Equal Contribution,Microsoft (United States), Equal Contribution,Microsoft (United States),University of Florida,Microsoft (United States), JD AI Researc,,,,,,,,,,,,,1.0,4.0
54,An Optimal Rewiring Strategy for Cooperative Multiagent Social Learning,Tianjin University,Tianjin University,Tianjin University,Centrum Wiskunde & Informatica,Tianjin University,,,,,,,,,,,,,,,,5.0,0.0
55,Trust Region Evolution Strategies,University of Science and Technology of China,Institute of Computing Technology,University of Science and Technology of China,,,,,,,,,,,,,,,,,,3.0,0.0
56,T-Center: A Novel Discriminative Feature Extraction Approach for Iris Recognition,Soochow University,Soochow University,Soochow University,,,,,,,,,,,,,,,,,,3.0,0.0
57,Bayesian Fairness,University of Oslo,Chalmers University of Technology,"University of California, Santa Cruz",,,,,,,,,,,,,,,,,,3.0,0.0
58,Classification with Costly Features Using Deep Reinforcement Learning,Technical University of Munich,Technical University of Munich,Technical University of Munich,,,,,,,,,,,,,,,,,,3.0,0.0
59,Online Convex Optimization for Sequential Decision Processes and Extensive-Form Games,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,,,,,,,,3.0,0.0
60,Unsupervised Learning Helps Supervised Neural Word Segmentation,Alibaba Group (China),Chinese University of Hong Kong,Alibaba Group (China),Alibaba Group (China),Shanghai Jiao Tong University,Alibaba Group (China),,,,,,,,,,,,,,,2.0,4.0
61,Learning Plackett-Luce Mixtures from Partial Preferences,Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,Shanghai Jiao Tong University,Shanghai University of Finance and Economics,Rensselaer Polytechnic Institute,,,,,,,,,,,,,,,,5.0,0.0
62,ABox Abduction via Forgetting in ALC,University of Manchester,University of Manchester,,,,,,,,,,,,,,,,,,,2.0,0.0
63,Submodular Optimization over Streams with Inhomogeneous Decays,King Abdullah University of Science and Technology,Inception Institute of Artificial Intelligence,Xi'an Jiaotong University,University of Hong Kong,King Abdullah University of Science and Technology,,,,,,,,,,,,,,,,5.0,0.0
64,Controllable Image-to-Video Translation: A Case Study on Facial Expression Generation,Massachusetts Institute of Technology, Tencent AI Lab, MIT-Watson La, Tencent AI Lab, Tencent AI Lab,,,,,,,,,,,,,,,,3.0,2.0
65,Functional Connectivity Network Analysis with Discriminative Hub Detection for Brain Disease Identification,Nanjing University of Aeronautics and Astronautics,Nanjing University of Aeronautics and Astronautics,University of North Carolina at Chapel Hill,Nanjing University of Aeronautics and Astronautics,,,,,,,,,,,,,,,,,4.0,0.0
66,Spatiotemporal Multi-Graph Convolution Network for Ride-Hailing Demand Forecasting,Hong Kong University of Science and Technology,University of Southern California,Hong Kong University of Science and Technology,Peking University,Hong Kong University of Science and Technology,University of Southern California,"Didi AI Labs, Didi Chuxing",,,,,,,,,,,,,,5.0,2.0
67,RecurJac: An Efficient Recursive Algorithm for Bounding Jacobian Matrix of Neural Networks and Its Applications,Microsoft Research (India),Microsoft Research (United Kingdom),,,,,,,,,,,,,,,,,,,0.0,2.0
68,Inferring Concept Prerequisite Relations from Online Educational Resources,National University of Singapore,National University of Singapore,National University of Singapore,National University of Singapore,National University of Singapore,,,,,,,,,,,,,,,,5.0,0.0
69,Low-Rank Semidefinite Programming for the MAX2SAT Problem,Carnegie Mellon University,Carnegie Mellon University,McGowan Institute for Regenerative Medicine,,,,,,,,,,,,,,,,,,3.0,0.0
70,Dynamic Explainable Recommendation Based on Neural Attentive Models,São Paulo State University,University of Liverpool,Tsinghua University,,,,,,,,,,,,,,,,,,3.0,0.0
71,Scene Text Recognition from Two-Dimensional Perspective,Huazhong University of Science and Technology, Megvii (Face++, Megvii (Face++, Megvii (Face++, Megvii (Face++,Huazhong University of Science and Technology, Megvii (Face++,Huazhong University of Science and Technology,,,,,,,,,,,,,3.0,0.0
72,Jointly Learning to Label Sentences and Tokens,University of Cambridge,University of Copenhagen,,,,,,,,,,,,,,,,,,,2.0,0.0
73,Towards Automated Semi-Supervised Learning,Nanjing University,Nanjing University," 4Paradigm Inc., Beijing, Chin",Nanjing University," 4Paradigm Inc., Beijing, Chin",,,,,,,,,,,,,,,,3.0,1.0
74,Heuristic Search Algorithm for Dimensionality Reduction Optimally Combining Feature Selection and Feature Extraction,The University of Texas at Dallas,The University of Texas at Dallas,The University of Texas at Dallas,The University of Texas at Dallas,The University of Texas at Dallas,The University of Texas at Dallas,,,,,,,,,,,,,,,6.0,0.0
75,Strong Equivalence for Epistemic Logic Programs Made Easy,University of Klagenfurt,University of Klagenfurt,TU Wien,,,,,,,,,,,,,,,,,,3.0,0.0
76,A Memetic Approach for Sequential Security Games on a Plane with Moving Targets,Warsaw University of Technology,Warsaw University of Technology,Warsaw University of Technology,Warsaw University of Technology," Nanyang Technlogical University School of Computer Science and Engineering, Singapore 63979",,,,,,,,,,,,,,,,4.0,0.0
77,Unsupervised Feature Selection by Pareto Optimization *,University of Science and Technology of China,University of Science and Technology of China,Southern University of Science and Technology,,,,,,,,,,,,,,,,,,3.0,0.0
78,Text Assisted Insight Ranking Using Context-Aware Memory Network,Stony Brook University,Peking University, Shanghai Discovering Investmen,Peking University,,,,,,,,,,,,,,,,,3.0,1.0
79,Training Temporal Word Embeddings with a Compass,Beijing University of Posts and Telecommunications,University of Milano-Bicocca,University of Milano-Bicocca,,,,,,,,,,,,,,,,,,3.0,0.0
80,Strategic Tasks for Explainable Reinforcement Learning,Oregon State University,Oregon State University,Oregon State University,,,,,,,,,,,,,,,,,,3.0,0.0
81,You Get What You Share: Incentives for a Sharing Economy,Google Researc,Google Researc,Duke University,,,,,,,,,,,,,,,,,,1.0,2.0
82,An Integral Tag Recommendation Model for Textual Content,Nanjing University,Nanjing University,Nanjing University,Nanjing University,"University of California, Davis",Arizona State University,Huawei Technologies (China),Nanjing University,,,,,,,,,,,,,7.0,1.0
83,A Powerful Global Test Statistic for Functional Statistical Inference," Department of Biostatistics, UNC Gillings School of Global Public Healt"," Department of Biostatistics, UNC Gillings School of Global Public Healt",University of North Carolina at Chapel Hill," Department of Biostatistics, UNC Gillings School of Global Public Healt",,,,,,,,,,,,,,,,,1.0,0.0
84,Hashtag Recommendation for Photo Sharing Services,Nanjing University,Nanjing University,Nanjing University,Arizona State University,Huawei Technologies (China),Nanjing University,,,,,,,,,,,,,,,5.0,1.0
85,Weighted Abstract Dialectical Frameworks through the Lens of Approximation Fixpoint Theory,KU Leuven,Vrije Universiteit Brussel,,,,,,,,,,,,,,,,,,,2.0,0.0
86,A Deep Reinforcement Learning Framework for Rebalancing Dockless Bike Sharing Systems *," IIIS, Tsinghua Universit"," IIIS, Tsinghua Universit",Chinese University of Hong Kong," IIIS, Tsinghua Universit"," IIIS, Tsinghua Universit",,,,,,,,,,,,,,,,1.0,0.0
87,Towards Highly Accurate and Stable Face Alignment for High-Resolution Videos,Tencent (China),Tencent (China),Michigan State University,Tencent (China),Tencent (China),Tencent (China),Nanjing University of Science and Technology,,,,,,,,,,,,,,2.0,5.0
88,Cousin Network Guided Sketch Recognition via Latent Attribute Warehouse,Australian National University,Australian Centre for Robotic Vision,Australian National University,Australian Centre for Robotic Vision,,,,,,,,,,,,,,,,,4.0,0.0
89,Lipper: Synthesizing Thy Speech Using Multi-View Lipreading,Netaji Subhas University of Technology,Netaji Subhas University of Technology,Indraprastha Institute of Information Technology Delhi,National University of Singapore,National University of Singapore,,,,,,,,,,,,,,,,5.0,0.0
90,Self-Ensembling Attention Networks: Addressing Domain Shift for Semantic Segmentation,Wuhan University,Wuhan University,Wuhan University,Wuhan University," Horizon Robotics, Inc., Beijing 100190, P. R. China"," Horizon Robotics, Inc., Beijing 100190, P. R. China",Wuhan University,,,,,,,,,,,,,,5.0,0.0
91,Parallel Restarted SGD with Faster Convergence and Less Communication: Demystifying Why Model Averaging Works for Deep Learning,"Machine Intelligence Technology Lab, Alibaba Group (U.S.) Inc., Bellevue, WA","Machine Intelligence Technology Lab, Alibaba Group (U.S.) Inc., Bellevue, WA","Machine Intelligence Technology Lab, Alibaba Group (U.S.) Inc., Bellevue, WA",,,,,,,,,,,,,,,,,,0.0,3.0
92,CAPNet: Continuous Approximation Projection for 3D Point Cloud Reconstruction Using 2D Supervision,Indian Institute of Science Bangalore,Indian Institute of Science Bangalore,Indian Institute of Science Bangalore,Indian Institute of Science Bangalore,,,,,,,,,,,,,,,,,4.0,0.0
93,Crash to Not Crash: Learn to Identify Dangerous Vehicles Using a Simulator,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,,,,,,,,,,,,,,,,,4.0,0.0
94,Incorporating Behavioral Constraints in Online AI Systems,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,Tulane University,IBM Research - Thomas J. Watson Research Center,,,,,,,,,,,,,,,,,4.0,0.0
95,Graph Convolutional Networks for Text Classification,Northwestern University,Northwestern University,Northwestern University,,,,,,,,,,,,,,,,,,3.0,0.0
96,Multiple Saliency and Channel Sensitivity Network for Aggregated Convolutional Feature,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,,,,,,,,,,,,,,,,,4.0,0.0
97,The Level Weighted Structural Similarity Loss: A Step Away from MSE,Carnegie Mellon University,,,,,,,,,,,,,,,,,,,,1.0,0.0
98,Axiomatic Characterization of Data-Driven Influence Measures for Classification,ETH Zurich,National University of Singapore,National University of Singapore,,,,,,,,,,,,,,,,,,3.0,0.0
99,A Dual Attention Network with Semantic Embedding for Few-Shot Learning,ShanghaiTech University,ShanghaiTech University,ShanghaiTech University,,,,,,,,,,,,,,,,,,3.0,0.0
100,Exploring Answer Stance Detection with Recurrent Conditional Attention,Harbin Institute of Technology,Harbin Institute of Technology," Sogou Technology Inc, Beijing, Chin",Harbin Institute of Technology,,,,,,,,,,,,,,,,,3.0,0.0
101,"Show, Attend and Read: A Simple and Strong Baseline for Irregular Text Recognition",University of Adelaide,Northwestern Polytechnical University,University of Adelaide,Northwestern Polytechnical University,,,,,,,,,,,,,,,,,4.0,0.0
102,Scale Invariant Fully Convolutional Network: Detecting Hands Efficiently,Chinese Academy of Sciences,"University at Albany, State University of New York",Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences," Tencent Youtu Lab, Chin","University at Albany, State University of New York",,,,,,,,,,,,,,6.0,0.0
103,Knowledge Transfer via Distillation of Activation Boundaries Formed by Hidden Neurons,Seoul National University,Hanyang University," Clova AI Research, NAVER Corp, Kore",Seoul National University,,,,,,,,,,,,,,,,,3.0,0.0
104,Temporal Video Analyzer (TVAN): Efficient Temporal Video Analysis for Robust Video Description and Search,IBM Research - Haifa,IBM Research - Haifa,IBM Research - Haifa,IBM Research - Haifa,,,,,,,,,,,,,,,,,4.0,0.0
105,3D Volumetric Modeling with Introspective Neural Networks,"University of California, Berkeley","University of California, Los Angeles","University of California, San Diego","University of California, San Diego",,,,,,,,,,,,,,,,,4.0,0.0
106,One-Class Adversarial Nets for Fraud Detection,University of Arkansas at Fayetteville,University of Arkansas at Fayetteville,University of Arkansas at Fayetteville,University of Oregon,University of North Carolina at Charlotte,,,,,,,,,,,,,,,,5.0,0.0
107,Less but Better: Generalization Enhancement of Ordinal Embedding via Distributional Margin,Institute of Information Engineering,University of Chinese Academy of Sciences,Institute of Computing Technology,Institute of Information Engineering,University of Chinese Academy of Sciences,Institute of Information Engineering,University of Chinese Academy of Sciences,,,,,,,,,,,,,,7.0,0.0
108,A Fast Machine Learning Workflow for Rapid Phenotype Prediction from Whole Shotgun Metagenomes,IBM Research - United Kingdom,Sci-Tech Daresbury,Daresbury Laboratory,Daresbury Laboratory,IBM Research - United Kingdom,Sci-Tech Daresbury,,,,,,,,,,,,,,,6.0,0.0
109,Exploiting Local Feature Patterns for Unsupervised Domain Adaptation,Zhejiang University,Zhejiang University,Dalian University of Technology,Zhejiang University,Zhejiang University,Zhejiang University,"University at Buffalo, State University of New York",,,,,,,,,,,,,,7.0,0.0
110,Learning Object Context for Dense Captioning,Chinese Academy of Sciences,Institute of Computing Technology,University of Chinese Academy of Sciences,Chinese Academy of Sciences,Institute of Computing Technology,University of Chinese Academy of Sciences,Lancaster University,,,,,,,,,,,,,,7.0,0.0
111,Interleave Variational Optimization with Monte Carlo Sampling: A Tale of Two Approximate Inference Paradigms,"University of California, Irvine","University of California, Irvine","University of California, Irvine",,,,,,,,,,,,,,,,,,3.0,0.0
112,Community Detection in Social Networks Considering Topic Correlations,Tianjin University,Tianjin University,University of Technology Sydney,Tianjin University,Japan Advanced Institute of Science and Technology,,,,,,,,,,,,,,,,5.0,0.0
113,Ensemble Machine Learning for Estimating Fetal Weight at Varying Gestational Age,Shenzhen Technology University,Shenzhen Technology University,Shenzhen Technology University,Guangdong University of Technology,Shenzhen Institutes of Advanced Technology,,,,,,,,,,,,,,,,5.0,0.0
114,Model AI Assignments 2019,Gettysburg College,Carnegie Mellon University,Princeton University,University of Toronto,University of Indianapolis,Mississippi State University,California State Polytechnic University,Pomona College,New York University,Northeastern University,Northeastern University,Washington University in St. Louis,Rose–Hulman Institute of Technology,Washington University in St. Louis,Rose–Hulman Institute of Technology,Washington University in St. Louis,Rose–Hulman Institute of Technology,,,,17.0,0.0
115,Robust Negative Sampling for Network Embedding,Texas A&M University,Texas A&M University,Texas A&M University,Texas A&M University,,,,,,,,,,,,,,,,,4.0,0.0
116,Distantly Supervised Entity Relation Extraction with Adapted Manual Annotations,East China Normal University,East China Normal University,Shanghai Key Laboratory of Trustworthy Computing,,,,,,,,,,,,,,,,,,3.0,0.0
117,Attention-Aware Sampling via Deep Reinforcement Learning for Action Recognition," Center for Research on Intelligent Perception and Computing (CRIPAC), National Laboratory of Pattern Recognition (NLPR",University of Chinese Academy of Sciences," Center for Research on Intelligent Perception and Computing (CRIPAC), National Laboratory of Pattern Recognition (NLPR",Center for Excellence in Brain Science and Intelligence Technology,Institute of Automation,University of Chinese Academy of Sciences," Center for Research on Intelligent Perception and Computing (CRIPAC), National Laboratory of Pattern Recognition (NLPR",Center for Excellence in Brain Science and Intelligence Technology,Institute of Automation,University of Chinese Academy of Sciences,,,,,,,,,,,3.0,0.0
118,Explainable Reasoning over Knowledge Graphs for Recommendation,National University of Singapore,University of Science and Technology of China,National University of Singapore,National University of Singapore,,,,,,,,,,,,,,,,,4.0,0.0
119,Measurement Maximizing Adaptive Sampling with Risk Bounding Functions,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Woods Hole Oceanographic Institution,,,,,,,,,,,,,,,,,,3.0,0.0
120,Dynamically Identifying Deep Multimodal Features for Image Privacy Prediction,Kansas State University,University of Illinois at Chicago,,,,,,,,,,,,,,,,,,,2.0,0.0
121,A Meta-Learning Approach for Custom Model Training,University of Southern California,University of Southern California," Clarifai, San Francisco, CA 94105, US",University of Southern California,,,,,,,,,,,,,,,,,3.0,0.0
122,Multi-Agent Coordination under Uncertain Communication,Massachusetts Institute of Technology,,,,,,,,,,,,,,,,,,,,1.0,0.0
123,Skeleton-Based Gesture Recognition Using Several Fully Connected Layers with Path Signature Features and Temporal Transformer Module,South China University of Technology,South China University of Technology,South China University of Technology,South China University of Technology,South China University of Technology,,,,,,,,,,,,,,,,5.0,0.0
124,Learning Anytime Predictions in Neural Networks via Adaptive Loss Balancing,Carnegie Mellon University,Microsoft Research (United Kingdom),Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,,,,,,,3.0,1.0
125,Story Ending Generation with Incremental Encoding and Commonsense Knowledge,Tsinghua University,Tsinghua University,Beijing Information Science & Technology University,,,,,,,,,,,,,,,,,,3.0,0.0
126,Tensor Ring Decomposition with Rank Minimization on Latent Space: An Efficient Approach for Tensor Completion,Saitama Institute of Technology,RIKEN Center for Advanced Intelligence Project,RIKEN Center for Advanced Intelligence Project,Imperial College London,Saitama Institute of Technology,RIKEN Center for Advanced Intelligence Project,Hangzhou Dianzi University,RIKEN Center for Advanced Intelligence Project,Guangdong University of Technology,,,,,,,,,,,,9.0,0.0
127,EnsNet: Ensconce Text in the Wild,South China University of Technology,South China University of Technology,South China University of Technology,South China University of Technology,South China University of Technology,,,,,,,,,,,,,,,,5.0,0.0
128,Energy Confused Adversarial Metric Learning for Zero-Shot Image Retrieval and Clustering,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,,,,,,,,,,,,,,,,,,,2.0,0.0
