Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,inst18,inst19,inst20,num_academia,num_company
229,Recurrent Stacking of Layers for Compact Neural Machine Translation Models,National Institute of Information and Communications Technology,National Institute of Information and Communications Technology,,,,,,,,,,,,,,,,,,,2.0,0.0
230,A Two-Individual Based Evolutionary Algorithm for the Flexible Job Shop Scheduling Problem,Huazhong University of Science and Technology,Huazhong University of Science and Technology,University of Picardie Jules Verne,WHU – Otto Beisheim School of Management,Huazhong University of Science and Technology,University of Colorado Health,,,,,,,,,,,,,,,6.0,0.0
231,Disentangled Variational Representation for Heterogeneous Face Recognition,Institute of Automation,Institute of Automation,Institute of Automation,Institute of Automation,University of Chinese Academy of Sciences,Johns Hopkins University,Institute of Automation,Institute of Automation,Institute of Automation,Institute of Automation,,,,,,,,,,,10.0,0.0
232,Generalized Distance Bribery,Heinrich Heine University Düsseldorf,Heinrich Heine University Düsseldorf,Heinrich Heine University Düsseldorf,,,,,,,,,,,,,,,,,,3.0,0.0
233,On Structured Argumentation with Conditional Preferences,Department of Computer Science Asian Institute of Technolog,Burapha University,New Mexico State University,,,,,,,,,,,,,,,,,,3.0,0.0
234,Adaptive Optimization Framework for Control of Multi-Agent Systems,TU Wien,,,,,,,,,,,,,,,,,,,,1.0,0.0
235,Adversarial Training for Community Question Answer Selection Based on Multi-Scale Matching,Pennsylvania State University," Google, 4 Microsof",Pennsylvania State University,Pennsylvania State University,,,,,,,,,,,,,,,,,3.0,0.0
236,Partial Multi-Label Learning via Credible Label Elicitation,Southeast University," Key Laboratory of Computer Network and Information Integration (Southeast University), Ministry of Education, Chin",Southeast University," Key Laboratory of Computer Network and Information Integration (Southeast University), Ministry of Education, Chin"," Collaborative Innovation Center of Wireless Communications Technology, Chin",,,,,,,,,,,,,,,,2.0,0.0
237,Robust Multi-Object Detection Based on Data Augmentation with Realistic Image Synthesis for Point-of-Sale Automation,"Data Science Research Laboratories, NEC Corporation 1753, Shimonumabe, Nakahara-ku, Kawasaki, Kanagawa 211-8666, Japa","Data Science Research Laboratories, NEC Corporation 1753, Shimonumabe, Nakahara-ku, Kawasaki, Kanagawa 211-8666, Japa","Data Science Research Laboratories, NEC Corporation 1753, Shimonumabe, Nakahara-ku, Kawasaki, Kanagawa 211-8666, Japa",,,,,,,,,,,,,,,,,,3.0,0.0
238,Meaningful Explanations of Black Box AI Decision Systems,University of Pisa,University of Pisa,University of Pisa,University of Pisa,University of Pisa,University of Pisa,,,,,,,,,,,,,,,6.0,0.0
239,Bootstrap Estimated Uncertainty of the Environment Model for Model-Based Reinforcement Learning,Institute of Automation,University of Chinese Academy of Sciences,Institute of Automation,University of Chinese Academy of Sciences,Institute of Automation,University of Chinese Academy of Sciences,Center for Excellence in Brain Science and Intelligence Technology,,,,,,,,,,,,,,7.0,0.0
240,A Sequential Set Generation Method for Predicting Set-Valued Outputs,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,,,,,,,,,,,,,,,,,4.0,0.0
241,Learning Personalized Attribute Preference via Multi-Task AUC Optimization,Institute of Information Engineering,University of Chinese Academy of Sciences,Chinese Academy of Sciences,Institute of Information Engineering,University of Chinese Academy of Sciences,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Chinese Academy of Sciences,,,,,,,,,,,,,8.0,0.0
242,Variational Autoencoder with Implicit Optimal Priors, NTT Software Innovation Cente, NTT Communication Science Laboratorie, NTT Secure Platform Laboratorie, NTT Secure Platform Laboratorie, NTT Software Innovation Cente,,,,,,,,,,,,,,,,0.0,5.0
243,Online Multi-Agent Pathfinding,Charles University,Charles University,Czech Technical University in Prague,Ben-Gurion University of the Negev,Ben-Gurion University of the Negev,Charles University,,,,,,,,,,,,,,,6.0,0.0
244,Verifiable and Interpretable Reinforcement Learning through Program Synthesis,"Rice University 6100 Main Street Houston, Texas 7700",,,,,,,,,,,,,,,,,,,,1.0,0.0
245,The Goldilocks Zone: Towards Better Understanding of Neural Network Loss Landscapes,Stanford University,Stanford University,,,,,,,,,,,,,,,,,,,2.0,0.0
246,Hybrid Reinforcement Learning with Expert State Sequences,IBM Research - Australia,IBM Research - Australia,IBM Research - Australia,IBM Research - Australia,IBM Research - Australia,,,,,,,,,,,,,,,,5.0,0.0
247,Solving Integer Quadratic Programming via Explicit and Structural Restrictions,University of Bergen,University of Vienna,Technical University of Berlin,University of Sheffield,,,,,,,,,,,,,,,,,4.0,0.0
248,Where to Go Next: A Spatio-Temporal Gated Network for Next POI Recommendation,Soochow University,Soochow University,"Rutgers, The State University of New Jersey",Soochow University,Soochow University,Chinese Academy of Sciences,University of Central Arkansas,University of Queensland,,,,,,,,,,,,,8.0,0.0
249,Desiderata for Interpretability: Explaining Decision Tree Predictions with Counterfactuals,University of Bristol,University of Bristol,,,,,,,,,,,,,,,,,,,2.0,0.0
250,Forbidden Nodes Aware Community Search,Tsinghua University,Tsinghua University,Tsinghua University,,,,,,,,,,,,,,,,,,3.0,0.0
251,Perceptual-Sensitive GAN for Generating Adversarial Patches,Beihang University,Beihang University,Beihang University,Beihang University,Beihang University,University of Cambridge,University of Sydney,,,,,,,,,,,,,,7.0,0.0
252,Anchors Bring Ease: An Embarrassingly Simple Approach to Partial Multi-View Clustering,Tsinghua–Berkeley Shenzhen Institute,Tsinghua–Berkeley Shenzhen Institute,,,,,,,,,,,,,,,,,,,2.0,0.0
253,Latent Dirichlet Allocation for Internet Price War *,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,,,,,,,,,,,,9.0,0.0
254,Distant Supervision for Relation Extraction with Linear Attenuation Simulation and Non-IID Relevance Embedding,Beijing Institute of Technology,Beijing Institute of Technology," Beijing Engineering Research Center of High Volume Language Information Processing and Cloud Computing Applications, Chin",Beijing Institute of Technology,Beijing Institute of Technology," Baidu Inc. , Chin",,,,,,,,,,,,,,,4.0,1.0
255,Multi-Scale 3D Convolution Network for Video Based Person Re-Identification,Peking University,Peking University,Peking University,,,,,,,,,,,,,,,,,,3.0,0.0
256,Jointly Extracting Multiple Triplets with Multilayer Translation Constraints,National University of Defense Technology,National University of Defense Technology," Collaborative Innovation Center of Geospatial Technology, Chin",UNSW Sydney,Dongguan University of Technology,National University of Defense Technology," Collaborative Innovation Center of Geospatial Technology, Chin",,,,,,,,,,,,,,4.0,0.0
257,AffinityNet: Semi-Supervised Few-Shot Learning for Disease Type Prediction,"University at Buffalo, State University of New York","University at Buffalo, State University of New York",,,,,,,,,,,,,,,,,,,2.0,0.0
258,Borda Count in Collective Decision Making: A Summary of Recent Results,Heinrich Heine University Düsseldorf,,,,,,,,,,,,,,,,,,,,1.0,0.0
259,MaMiC: Macro and Micro Curriculum for Robotic Reinforcement Learning,Indian Institute of Technology Madras,Tamil Nadu Agricultural University,,,,,,,,,,,,,,,,,,,2.0,0.0
260,Spatio-Temporal Graph Routing for Skeleton-Based Action Recognition,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,,,,,,,,,,4.0,0.0
261,CSEye: A Proposed Solution for Accurate and Accessible One-to-Many Face Verification,University of Waterloo,University of Waterloo,,,,,,,,,,,,,,,,,,,2.0,0.0
262,Deep Cascade Multi-Task Learning for Slot Filling in Online Shopping Assistant,Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),Shanghai Jiao Tong University,Sitma (Norway),Alibaba Group (China),,,,,,,,,,,,1.0,8.0
263,GaitSet: Regarding Gait as a Set for Cross-View Gait Recognition *," Shanghai Key Laboratory of Intelligent Information Processing, School of Computer Scienc"," Shanghai Key Laboratory of Intelligent Information Processing, School of Computer Scienc"," Shanghai Key Laboratory of Intelligent Information Processing, School of Computer Scienc",Fudan University,,,,,,,,,,,,,,,,,1.0,0.0
264,Cogra: Concept-Drift-Aware Stochastic Gradient Descent for Time-Series Forecasting,The University of Tokyo,IBM Research - Tokyo,,,,,,,,,,,,,,,,,,,2.0,0.0
265,DeepCCFV: Camera Constraint-Free Multi-View Convolutional Neural Network for 3D Object Retrieval,Tsinghua University,Tsinghua University,University of Toronto,Tsinghua University,Tsinghua University,,,,,,,,,,,,,,,,5.0,0.0
266,Towards Personalized Review Summarization via User-Aware Sequence Network,Institute of Automation,University of Chinese Academy of Sciences,Institute of Automation,University of Chinese Academy of Sciences,Institute of Automation,University of Chinese Academy of Sciences,Center for Excellence in Brain Science and Intelligence Technology,,,,,,,,,,,,,,7.0,0.0
267,Complexity of Inconsistency-Tolerant Query Answering in Datalog+/-under Cardinality-Based Repairs,University of Oxford,University of Exeter,University of Oxford,,,,,,,,,,,,,,,,,,3.0,0.0
268,Coverage Centrality Maximization in Undirected Networks,Gran Sasso Science Institute,Gran Sasso Science Institute,Aarhus University,Institute for Scientific Interchange,,,,,,,,,,,,,,,,,4.0,0.0
269,Communication-Optimal Distributed Dynamic Graph Clustering,University of Connecticut,University of Connecticut,University of Hong Kong,University of Connecticut,University of Connecticut,,,,,,,,,,,,,,,,5.0,0.0
270,Robust Multi-Agent Reinforcement Learning via Minimax Deep Deterministic Policy Gradient,Carnegie Mellon University,"University of California, Berkeley",Tsinghua University,Tsinghua University,Carnegie Mellon University,"University of California, Berkeley",,,,,,,,,,,,,,,6.0,0.0
271,MFBO-SSM: Multi-Fidelity Bayesian Optimization for Fast Inference in State-Space Models,Texas A&M University,Texas A&M University,Texas A&M University,Texas A&M University,,,,,,,,,,,,,,,,,4.0,0.0
272,Efficient Counterfactual Learning from Bandit Feedback,Yale University,CyberAgent Inc,Yale University,,,,,,,,,,,,,,,,,,2.0,0.0
273,Deep Metric Learning by Online Soft Mining and Class-Aware Attention,Queen's University Belfast,Team Industrial Services (United States),Queen's University Belfast,Team Industrial Services (United States),Queen's University Belfast,Team Industrial Services (United States),Queen's University Belfast,Team Industrial Services (United States),,,,,,,,,,,,,4.0,4.0
274,A Recursive Algorithm for Projected Model Counting,"CRIL, U. Artois & CNRS Institut Universitaire de France F-62300 Lens, Franc","CRIL, U. Artois & CNRS Institut Universitaire de France F-62300 Lens, Franc",,,,,,,,,,,,,,,,,,,2.0,0.0
275,Plan-Length Bounds: Beyond 1-Way Dependency,Technical University of Munich,,,,,,,,,,,,,,,,,,,,1.0,0.0
276,Adversarial Binary Collaborative Filtering for Implicit Feedback,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,,,,,,,,,,,,,,,,,4.0,0.0
277,Temporal Deformable Convolutional Encoder-Decoder Networks for Video Captioning *,Sun Yat-sen University," JD AI Research, Beijing, Chin",Sun Yat-sen University," JD AI Research, Beijing, Chin",Sun Yat-sen University,Sun Yat-sen University," JD AI Research, Beijing, Chin",,,,,,,,,,,,,,3.0,2.0
278,Personalized Robot Tutoring Using the Assistive Tutor POMDP (AT-POMDP),Yale University,Yale University,Yale University,,,,,,,,,,,,,,,,,,3.0,0.0
279,A Theory of State Abstraction for Reinforcement Learning,Brown University,,,,,,,,,,,,,,,,,,,,1.0,0.0
280,Efficient and Scalable Multi-Task Regression on Massive Number of Tasks,Heidelberg University,Heidelberg University,Heidelberg University,,,,,,,,,,,,,,,,,,3.0,0.0
281,MEAL: Multi-Model Ensemble via Adversarial Learning,Fudan University,University of Illinois Urbana-Champaign,Fudan University,Fudan University,University of Illinois Urbana-Champaign,,,,,,,,,,,,,,,,5.0,0.0
282,Transductive Zero-Shot Learning via Visual Center Adaptation,Institute of Automation,City University of Hong Kong,Institute of Automation,Shenzhen Institutes of Advanced Technology,Institute of Automation,,,,,,,,,,,,,,,,5.0,0.0
283,Reinforcement Learning under Threats,Institute of Mathematical Sciences,Institute of Mathematical Sciences,Institute of Mathematical Sciences,,,,,,,,,,,,,,,,,,3.0,0.0
284,An Improved Hierarchical Datastructure for Nearest Neighbor Search,Sun Yat-sen University, Guangdong Key Laboratory of Big Data Analysis and Processin,Sun Yat-sen University, Guangdong Key Laboratory of Big Data Analysis and Processin,Sun Yat-sen University, Guangdong Key Laboratory of Big Data Analysis and Processin,Hunan University,Shanghai Jiao Tong University,Sun Yat-sen University, Guangdong Key Laboratory of Big Data Analysis and Processin,"U1501252, 61602166, U1611264, U1636210, U1711261, 61729202, U1711262, 61872235, 61832017)",,,,,,,,,,6.0,0.0
285,Distributionally Adversarial Attack,"University at Buffalo, State University of New York","University at Buffalo, State University of New York","University at Buffalo, State University of New York",Zhejiang University,,,,,,,,,,,,,,,,,4.0,0.0
286,Adaptive Sparse Confidence-Weighted Learning for Online Feature Selection,Southern University of Science and Technology,German Research Centre for Artificial Intelligence,German Research Centre for Artificial Intelligence,German Research Centre for Artificial Intelligence,Tianjin University,German Research Centre for Artificial Intelligence,,,,,,,,,,,,,,,6.0,0.0
287,Reasoning over Assumption-Based Argumentation Frameworks via Direct Answer Set Programming Encodings,University of Helsinki,University of Helsinki,University of Helsinki,University of Helsinki,University of Helsinki,,,,,,,,,,,,,,,,5.0,0.0
288,Complex Moment-Based Supervised Eigenmap for Dimensionality Reduction,University of Tsukuba,University of Tsukuba,University of Tsukuba,University of Tsukuba,,,,,,,,,,,,,,,,,4.0,0.0
289,Automatic Generation of Leveled Visual Assessments for Young Learners,IBM Research - Australia,IBM Research - Australia,,,,,,,,,,,,,,,,,,,2.0,0.0
290,Semantic Adversarial Network with Multi-Scale Pyramid Attention for Video Classification,Xidian University,Xidian University,Xidian University,Xidian University,Yunnan University,,,,,,,,,,,,,,,,5.0,0.0
291,Deep Video Frame Interpolation Using Cyclic Frame Generation,Academia Sinica,National Taiwan University,Academia Sinica,National Taiwan University,Academia Sinica,Academia Sinica,National Taiwan University,,,,,,,,,,,,,,7.0,0.0
292,Linking Educational Resources on Data Science," USC Information Sciences Institute, 4676 Admiralty Way, Marina del Rey, California 90292, US",Vassar College," USC Information Sciences Institute, 4676 Admiralty Way, Marina del Rey, California 90292, US"," USC Information Sciences Institute, 4676 Admiralty Way, Marina del Rey, California 90292, US"," USC Information Sciences Institute, 4676 Admiralty Way, Marina del Rey, California 90292, US",,,,,,,,,,,,,,,,5.0,0.0
293,Partially Observable Multi-Sensor Sequential Change Detection: A Combinatorial Multi-Armed Bandit Approach,Tsinghua University,Singapore Management University,,,,,,,,,,,,,,,,,,,2.0,0.0
294,Diversity-Driven Extensible Hierarchical Reinforcement Learning,University of Oxford,Beihang University,University of Oxford,University of Oxford,Hebei University of Technology,Beihang University,,,,,,,,,,,,,,,6.0,0.0
295,Multi-Agent Path Finding for Large Agents *,University of Southern California,Centro Universitário da FEI,Ben-Gurion University of the Negev,University of Southern California,University of Southern California,University of Southern California,,,,,,,,,,,,,,,6.0,0.0
296,Predicting Hurricane Trajectories Using a Recurrent Neural Network,Florida International University,Florida International University,Florida International University,Florida International University," Ganzfried Research, Miami, F",,,,,,,,,,,,,,,,4.0,0.0
297,Multigrid Backprojection Super-Resolution and Deep Filter Visualization,BOE Technology Group (China),BOE Technology Group (China),BOE Technology Group (China),,,,,,,,,,,,,,,,,,0.0,3.0
298,Augmenting Markov Decision Processes with Advising,Université de Caen Normandie,Agence Nationale de la Recherche,,,,,,,,,,,,,,,,,,,2.0,0.0
299,Clipped Matrix Completion: A Remedy for Ceiling Effects,The University of Tokyo,RIKEN Center for Integrative Medical Sciences,RIKEN Center for Integrative Medical Sciences,The University of Tokyo,RIKEN Center for Integrative Medical Sciences,The University of Tokyo,RIKEN Center for Integrative Medical Sciences,,,,,,,,,,,,,,3.0,0.0
300,Fair and Efficient Memory Sharing: Confronting Free Riders,International Computer Science Institute,Drexel University,Carnegie Mellon University,International Computer Science Institute,,,,,,,,,,,,,,,,,4.0,0.0
301,Tackling Sparse Rewards in Real-Time Games with Statistical Forward Planning Methods,Queen Mary University of London,Queen Mary University of London,Queen Mary University of London,,,,,,,,,,,,,,,,,,3.0,0.0
302,"""Bilingual Expert"" Can Find Translation Errors",Alibaba Group (United States),Alibaba Group (United States),Alibaba Group (United States),Alibaba Group (United States),Alibaba Group (United States),Alibaba Group (United States),,,,,,,,,,,,,,,0.0,6.0
303,Generating Distractors for Reading Comprehension Questions from Real Examinations,Chinese University of Hong Kong," R&D Center Singapore, Machine Intelligence Technology, Alibaba DAMO Academ", Tencent AI La,Chinese University of Hong Kong,Chinese University of Hong Kong,Tencent AI Lab,,,,,,,,,,,,,,,3.0,2.0
304,A Neural Network Approach for Birds of a Feather Solvability Prediction,College of New Jersey,College of New Jersey,,,,,,,,,,,,,,,,,,,2.0,0.0
305,Inter-Class Angular Loss for Convolutional Neural Networks,Portland Cement Association,Nanjing University of Science and Technology,Portland Cement Association,Nanjing University of Science and Technology,Portland Cement Association,Nanjing University of Science and Technology," Tencent AI Lab, Shenzhen, Chin",Institute of High Performance Computing,Portland Cement Association,Nanjing University of Science and Technology,,,,,,,,,,,5.0,1.0
306,A General Planning-Based Framework for Goal-Driven Conversation Assistant,IBM Research - China,IBM Research - China,Cornell University,IBM Research - China,Rice University,IBM Research - China,,,,,,,,,,,,,,,6.0,0.0
307,Building Trust in Deep Learning System towards Automated Disease Detection, School of Computin, School of Computin, School of Computin,Duke NUS Graduate Medical School,,,,,,,,,,,,,,,,,4.0,0.0
308,Learning Fully Dense Neural Networks for Image Semantic Segmentation,Hong Kong University of Science and Technology,Microsoft Research Asia (China),Hong Kong University of Science and Technology, Altizure.co,Hong Kong University of Science and Technology,,,,,,,,,,,,,,,,3.0,1.0
309,Variational BEJG Solvers for Marginal-MAP Inference with Accurate Approximation of B-Conditional Entropy,University of Waterloo,,,,,,,,,,,,,,,,,,,,1.0,0.0
310,Adversarial Framing for Image and Video Classification,Jagiellonian University,Group Image (Poland),Jagiellonian University," Element AI, Montréal, Canad"," Element AI, Montréal, Canad"," Element AI, Montréal, Canad",,,,,,,,,,,,,,,2.0,2.0
311,Solving Multiagent Planning Problems with Concurrent Conditional Effects,Imperial College London,Pompeu Fabra University,Pompeu Fabra University,,,,,,,,,,,,,,,,,,3.0,0.0
312,SCFont: Structure-Guided Chinese Font Generation via Deep Stacked Networks,Peking University,Peking University,Peking University,Peking University,,,,,,,,,,,,,,,,,4.0,0.0
313,Robust Ordinal Embedding from Contaminated Relative Comparisons,Institute of Information Engineering,University of Chinese Academy of Sciences,Institute of Computing Technology,Institute of Information Engineering,University of Chinese Academy of Sciences,,,,,,,,,,,,,,,,5.0,0.0
314,A Natural Language Corpus of Common Grounding under Continuous and Partially-Observable Context,The University of Tokyo,National Institute of Informatics,,,,,,,,,,,,,,,,,,,2.0,0.0
315,Learning Resolution-Invariant Deep Representations for Person Re-Identification,National Taiwan University,National Taiwan University,Joint Research Center,Umbo Computer Vision (United Kingdom),National Taiwan University,Joint Research Center,,,,,,,,,,,,,,,5.0,1.0
316,Learning to Address Health Inequality in the United States with a Bayesian Decision Network,Stanford University,Indraprastha Institute of Information Technology Delhi,Indraprastha Institute of Information Technology Delhi,Indraprastha Institute of Information Technology Delhi,Netaji Subhas University of Technology,,,,,,,,,,,,,,,,5.0,0.0
317,Learning Basis Representation to Refine 3D Human Pose Estimations,Microsoft Research Asia (China),Microsoft Research Asia (China),Johns Hopkins University,Microsoft Research Asia (China),,,,,,,,,,,,,,,,,1.0,3.0
318,Structured Two-Stream Attention Network for Video Question Answering,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,Monash University, JD AI Researc, JD AI Researc,University of Science and Technology of China,,,,,,,,,,,,,,5.0,0.0
319,Distributionally Robust Semi-Supervised Learning for People-Centric Sensing,UNSW Sydney,UNSW Sydney,UNSW Sydney,Monash University,University of Technology Sydney,Griffith University,,,,,,,,,,,,,,,6.0,0.0
320,A Domain Generalization Perspective on Listwise Context Modeling,Ctrip,Ctrip,Ctrip,,,,,,,,,,,,,,,,,,3.0,0.0
321,GIRNet: Interleaved Multi-Task Recurrent State Sequence Models,,,,,,,,,,,,,,,,,,,,,0.0,0.0
322,StNet: Local and Global Spatial-Temporal Modeling for Action Recognition,Nanjing University,University of Central Florida,,,,,,,,,,,,,,,,,,,2.0,0.0
323,Number Sequence Prediction Problems for Evaluating Computational Powers of Neural Networks,Seoul National University,Seoul National University,Seoul National University,,,,,,,,,,,,,,,,,,3.0,0.0
324,RSA: Byzantine-Robust Stochastic Aggregation Methods for Distributed Learning from Heterogeneous Datasets,University of Science and Technology of China,University of Science and Technology of China,University of Minnesota,University of Minnesota,Sun Yat-sen University,,,,,,,,,,,,,,,,5.0,0.0
325,A Comparative Analysis of Expected and Distributional Reinforcement Learning,University of Oxford,GLE,GLE,,,,,,,,,,,,,,,,,,3.0,0.0
326,End-to-End Structure-Aware Convolutional Networks for Knowledge Base Completion,University of Connecticut," JD AI Research, Mountain View, CA, US"," JD AI Research, Mountain View, CA, US",University of Connecticut," JD AI Research, Mountain View, CA, US"," JD AI Research, Mountain View, CA, US",,,,,,,,,,,,,,,2.0,0.0
327,Faster Gradient-Free Proximal Stochastic Methods for Nonconvex Nonsmooth Optimization,Nanjing University of Aeronautics and Astronautics,University of Pittsburgh,University of Pittsburgh,Nanjing University of Aeronautics and Astronautics,University of Pittsburgh,,,,,,,,,,,,,,,,5.0,0.0
328,Optimal Surveillance of Covert Networks by Minimizing Inverse Geodesic Length,UNSW Sydney,Commonwealth Scientific and Industrial Research Organisation,,,,,,,,,,,,,,,,,,,2.0,0.0
329,Sensitivity Analysis of Deep Neural Networks,The University of Texas MD Anderson Cancer Center,,,,,,,,,,,,,,,,,,,,1.0,0.0
330,Lifted Proximal Operator Machines,Peking University,Peking University,Peking University,,,,,,,,,,,,,,,,,,3.0,0.0
331,Capacity Control of ReLU Neural Networks by Basis-Path Norm,University of Science and Technology of China,Microsoft Research Asia (China),Microsoft Research Asia (China),Microsoft Research Asia (China),University of Science and Technology of China,Microsoft Research Asia (China),,,,,,,,,,,,,,,2.0,4.0
332,Adversarial Actor-Critic Method for Task and Motion Planning Problems Using Planning Experience,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Massachusetts Institute of Technology,,,,,,,,,,,,,,,,,,3.0,0.0
333,Multi-View Anomaly Detection: Neighborhood in Locality Matters *,Nanjing University,Nanjing University,Nanjing University,Nanjing University,,,,,,,,,,,,,,,,,4.0,0.0
334,Robustness Envelopes for Temporal Plans,King's College London,Fondazione Bruno Kessler,King's College London,Fondazione Bruno Kessler,King's College London,,,,,,,,,,,,,,,,5.0,0.0
335,Weakly-Supervised Simultaneous Evidence Identification and Segmentation for Automated Glaucoma Diagnosis,Central South University,National University of Defense Technology,Central South University,National University of Defense Technology,Central South University,National University of Defense Technology,Central South University,National University of Defense Technology,Western University,,,,,,,,,,,,9.0,0.0
336,Regularizing Fully Convolutional Networks for Time Series Classification by Decorrelating Filters,Northeastern University," TCS Research, New Delhi, Indi"," TCS Research, New Delhi, Indi"," TCS Research, New Delhi, Indi"," TCS Research, New Delhi, Indi",,,,,,,,,,,,,,,,1.0,0.0
337,ATP: Directed Graph Embedding with Asymmetric Transitivity Preservation,The Ohio State University,The Ohio State University,The Ohio State University,The Ohio State University,The Ohio State University,The Ohio State University,,,,,,,,,,,,,,,6.0,0.0
338,Graph Convolutional Networks Meet Markov Random Fields: Semi-Supervised Community Detection in Attribute Networks,Tianjin University,Tianjin University,Heidelberg University,Tianjin University,Jianghan University,Washington University in St. Louis,,,,,,,,,,,,,,,6.0,0.0
339,Scalable and Efficient Pairwise Learning to Achieve Statistical Accuracy,University of Pittsburgh,University of Pittsburgh,University of Pittsburgh,University of Pittsburgh,,,,,,,,,,,,,,,,,4.0,0.0
340,Computing the Yolk in Spatial Voting Games without Computing Median Lines,University of Sydney,University of Sydney,,,,,,,,,,,,,,,,,,,2.0,0.0
341,Bayesian Execution Skill Estimation,Mississippi State University,Mississippi State University,,,,,,,,,,,,,,,,,,,2.0,0.0
342,That's Mine! Learning Ownership Relations and Norms for Robots,Yale University,"Agency for Science, Technology and Research",Yale University,Yale University,,,,,,,,,,,,,,,,,4.0,0.0
343,Congestion Graphs for Automated Time Predictions,University of Toronto,University of Toronto,Industrial Engineering and Management Technion-Israel Institute of Technolog,Humboldt-Universität zu Berlin,,,,,,,,,,,,,,,,,4.0,0.0
344,A Layer Decomposition-Recomposition Framework for Neuron Pruning towards Accurate Lightweight Networks,Suzhou Nonferrous Metals Research Institute,Suzhou Nonferrous Metals Research Institute,Suzhou Nonferrous Metals Research Institute,Suzhou Nonferrous Metals Research Institute,,,,,,,,,,,,,,,,,4.0,0.0
345,Reasoning over Streaming Data in Metric Temporal Datalog,University of Oxford,University of Warsaw,University of Oxford,University of Oxford,,,,,,,,,,,,,,,,,4.0,0.0
346,InfoVAE: Balancing Learning and Inference in Variational Autoencoders,Stanford University,Stanford University,Stanford University,,,,,,,,,,,,,,,,,,3.0,0.0
347,"Learning Uniform Semantic Features for Natural Language and Programming Language Globally, Locally and Sequentially",Nanjing University,Nanjing University,Tencent (China),Nanjing University,Southeast University,,,,,,,,,,,,,,,,4.0,1.0
348,Improving GAN with Neighbors Embedding and Gradient Matching,Singapore University of Technology and Design,Singapore University of Technology and Design,Singapore University of Technology and Design,,,,,,,,,,,,,,,,,,3.0,0.0
349,Cooperation Enforcement and Collusion Resistance in Repeated Public Goods Games,Shanghai Jiao Tong University,University of Electronic Science and Technology of China,,,,,,,,,,,,,,,,,,,2.0,0.0
350,Towards Task Understanding in Visual Settings,"Birla Institute of Technology and Science, Pilani","Birla Institute of Technology and Science, Pilani","Spotify Research London, United Kingdo",University College London,,,,,,,,,,,,,,,,,3.0,0.0
351,Preference-Aware Task Assignment in Spatial Crowdsourcing,Soochow University,Soochow University,Macquarie University,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,King Abdullah University of Science and Technology,University of Electronic Science and Technology of China,Zhongji Test Equipment (China),,,,,,,,,,,,,7.0,0.0
352,Session-Based Recommendation with Graph Neural Networks,Institute of Automation,University of Chinese Academy of Sciences,University of Science and Technology Beijing,Tongji University,Institute of Automation,University of Chinese Academy of Sciences,Microsoft Research Asia (China),Institute of Automation,University of Chinese Academy of Sciences,,,,,,,,,,,,8.0,1.0
353,A Fuzzy Set Based Approach for Rating Bias,Institute of Information Engineering,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,Institute of Information Engineering,Institute of Information Engineering,Institute of Information Engineering,Institute of Information Engineering,University of Chinese Academy of Sciences,Institute of Information Engineering,,,,,,,,,,,,9.0,0.0
354,A Bridge between Liquid and Social Welfare in Combinatorial Auctions with Submodular Bidders,"Yahoo Research, NY, US",National Technical University of Athens,National Technical University of Athens,Harvard University,,,,,,,,,,,,,,,,,3.0,0.0
355,DRr-Net: Dynamic Re-Read Network for Sentence Semantic Matching,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,Hefei University of Technology,University of Science and Technology of China,Microsoft Research Asia (China),Microsoft Research Asia (China),,,,,,,,,,,,,,5.0,2.0
356,Dynamic Layer Aggregation for Neural Machine Translation with Routing-by-Agreement,Carnegie Mellon University,Tencent AI La,Tencent AI La,Tencent AI La,Tencent AI La,Tencent AI La,,,,,,,,,,,,,,,1.0,0.0
357,Play as You Like: Timbre-Enhanced Multi-Modal Music Style Transfer,National Tsing Hua University,National Tsing Hua University,National Tsing Hua University,National Tsing Hua University,"Institute of Information Science, Academia Sinica",,,,,,,,,,,,,,,,5.0,0.0
358,Cross-Domain Visual Representations via Unsupervised Graph Alignment,Hong Kong Baptist University,Hong Kong Baptist University,,,,,,,,,,,,,,,,,,,2.0,0.0
