Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,inst18,inst19,inst20,inst21,inst22,inst23,inst24,inst25,inst26,num_academia,num_company
1152,Simple and Efficient Heterogeneous Graph Neural Network,Chinese Academy of Sciences,Chinese Academy of Sciences,Griffith University,Chinese Academy of Sciences,Chinese Academy of Sciences,University of Chinese Academy of Sciences,,,,,,,,,,,,,,,,,,,,,6.0,0.0
1153,Fast and Accurate Binary Neural Networks based on Depth-Width Reshaping,Hefei University of Technology,Hefei University of Technology,University of Science and Technology of China,Hefei University of Technology,Hefei University of Technology,Hefei University of Technology,University of Science and Technology of China,Hefei University of Technology,Hefei University of Technology,University of Science and Technology of China,Hefei University of Technology,,,,,,,,,,,,,,,,11.0,0.0
1154,A Simple Unified Approach to Testing High-Dimensional Conditional Independences for Categorical and Ordinal Data,Radboud University Nijmegen,Radboud University Nijmegen,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
1155,Understanding the Generalization Performance of Spectral Clustering Algorithms,Renmin University of China,University of Science and Technology Beijing,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
1156,VideoDubber: Machine Translation with Speech-Aware Length Control for Video Dubbing,Renmin University of China,Microsoft Research Asia (China),Microsoft Research Asia (China), Microsoft Azure Speech, Microsoft Azure Speech,Renmin University of China, Microsoft Azure Speech, Microsoft Azure Speech, Microsoft Azure Translatio,Microsoft Research Asia (China),,,,,,,,,,,,,,,,,2.0,3.0
1157,Factual and Informative Review Generation for Explainable Recommendation,"University of California, San Diego","University of California, Irvine","University of California, San Diego","University of California, San Diego",,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1158,Black-Box Adversarial Attack on Time Series Classification,Fudan University,Fudan University,University of Science and Technology of China,Fudan University,Fudan University,Fudan University,,,,,,,,,,,,,,,,,,,,,6.0,0.0
1159,DIFFMD: A Geometric Diffusion Model for Molecular Dynamics Simulations,Westlake University,Tsinghua University,Westlake University,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1160,PEN: Prediction-Explanation Network to Forecast Stock Price Movement with Better Explainability,Renmin University of China,Manufacturing Academy of Denmark,Renmin University of China,Renmin University of China,Ministry of Education,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
1161,Beyond ADMM: A Unified Client-Variance-Reduced Adaptive Federated Learning Framework,Singapore University of Technology and Design,"Chinese University of Hong Kong, Shenzhen",Sichuan University,"Chinese University of Hong Kong, Shenzhen",Singapore University of Technology and Design,Hong Kong Polytechnic University,,,,,,,,,,,,,,,,,,,,,6.0,0.0
1162,USER: Unsupervised Structural Entropy-Based Robust Graph Neural Network,University of Auckland,University of Auckland,University of Auckland,University of Auckland,University of Auckland,University of Auckland,,,,,,,,,,,,,,,,,,,,,6.0,0.0
1163,Improving Scene Text Image Super-resolution via Dual Prior Modulation Network,Southeast University,Southeast University,Southeast University,Southeast University,Southeast University,Southeast University,Southeast University,Southeast University,,,,,,,,,,,,,,,,,,,8.0,0.0
1164,Learning to Learn Better for Video Object Segmentation,Wuhan University,University of Sydney,Wuhan University," Hubei Luojia Laboratory, Chin",University of Sydney," JD Explore Academy, Chin",,,,,,,,,,,,,,,,,,,,,3.0,1.0
1165,Estimating Reflectance Layer from a Single Image: Integrating Reflectance Guidance and Shadow/Specular Aware Learning,National University of Singapore,National University of Singapore," ByteDance, Singapor",Peng Cheng Laboratory,National University of Singapore,Yale-NUS College,,,,,,,,,,,,,,,,,,,,,5.0,0.0
1166,SEPT: Towards Scalable and Efficient Visual Pre-training," AI Thrust, Information Hub, HKUST (Guangzhou), Guangzhou, Chin", SenseTime Researc, SenseTime Researc," AI Thrust, Information Hub, HKUST (Guangzhou), Guangzhou, Chin",Sun Yat-sen University, SenseTime Researc," AI Thrust, Information Hub, HKUST (Guangzhou), Guangzhou, Chin",Hong Kong University of Science and Technology,,,,,,,,,,,,,,,,,,,4.0,3.0
1167,Progressive Neighborhood Aggregation for Semantic Segmentation Refinement,Northwestern Polytechnical University,Beijing Jiaotong University,Northwestern Polytechnical University,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1168,Fast Converging Anytime Model Counting *,Jilin University,National University of Singapore,National University of Singapore,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1169,Symbolic Replay: Scene Graph as Prompt for Continual Learning on VQA Task,National University of Singapore,National University of Singapore,National University of Singapore,National University of Singapore, Tencent Data Platfor,Centre for Advocacy and Research,National University of Singapore,,,,,,,,,,,,,,,,,,,,6.0,0.0
1170,Layout-Aware Dreamer for Embodied Referring Expression Grounding,Computer Science Department, Electrical Engineering Department (ESAT-PSI) of KU Leuve, Electrical Engineering Department (ESAT-PSI) of KU Leuve,Computer Science Department,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1171,Machines of Finite Depth: Towards a Formalization of Neural Networks,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
1172,Heterogeneous Graph Masked Autoencoders,University of Notre Dame,University of Notre Dame,University of Notre Dame,University of Notre Dame,Brandeis University,Brandeis University,University of Notre Dame,University of Notre Dame,,,,,,,,,,,,,,,,,,,8.0,0.0
1173,Multi-Unit Auctions for Allocating Chance-Constrained Resources,University of Oxford,University of Oxford,University of Oxford,University of Oxford,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1174,SlideVQA: A Dataset for Document Visual Question Answering on Multiple Images,Neelan Tiruchelvam Trust,Neelan Tiruchelvam Trust,Neelan Tiruchelvam Trust,Neelan Tiruchelvam Trust,Neelan Tiruchelvam Trust,Neelan Tiruchelvam Trust,,,,,,,,,,,,,,,,,,,,,6.0,0.0
1175,A Latent-Variable Model for Intrinsic Probing,University of Copenhagen,Massachusetts Institute of Technology,University of Copenhagen,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1176,Wasserstein Graph Distance Based on L 1 -Approximated Tree Edit Distance between Weisfeiler-Lehman Subtrees,Waseda University,Waseda University,Waseda University,Waseda University,Waseda University,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
1177,Enhanced Multi-Relationships Integration Graph Convolutional Network for Inferring Substitutable and Complementary Items,Institute of Physics,Institute of Physics,Beijing University of Posts and Telecommunications,Institute of Physics,Institute of Physics,Institute of Physics,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,,,,,,,,,,,,,,,,,,9.0,0.0
1178,Lifelong Embedding Learning and Transfer for Growing Knowledge Graphs,Nanjing University,Nanjing University,Nanjing University," Interactive Entertainment Group, Tencent Inc, Chin"," Interactive Entertainment Group, Tencent Inc, Chin"," Interactive Entertainment Group, Tencent Inc, Chin",Nanjing University,Nanjing University,,,,,,,,,,,,,,,,,,,5.0,0.0
1179,Scene Graph to Image Synthesis via Knowledge Consensus,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University," Key Laboratory of Information Security Technology, GuangDong Provinc",,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1180,Deep Latent Regularity Network for Modeling Stochastic Partial Differential Equations,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,Microsoft Research (United Kingdom),Microsoft Research (United Kingdom),Bielefeld University,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,University College London,The Alan Turing Institute,Microsoft Research (United Kingdom),Government of Andhra Pradesh,,,,,,,,,,,,,,,,7.0,3.0
1181,Differentially Private Heatmaps,Google (United States),Google (United States),Google (United States),Google (United States),Google (United States),Google (United States),Google (United States),,,,,,,,,,,,,,,,,,,,0.0,7.0
1182,Finite Based Contraction and Expansion via Models,University of Bergen,University of Bergen,University of Hagen,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1183,Improving Crowded Object Detection via Copy-Paste,"Algorithm Research, Aibee Inc","Algorithm Research, Aibee Inc","Algorithm Research, Aibee Inc","Algorithm Research, Aibee Inc",,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1184,Hybrid CNN-Transformer Feature Fusion for Single Image Deraining,Nanjing University of Science and Technology,Nanjing University of Science and Technology,Shenyang Aerospace University,Shenyang Aerospace University,Nanjing University of Science and Technology,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
1185,Towards Interpreting and Utilizing Symmetry Property in Adversarial Examples,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1186,Information-Theoretic Causal Discovery and Intervention Detection over Multiple Environments,Helmholtz Center for Information Security,Ruhr University Bochum,Helmholtz Center for Information Security,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1187,Unsupervised Explanation Generation via Correct Instantiations, Shanghai Artificial Intelligence Laborator,Fudan University, Shanghai Artificial Intelligence Laborator,Fudan University, Full Truck Allianc,Tsinghua University,Tsinghua University, Shanghai Artificial Intelligence Laborator,Chinese University of Hong Kong,,,,,,,,,,,,,,,,,,5.0,1.0
1188,Real or Fake Text?: Investigating Human Ability to Detect Boundaries between Human-Written and Machine-Generated Text,University of Pennsylvania,University of Pennsylvania,University of Pennsylvania,University of Pennsylvania,University of Pennsylvania,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
1189,Recurrent Structure Attention Guidance for Depth Super-resolution,Nanjing University of Science and Technology,Nanjing University of Science and Technology,Nanjing University of Science and Technology,Nanjing University of Science and Technology,Nanjing University of Science and Technology,Nanjing University of Science and Technology,,,,,,,,,,,,,,,,,,,,,6.0,0.0
1190,Unbiased Heterogeneous Scene Graph Generation with Relation-Aware Message Passing Neural Network,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,Electronics and Telecommunications Research Institute,Korea University of Science and Technology,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,,,,,,,,,,,,,,,,,,,,,6.0,0.0
1191,Normalizing Flow Ensembles for Rich Aleatoric and Epistemic Uncertainty Modeling,McGill University,McGill University,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
1192,Semantic-Enhanced Image Clustering,Shenzhen University,Shenzhen University,Shenzhen University,Shenzhen University,Shenzhen University,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
1193,GLUECons: A Generic Benchmark for Learning under Constraints,Michigan State University,Michigan State University,Michigan State University,Michigan State University,Michigan State University,Florida Institute for Human and Machine Cognition,"University of California, Berkeley",Michigan State University,Michigan State University,University of Pennsylvania,Michigan State University,,,,,,,,,,,,,,,,11.0,0.0
1194,Scaling Marginalized Importance Sampling to High-Dimensional State-Spaces via State Abstraction,University of Wisconsin–Madison,University of Wisconsin–Madison,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
1195,PGSS: Pitch-Guided Speech Separation,Peking University,Peking University,Peking University,Peking University,Peking University,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
1196,LIQUID: A Framework for List Question Answering Dataset Generation,Korea University,Korea University,Korea University, AIGEN Science,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0
1197,LaCAM: Search-Based Algorithm for Quick Multi-Agent Pathfinding,Tokyo Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
1198,Learning to Generate an Unbiased Scene Graph by Using Attribute-Guided Predicate Features,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1199,Parametric Surface Constrained Upsampler Network for Point Cloud,University of South Carolina,University of South Carolina,University of South Carolina,University of South Carolina,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1200,Efficient Embeddings of Logical Variables for Query Answering over Incomplete Knowledge Graphs,University of Oxford,Xi'an Jiaotong University,University of Oxford,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1201,Unsupervised Legal Evidence Retrieval via Contrastive Learning with Approximate Aggregated Positive,Tsinghua University,Alibaba Group (China),Alibaba Group (China),Worcester Polytechnic Institute,Alibaba Group (China),Tsinghua University,Tsinghua University,,,,,,,,,,,,,,,,,,,,4.0,3.0
1202,Balanced Column-Wise Block Pruning for Maximizing GPU Parallelism,Yonsei University,Korea Institute of Science and Technology,Yonsei University, Samsung Electronic,Yonsei University,Ewha Womans University,Korea Institute of Science and Technology,Yonsei University,,,,,,,,,,,,,,,,,,,7.0,0.0
1203,Better Peer Grading through Bayesian Inference,University of British Columbia,University of British Columbia,University of British Columbia,University of Waterloo,University of British Columbia,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
1204,Exploring Temporal Information Dynamics in Spiking Neural Networks,Yale University,Yale University,Yale University,Yale University,Technology Innovation Institute,Yale University,,,,,,,,,,,,,,,,,,,,,6.0,0.0
1205,On the Sample Complexity of Vanilla Model-Based Offline Reinforcement Learning with Dependent Samples,The University of Texas at Austin,The University of Texas at Austin,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
1206,COCA: COllaborative CAusal Regularization for Audio-Visual Question Answering,Leiden University,Leiden University,Dalian University of Technology,Leiden University,Leiden University,Leiden University,,,,,,,,,,,,,,,,,,,,,6.0,0.0
1207,Causal Recurrent Variational Autoencoder for Medical Time Series Generation,University of Florida,UiT The Arctic University of Norway,University of Florida,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1208,Learning Compact Features via In-Training Representation Alignment,Wayne State University,Wayne State University,Wayne State University,Wayne State University,Wayne State University,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
1209,Smoothed Online Combinatorial Optimization Using Imperfect Predictions,Harvard University," Adobe Research, San Jose, C"," Adobe Research, San Jose, C"," Adobe Research, San Jose, C",,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
1210,Novel Ordering-Based Approaches for Causal Structure Learning in the Presence of Unobserved Variables,École Polytechnique Fédérale de Lausanne,École Polytechnique Fédérale de Lausanne,École Polytechnique Fédérale de Lausanne,École Polytechnique Fédérale de Lausanne,École Polytechnique Fédérale de Lausanne,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
1211,Lifting (D)QBF Preprocessing and Solving Techniques to (D)SSAT,National Taiwan University,National Taiwan University,National Taiwan University,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1212,PASS: Patch Automatic Skip Scheme for Efficient Real-Time Video Perception on Edge Devices,Hong Kong Polytechnic University,Hong Kong Polytechnic University,Hong Kong Polytechnic University,Pennsylvania State University,Hong Kong Polytechnic University,Alibaba Group (China),,,,,,,,,,,,,,,,,,,,,5.0,1.0
1213,Semi-Supervised Deep Regression with Uncertainty Consistency and Variational Model Ensembling via Bayesian Neural Networks,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
1214,Interpreting Unfairness in Graph Neural Networks via Training Node Attribution,University of Virginia,University of Virginia,University of Virginia,University of Georgia,University of Virginia,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
1215,Multi-Relational Contrastive Learning Graph Neural Network for Drug-Drug Interaction Event Prediction,Huazhong Agricultural University,Huazhong Agricultural University,Huazhong Agricultural University,Huazhong Agricultural University,Huazhong Agricultural University,Binghamton University,Huazhong Agricultural University,,,,,,,,,,,,,,,,,,,,7.0,0.0
1216,"Fine-Grained Position Helps Memorizing More, a Novel Music Compound Transformer Model with Feature Interaction Fusion",Wuhan University,Wuhan University,Wuhan University,Wuhan University,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1217,AMOM: Adaptive Masking over Masking for Conditional Masked Language Model,University of Computer Studies Yangon,University of Computer Studies Yangon,Microsoft Research Asia (China),University of Computer Studies Yangon,Microsoft Research Asia (China),Microsoft Research Asia (China),University of Computer Studies Yangon,,,,,,,,,,,,,,,,,,,,4.0,3.0
1218,Dialogue State Distillation Network with Inter-slot Contrastive Learning for Dialogue State Tracking,Beijing Institute of Technology,Beijing Institute of Technology,Ministry of Education of the People's Republic of China,Nanyang Technological University,Ministry of Education of the People's Republic of China,Ministry of Education of the People's Republic of China,Ministry of Education of the People's Republic of China,Ministry of Education of the People's Republic of China,,,,,,,,,,,,,,,,,,,8.0,0.0
1219,Hypotheses Tree Building for One-Shot Temporal Sentence Localization,Huazhong University of Science and Technology,Peking University,Nanyang Technological University,Huazhong University of Science and Technology,University of Otago,Tsinghua University,Microsoft Research (United Kingdom),,,,,,,,,,,,,,,,,,,,6.0,1.0
1220,CCQ: Cross-Class Query Network for Partially Labeled Organ Segmentation,ShanghaiTech University,University of Washington,ShanghaiTech University, Shanghai Engineering Research Center of Intelligent Vision and Imagin,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1221,Weakly Supervised 3D Segmentation via Receptive-Driven Pseudo Label Consistency and Structural Consistency,Xiamen University,Xiamen University,Xiamen University," Huawei Technologies, Shanghai, Chin",East China Normal University,East China Normal University,East China Normal University,Shenzhen University,,,,,,,,,,,,,,,,,,,7.0,0.0
1222,Correlation Loss: Enforcing Correlation between Classification and Localization,Middle East Technical University,Middle East Technical University,Middle East Technical University," METU Center for Robotics and Artificial Intelligence (ROMER), Ankara, Turke",Middle East Technical University," METU Center for Robotics and Artificial Intelligence (ROMER), Ankara, Turke",,,,,,,,,,,,,,,,,,,,,4.0,0.0
1223,Deep Attentive Model for Knowledge Tracing,East China Normal University,East China Normal University,East China Normal University,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1224,SEnsor Alignment for Multivariate Time-Series Unsupervised Domain Adaptation,Nanyang Technological University,Institute for Infocomm Research,Institute for Infocomm Research,Nanyang Technological University,Institute for Infocomm Research,"Agency for Science, Technology and Research",Institute for Infocomm Research,Nanyang Technological University,Institute for Infocomm Research,"Agency for Science, Technology and Research",Nanyang Technological University,,,,,,,,,,,,,,,,11.0,0.0
1225,Cluster-Guided Contrastive Graph Clustering Network,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,University of Science and Technology of China,National University of Defense Technology,Nanjing University of Aeronautics and Astronautics,National University of Defense Technology,,,,,,,,,,,,,,,,,,9.0,0.0
1226,Semidefinite Programming versus Burer-Monteiro Factorization for Matrix Sensing,"University of California, Berkeley","University of California, Berkeley","University of California, Berkeley","University of California, Berkeley",,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1227,Learning Deep Hierarchical Features with Spatial Regularization for One-Class Facial Expression Recognition," BNRist, KLISS, School of Software, Tsinghua Universit"," BNRist, KLISS, School of Software, Tsinghua Universit"," BNRist, KLISS, School of Software, Tsinghua Universit"," BNRist, Tsinghua Universit",Central South University," BNRist, KLISS, School of Software, Tsinghua Universit"," BNRist, KLISS, School of Software, Tsinghua Universit",,,,,,,,,,,,,,,,,,,,1.0,0.0
1228,Periodic Multi-Agent Path Planning,"OMRON SINIC X Corporation Hongo 5-24-5, Bunkyo-ku, Tokyo, Japa","OMRON SINIC X Corporation Hongo 5-24-5, Bunkyo-ku, Tokyo, Japa","OMRON SINIC X Corporation Hongo 5-24-5, Bunkyo-ku, Tokyo, Japa",,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1229,Inverse-Reference Priors for Fisher Regularization of Bayesian Neural Networks,St. Vincent's Hospital,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1230,Question Decomposition Tree for Answering Complex Questions over Knowledge Bases,Nanjing University,Nanjing University,Nanjing University,Nanjing University,Nanjing University,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
1231,Instance Smoothed Contrastive Learning for Unsupervised Sentence Embedding,Zhejiang University,Westlake University,Zhejiang University,Westlake University,Westlake University,Institute for Advanced Study,Westlake University,Institute for Advanced Study,,,,,,,,,,,,,,,,,,,8.0,0.0
1232,Fine-Grained Retrieval Prompt Tuning,Dalian University of Technology,The University of Tokyo,Dalian University of Technology,Dalian University of Technology,Shandong University of Science and Technology,University of Sydney,The University of Tokyo,,,,,,,,,,,,,,,,,,,,7.0,0.0
1233,UCoL: Unsupervised Learning of Discriminative Facial Representations via Uncertainty-Aware Contrast, ByteDance Inc, ByteDance Inc, ByteDance Inc,University of Sydney, ByteDance Inc,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
1234,Rethinking Interpretation: Input-Agnostic Saliency Mapping of Deep Visual Classifiers,University of Western Australia,University of Western Australia,University of Western Australia,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1235,Deconstructed Generation-Based Zero-Shot Model,Nanjing University of Science and Technology,University of Oxford,Nanjing University of Science and Technology,University of Oxford,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1236,Online Semi-supervised Learning with Mix-Typed Streaming Features,Southwest University,Guangzhou University,Guangzhou University,Xavier University of Louisiana,Old Dominion University,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
1237,Backpropagation-Free Deep Learning with Recursive Local Representation Alignment,Rochester Institute of Technology,University of South Florida,Pennsylvania State University,Pennsylvania State University,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1238,Counterfactual Learning with General Data-Generating Policies,Yale University,Northwestern University," Mercari, Inc.",University of Wisconsin–Madison,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1239,Compressed Heterogeneous Graph for Abstractive Multi-Document Summarization,University of Melbourne,University of Melbourne,University of Melbourne,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1240,Solving Large-Scale Pursuit-Evasion Games Using Pre-trained Strategies,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Centre for Artificial Intelligence and Robotics,Nanyang Technological University,Nanyang Technological University,,,,,,,,,,,,,,,,,,,,,6.0,0.0
1241,DM 2 : Decentralized Multi-Agent Reinforcement Learning via Distribution Matching,The University of Texas at Austin,The University of Texas at Austin, SparkCognition Researc,The University of Texas at Austin,Sony (Germany),,,,,,,,,,,,,,,,,,,,,,3.0,1.0
1242,Rethinking Data-Free Quantization as a Zero-Sum Game,Ministry of Education,Hefei University of Technology,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
1243,Finding Fair Allocations under Budget Constraints,Indian Institute of Science Bangalore,Indian Institute of Science Bangalore,Indian Institute of Science Bangalore,Aarhus University,Indian Institute of Science Bangalore,Indian Institute of Science Bangalore,,,,,,,,,,,,,,,,,,,,,6.0,0.0
1244,Yet Another Traffic Classifier: A Masked Autoencoder Based Traffic Transformer with Multi-Level Flow Representation,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,China Center of Advanced Science and Technology,Shanghai Jiao Tong University,Nanjing University of Posts and Telecommunications,Shanghai Jiao Tong University,,,,,,,,,,,,,,,,,,,,6.0,0.0
1245,Scene-Level Sketch-Based Image Retrieval with Minimal Pairwise Supervision,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,,,,,,,,,,,,,,,,,,,,,6.0,0.0
1246,Target-Free Text-Guided Image Manipulation,National Taiwan University,University College London,Purdue University West Lafayette,National Taiwan University,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1247,ParaFormer: Parallel Attention Transformer for Efficient Feature Matching,Southeast University,Southeast University,Nanjing University of Posts and Telecommunications,Southeast University,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1248,StyleTalk: One-Shot Talking Head Generation with Controllable Speaking Styles," Department of Computer Science and Technology, BNRist, THUAI, State Key Laboratory of Intelligent Technology and Systems",Tsinghua University," Virtual Human Group, Netease Fuxi AI La"," Virtual Human Group, Netease Fuxi AI La",Zhejiang University," Virtual Human Group, Netease Fuxi AI La"," Virtual Human Group, Netease Fuxi AI La"," Virtual Human Group, Netease Fuxi AI La",Zhejiang University," Department of Computer Science and Technology, BNRist, THUAI, State Key Laboratory of Intelligent Technology and Systems",Tsinghua University,University of Technology,,,,,,,,,,,,,,,3.0,5.0
1249,Resilient Binary Neural Network,Beihang University,Beihang University," Shanghai AI Laboratory, Shanghai, P.R.Chin",Tencent (China),Peking University,Beihang University,University of Chinese Academy of Sciences," Shanghai AI Laboratory, Shanghai, P.R.Chin",Beihang University,University of Chinese Academy of Sciences,,,,,,,,,,,,,,,,,7.0,1.0
1250,Progressive Deep Multi-View Comprehensive Representation Learning,Xidian University,Xidian University,Xidian University,Xidian University,Xidian University,Xi’an University of Posts and Telecommunications,Swinburne University of Technology,,,,,,,,,,,,,,,,,,,,7.0,0.0
1251,UEQMS: UMAP Embedded Quick Mean Shift Algorithm for High Dimensional Clustering," IAI, TCG Creast, Kolkata, India-70009",Kyungpook National University,Indian Statistical Institute,Kyungpook National University,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1252,Goal-Conditioned Q-learning as Knowledge Distillation,"University of Maryland, College Park","University of Maryland, College Park",,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
1253,Heterogeneous Region Embedding with Prompt Learning,University of Electronic Science and Technology of China,University of Queensland,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
1254,Learning to Count Isomorphisms with Graph Neural Networks,University of Science and Technology of China,National University of Singapore,Singapore Management University,University of Science and Technology of China,Singapore Management University,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
1255,Discriminability and Transferability Estimation: A Bayesian Source Importance Estimation Approach for Multi-Source-Free Domain Adaptation,Shandong University,Shandong University,Shandong University,Shandong University,Shandong University,Shandong Jianzhu University,Shandong University,,,,,,,,,,,,,,,,,,,,7.0,0.0
1256,Epistemic Disjunctive Datalog for Querying Knowledge Bases,Sapienza University of Rome,Sapienza University of Rome,Sapienza University of Rome,Sapienza University of Rome,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1257,Evaluating Epistemic Logic Programs via Answer Set Programming with Quantifiers,University of Klagenfurt,University of Klagenfurt,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
1258,MA-GCL: Model Augmentation Tricks for Graph Contrastive Learning,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1259,Reject Decoding via Language-Vision Models for Text-to-Image Synthesis,Shenzhen Institutes of Advanced Technology,Chinese University of Hong Kong,University of Sydney,Shenzhen Institutes of Advanced Technology,Chinese University of Hong Kong," JD Explore Academy, JD.com Inc., Beijing, Chin",Shenzhen Institutes of Advanced Technology,Chinese University of Hong Kong,Shenzhen Institutes of Advanced Technology,Chinese University of Hong Kong,,,,,,,,,,,,,,,,,5.0,1.0
1260,GAN Prior Based Null-Space Learning for Consistent Super-resolution,Peking University Shenzhen Hospital,Peking University Shenzhen Hospital,Peking University Shenzhen Hospital,Peking University Shenzhen Hospital,Peng Cheng Laboratory,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
1261,Gradient-Adaptive Pareto Optimization for Constrained Reinforcement Learning,Chinese Academy of Sciences,Institute of Computing Technology,University of Chinese Academy of Sciences,Chinese Academy of Sciences,Institute of Computing Technology, Huawei EI Innovation La, Huawei EI Innovation La,Chinese Academy of Sciences,Institute of Computing Technology,University of Chinese Academy of Sciences," Institute of Intelligent Computing Technology, Suzhou, CA", Huawei EI Innovation La,Chinese Academy of Sciences,Institute of Computing Technology,University of Chinese Academy of Sciences,,,,,,,,,,,,4.0,3.0
1262,ILSGAN: Independent Layer Synthesis for Unsupervised Foreground-Background Segmentation,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
